gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
7486-10251,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:07:00,1,11.06,8,Red,mid,Xzz,Invictus Gaming Young,Rumble,Thresh,Hecarim,Tristana,Renekton,LeBlanc,1363,1,3,0,11,26,5,0,0,0,0,0,0,0,0,1.1445,1.3646,,,,,,,,,,,,,,,,,,,,,,,,,,10177,447.9971,0.203585,380.9978,257.8283,9,0.3962,4,0.1761,6,25,1.1005,9665,6609,290.9318,0.185121,8185,,182,178,4,0,0,8.0117,3285,4631,88,3293,4846,90,-8,-215,-2,0,0,0,0,0,0,5343,6965,128,5400,7729,144,-57,-764,-16,1,1,0,0,0,1
7486-10251,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:07:00,1,11.06,9,Red,bot,xiaoyueji,Invictus Gaming Young,Jinx,Thresh,Hecarim,Tristana,Renekton,LeBlanc,1363,1,5,3,7,26,5,0,0,0,0,0,0,0,0,1.1445,1.3646,,,,,,,,,,,,,,,,,,,,,,,,,,13838,609.1563,0.276821,504.7836,236.3023,8,0.3522,9,0.3962,4,24,1.0565,11551,8495,373.9545,0.237949,11500,,219,195,24,13,4,9.6405,3717,3040,74,3728,3161,88,-11,-121,-14,1,1,1,1,1,1,6602,5056,139,5419,5050,140,1183,6,-1,1,1,1,1,1,2
7486-10251,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:07:00,1,11.06,10,Red,sup,Baiyu,Invictus Gaming Young,Tahm Kench,Thresh,Hecarim,Tristana,Renekton,LeBlanc,1363,1,2,1,11,26,5,0,0,0,0,0,0,0,0,1.1445,1.3646,,,,,,,,,,,,,,,,,,,,,,,,,,3685,162.2157,0.0737162,400.3228,347.4101,28,1.2326,2,0.0880,8,31,1.3646,6978,3922,172.6486,0.109855,5550,,25,25,0,0,0,1.1005,2589,2800,13,2397,2932,16,192,-132,-3,1,1,1,0,2,1,4064,4718,22,3492,4414,23,572,304,-1,1,1,1,0,2,1
7486-10251,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:07:00,1,11.06,100,Blue,team,,Bilibili Gaming Junior,,Rengar,Nocturne,Galio,Akali,Camille,1363,0,5,26,13,5,26,0,0,0,0,0,,,,0.2201,1.3646,0,0,2,0,2,0,0,0,0,,0,0,0,0,2,0,0,1,0,0,8,0,0,0,1,40909,1800.8364,,2907.2047,2459.0756,69,3.0374,22,0.9685,24,131,5.7667,35022,19741,869.0095,,33850,-0.280307,,,113,85,1,,15217,17417,311,17895,20423,350,-2678,-3006,-39,2,3,6,6,3,2,22749,27828,490,29418,32878,555,-6669,-5050,-65,2,3,11,11,5,2
7486-10251,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:07:00,1,11.06,200,Red,team,,Invictus Gaming Young,,Thresh,Hecarim,Tristana,Renekton,LeBlanc,1363,1,26,5,40,26,5,2,1,0,0,1,,,,1.1445,1.3646,1,2,0,2,0,0,0,1,1,,0,0,1,2,0,1,1,0,1,8,0,1,1,1,0,49989,2200.5429,,3083.8591,2223.3456,63,2.7733,34,1.4967,30,138,6.0748,50981,35700,1571.5334,,44885,0.280307,,,184,109,22,,17895,20423,350,15217,17417,311,2678,3006,39,6,3,2,2,3,6,29418,32878,555,22749,27828,490,6669,5050,65,11,5,2,2,3,11
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,1,Blue,top,jkw,All Combo,Wukong,Nidalee,Rumble,Udyr,Camille,Gnar,1673,0,1,4,1,4,17,0,0,0,0,0,0,0,0,0.1435,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,10906,391.1297,0.260044,664.5547,507.5792,6,0.2152,5,0.1793,2,13,0.4662,8458,4769,171.0341,0.200488,8350,,202,194,8,5,0,7.2445,2838,4589,64,3545,4693,87,-707,-104,-23,0,0,1,1,0,0,4251,7018,108,6741,8064,147,-2490,-1046,-39,0,0,2,1,2,0
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,2,Blue,jng,xiaohao,All Combo,Hecarim,Nidalee,Rumble,Udyr,Camille,Gnar,1673,0,2,3,2,4,17,0,0,0,0,0,0,0,0,0.1435,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,9344,335.1106,0.2228,1129.3843,950.3527,6,0.2152,6,0.2152,6,22,0.7890,8330,4641,166.4435,0.195107,8350,,163,15,148,123,0,5.8458,3528,3821,74,3570,3998,69,-42,-177,5,1,0,0,1,1,0,4761,5398,101,6113,6661,108,-1352,-1263,-7,1,0,1,3,1,0
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,3,Blue,mid,R1uga,All Combo,Sylas,Nidalee,Rumble,Udyr,Camille,Gnar,1673,0,1,3,2,4,17,0,0,0,0,0,0,0,0,0.1435,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,9438,338.4818,0.225041,727.5314,560.0120,11,0.3945,3,0.1076,3,22,0.7890,9709,6020,215.8996,0.253074,8905,,240,236,4,1,0,8.6073,3470,4853,92,3524,4690,88,-54,163,4,0,1,0,0,0,1,5206,7440,144,5660,7683,145,-454,-243,-1,0,1,0,0,0,1
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,4,Blue,bot,Chase,All Combo,Kai'Sa,Nidalee,Rumble,Udyr,Camille,Gnar,1673,0,0,2,0,4,17,0,0,0,0,0,0,0,0,0.1435,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,8493,304.5906,0.202508,343.1441,201.7334,9,0.3228,8,0.2869,2,21,0.7531,10329,6640,238.1351,0.279136,10050,,276,267,9,9,0,9.8984,3309,3445,85,3830,3351,96,-521,94,-11,0,0,0,0,2,0,5552,5523,141,5950,5468,148,-398,55,-7,0,0,0,0,2,0
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,5,Blue,sup,Jump,All Combo,Galio,Nidalee,Rumble,Udyr,Camille,Gnar,1673,0,0,5,1,4,17,0,0,0,0,0,0,0,1,0.1435,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,3758,134.7759,0.0896063,393.8195,447.5433,48,1.7215,9,0.3228,15,71,2.5463,5406,1717,61.5780,0.0721952,4725,,36,36,0,0,0,1.2911,1962,2426,13,2628,2875,18,-666,-449,-5,0,0,2,1,1,0,3055,3852,22,3973,4338,31,-918,-486,-9,0,0,2,1,1,0
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,6,Red,top,shanji,Team Pinnacle,Sett,Lucian,Thresh,Renekton,Aatrox,Jax,1673,1,5,1,5,17,4,1,0,0,0,0,0,0,0,0.6097,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,22955,823.2516,0.379252,797.8243,861.4824,12,0.4304,3,0.1076,3,25,0.8966,13294,9605,344.4710,0.239518,11425,,255,235,20,8,5,9.1452,3545,4693,87,2838,4589,64,707,104,23,1,0,0,0,0,1,6741,8064,147,4251,7018,108,2490,1046,39,1,2,0,0,0,2
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,7,Red,jng,Hook,Team Pinnacle,Volibear,Lucian,Thresh,Renekton,Aatrox,Jax,1673,1,8,0,5,17,4,1,0,0,0,0,0,0,0,0.6097,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,14013,502.5583,0.231517,757.5493,1058.4100,13,0.4662,4,0.1435,9,36,1.2911,12523,8834,316.8201,0.220293,10475,,193,15,178,105,16,6.9217,3570,3998,69,3528,3821,74,42,177,-5,1,1,0,1,0,0,6113,6661,108,4761,5398,101,1352,1263,7,3,1,0,1,0,1
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,8,Red,mid,Cerasus,Team Pinnacle,Twisted Fate,Lucian,Thresh,Renekton,Aatrox,Jax,1673,1,1,3,8,17,4,0,0,0,0,0,0,0,0,0.6097,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,8897,319.0795,0.146992,404.7579,250.2929,8,0.2869,7,0.2510,5,32,1.1476,11652,7963,285.5828,0.198574,10225,,240,216,24,19,0,8.6073,3524,4690,88,3470,4853,92,54,-163,-4,0,0,1,0,1,0,5660,7683,145,5206,7440,144,454,243,1,0,0,1,0,1,0
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,9,Red,bot,kun,Team Pinnacle,Tristana,Lucian,Thresh,Renekton,Aatrox,Jax,1673,1,1,0,7,17,4,0,0,0,0,1,0,1,0,0.6097,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,11368,407.6987,0.187817,321.3030,172.1100,26,0.9325,10,0.3586,4,53,1.9008,13016,9327,334.5009,0.232586,10550,,295,271,24,23,0,10.5798,3830,3351,96,3309,3445,85,521,-94,11,0,2,0,0,0,0,5950,5468,148,5552,5523,141,398,-55,7,0,2,0,0,0,0
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,10,Red,sup,Fzz,Team Pinnacle,Leona,Lucian,Thresh,Renekton,Aatrox,Jax,1673,1,2,0,7,17,4,0,0,0,0,1,1,0,0,0.6097,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,3294,118.1351,0.054422,294.1184,417.7406,33,1.1835,19,0.6814,7,87,3.1201,8061,4372,156.7962,0.10903,7075,,53,53,0,0,0,1.9008,2628,2875,18,1962,2426,13,666,449,5,1,1,0,0,0,2,3973,4338,31,3055,3852,22,918,486,9,1,1,0,0,0,2
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,100,Blue,team,,All Combo,,Nidalee,Rumble,Udyr,Camille,Gnar,1673,0,4,17,6,4,17,0,0,0,0,0,,,,0.1435,0.7531,0,0,3,0,3,0,0,0,0,,0,0,0,1,1,0,0,1,0,0,10,0,0,0,1,41939,1504.0885,,3258.4340,2667.2206,80,2.8691,31,1.1118,28,149,5.3437,42232,23789,853.1620,,40380,-0.207922,,,169,138,0,,15107,19134,328,17097,19607,358,-1990,-473,-30,1,1,3,3,4,1,22825,29231,516,28437,32214,579,-5612,-2983,-63,1,1,5,5,6,1
7485-10249,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 04:12:00,1,11.06,200,Red,team,,Team Pinnacle,,Lucian,Thresh,Renekton,Aatrox,Jax,1673,1,17,4,32,17,4,2,0,0,0,1,,,,0.6097,0.7531,1,3,0,3,0,1,0,1,1,,0,0,1,1,1,1,1,0,1,10,0,1,1,1,0,60527,2170.7233,,2575.5529,2760.0359,92,3.2995,43,1.5421,28,233,8.3562,58546,40103,1438.2427,,49750,0.207922,,,246,155,21,,17097,19607,358,15107,19134,328,1990,473,30,3,4,1,1,1,3,28437,32214,579,22825,29231,516,5612,2983,63,5,6,1,1,1,5
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,1,Blue,top,neny,Invictus Gaming Young,Gnar,Tristana,Renekton,Rell,Jayce,LeBlanc,1738,1,2,0,6,14,7,0,0,0,0,0,0,0,0,0.4833,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,20294,700.5984,0.308692,601.5535,682.1634,11,0.3797,6,0.2071,2,27,0.9321,12327,8506,293.6479,0.24048,12100,,258,249,9,6,0,8.9068,3352,4681,92,3419,4944,91,-67,-263,1,0,0,0,0,0,0,5296,7753,151,5302,7939,150,-6,-186,1,0,0,0,0,0,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,2,Blue,jng,Tianzhen,Invictus Gaming Young,Olaf,Tristana,Renekton,Rell,Jayce,LeBlanc,1738,1,5,2,5,14,7,1,0,0,0,0,0,0,0,0.4833,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,9226,318.5040,0.140336,936.9390,669.3556,12,0.4143,11,0.3797,11,39,1.3464,11319,7498,258.8493,0.211982,9625,,185,33,152,108,8,6.3867,3406,4277,83,3418,4333,87,-12,-56,-4,0,0,0,0,0,0,5512,6627,119,5335,6988,133,177,-361,-14,1,1,0,0,1,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,3,Blue,mid,Xzz,Invictus Gaming Young,Rumble,Tristana,Renekton,Rell,Jayce,LeBlanc,1738,1,5,2,6,14,7,0,0,0,0,1,1,0,0,0.4833,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,18952,654.2693,0.288278,604.3498,510.8285,12,0.4143,4,0.1381,9,29,1.0012,11987,8166,281.9102,0.230868,10575,,226,207,19,5,7,7.8021,3520,5366,80,2999,4399,68,521,967,12,1,0,0,0,0,1,5833,8448,131,4459,6552,110,1374,1896,21,2,1,0,0,0,3
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,4,Blue,bot,xiaoyueji,Invictus Gaming Young,Aphelios,Tristana,Renekton,Rell,Jayce,LeBlanc,1738,1,2,2,5,14,7,1,0,0,0,0,0,0,0,0.4833,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,14262,492.3590,0.216939,423.9701,303.9356,12,0.4143,10,0.3452,4,39,1.3464,12363,8542,294.8907,0.241498,10800,,287,271,16,11,0,9.9079,3470,3382,98,3706,3560,106,-236,-178,-8,0,0,0,0,0,0,5571,5757,155,6517,6297,174,-946,-540,-19,0,0,0,1,0,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,5,Blue,sup,Baiyu,Invictus Gaming Young,Thresh,Tristana,Renekton,Rell,Jayce,LeBlanc,1738,1,0,1,8,14,7,0,0,0,0,0,0,0,0,0.4833,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,3008,103.8435,0.0457546,300.5178,210.3797,40,1.3809,8,0.2762,13,70,2.4166,6480,2659,91.7952,0.0751725,5850,,32,32,0,0,0,1.1047,2160,2835,16,2224,2610,16,-64,225,0,0,0,0,0,0,0,3179,4113,25,3517,4096,24,-338,17,1,0,1,1,0,1,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,6,Red,top,Myths,Bilibili Gaming Junior,Lee Sin,Nocturne,Hecarim,Rengar,Galio,Akali,1738,0,1,0,4,7,14,0,0,0,0,0,0,0,0,0.2417,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,12512,431.9448,0.260819,878.4235,780.7940,12,0.4143,3,0.1036,5,18,0.6214,10025,6204,214.1772,0.206993,10075,,243,231,12,1,8,8.3890,3419,4944,91,3352,4681,92,67,263,-1,0,0,0,0,0,0,5302,7939,150,5296,7753,151,6,186,-1,0,0,0,0,0,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,7,Red,jng,wowowo,Bilibili Gaming Junior,Udyr,Nocturne,Hecarim,Rengar,Galio,Akali,1738,0,0,2,4,7,14,0,0,0,0,0,0,0,0,0.2417,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,2680,92.5201,0.0558659,773.9931,766.8470,11,0.3797,16,0.5524,11,52,1.7952,8283,4462,154.0391,0.148871,8225,,173,39,134,90,1,5.9724,3418,4333,87,3406,4277,83,12,56,4,0,0,0,0,0,0,5335,6988,133,5512,6627,119,-177,361,14,0,1,0,1,1,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,8,Red,mid,clx,Bilibili Gaming Junior,Orianna,Nocturne,Hecarim,Rengar,Galio,Akali,1738,0,2,6,1,7,14,0,0,0,0,0,0,0,1,0.2417,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,13803,476.5132,0.28773,594.3728,406.8124,12,0.4143,2,0.0690,3,20,0.6904,10166,6345,219.0449,0.211698,9275,,234,222,12,9,0,8.0783,2999,4399,68,3520,5366,80,-521,-967,-12,0,0,1,1,0,0,4459,6552,110,5833,8448,131,-1374,-1896,-21,0,0,3,2,1,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,9,Red,bot,Able,Bilibili Gaming Junior,Jinx,Nocturne,Hecarim,Rengar,Galio,Akali,1738,0,4,2,1,7,14,1,1,0,0,0,0,0,0,0.2417,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,14769,509.8619,0.307867,422.5201,231.4730,7,0.2417,7,0.2417,1,24,0.8285,14463,10642,367.3878,0.355068,13975,,346,296,50,31,9,11.9448,3706,3560,106,3470,3382,98,236,178,8,0,0,0,0,0,0,6517,6297,174,5571,5757,155,946,540,19,1,0,0,0,0,0
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,10,Red,sup,ZYF,Bilibili Gaming Junior,Tahm Kench,Nocturne,Hecarim,Rengar,Galio,Akali,1738,0,0,4,7,7,14,0,0,0,0,0,0,0,0,0.2417,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,4208,145.2704,0.0877178,506.9965,666.2486,48,1.6571,4,0.1381,13,72,2.4856,6140,2319,80.0575,0.0773698,5875,,25,25,0,0,0,0.8631,2224,2610,16,2160,2835,16,64,-225,0,0,0,0,0,0,0,3517,4096,24,3179,4113,25,338,-17,-1,0,1,0,0,1,1
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,100,Blue,team,,Invictus Gaming Young,,Tristana,Renekton,Rell,Jayce,LeBlanc,1738,1,14,7,30,14,7,2,0,0,0,1,,,,0.4833,0.7250,0,1,3,1,3,0,0,0,1,,0,0,1,2,0,1,1,0,0,8,4,1,1,1,0,65742,2269.5742,,2867.3303,2376.6628,87,3.0035,39,1.3464,39,204,7.0426,54476,35370,1221.0587,,48950,0.0316472,,,196,130,15,,15908,20541,369,15766,19846,368,142,695,1,1,0,0,0,0,1,25391,32698,581,25130,31872,591,261,826,-10,3,3,1,1,2,3
7486-10252,complete,https://lpl.qq.com/es/stats.shtml?bmid=7486,LDL,2021,Spring,0,2021-05-08 04:50:00,2,11.06,200,Red,team,,Bilibili Gaming Junior,,Nocturne,Hecarim,Rengar,Galio,Akali,1738,0,7,14,17,7,14,1,1,0,0,0,,,,0.2417,0.7250,1,3,1,3,1,0,1,2,0,,0,0,0,0,2,0,0,1,1,4,8,0,0,0,1,47972,1656.1105,,3176.3061,2852.1749,90,3.1070,32,1.1047,33,186,6.4212,49077,29971,1034.6720,,47425,-0.0316472,,,208,131,18,,15766,19846,368,15908,20541,369,-142,-695,-1,0,0,1,1,0,0,25130,31872,591,25391,32698,581,-261,-826,10,1,2,3,3,3,1
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,1,Blue,top,shanji,Team Pinnacle,Tristana,Thresh,Lucian,Renekton,Alistar,Jax,1838,0,5,8,3,9,24,0,0,0,0,0,0,0,0,0.2938,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,20325,663.4929,0.354526,570.1632,276.8879,15,0.4897,6,0.1959,5,36,1.1752,14883,10858,354.4505,0.312157,14875,,283,260,23,14,0,9.2383,3623,4723,93,3045,4657,74,578,66,19,0,0,1,0,1,0,6658,7854,155,4786,7522,126,1872,332,29,0,0,1,0,1,0
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,2,Blue,jng,Hook,Team Pinnacle,Volibear,Thresh,Lucian,Renekton,Alistar,Jax,1838,0,1,3,4,9,24,0,0,0,0,0,0,0,0,0.2938,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,6454,210.6855,0.112576,919.5865,1034.0044,14,0.4570,15,0.4897,11,55,1.7954,9282,5257,171.6104,0.151132,9375,,185,26,159,102,13,6.0392,3134,3398,66,3903,3933,63,-769,-535,3,0,0,1,2,2,0,4635,5440,100,5985,6083,101,-1350,-643,-1,0,0,1,2,2,0
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,3,Blue,mid,Cerasus,Team Pinnacle,Twisted Fate,Thresh,Lucian,Renekton,Alistar,Jax,1838,0,1,5,6,9,24,0,0,0,0,0,0,0,1,0.2938,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,10962,357.8455,0.191209,533.5691,276.5288,9,0.2938,3,0.0979,6,23,0.7508,11587,7562,246.8553,0.217399,10450,,252,244,8,8,0,8.2263,3633,4651,86,3726,4777,86,-93,-126,0,0,0,1,1,2,0,5504,7197,137,6464,7995,149,-960,-798,-12,0,0,1,1,2,0
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,4,Blue,bot,kun,Team Pinnacle,Samira,Thresh,Lucian,Renekton,Alistar,Jax,1838,0,1,3,5,9,24,0,0,0,0,0,0,0,0,0.2938,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,13212,431.2949,0.230455,489.0098,392.9380,12,0.3917,12,0.3917,4,56,1.8281,12340,8315,271.4363,0.239047,12250,,330,299,31,22,4,10.7726,3475,3477,97,3669,3329,91,-194,148,6,0,0,0,1,0,0,5543,5977,161,5463,5392,147,80,585,14,0,0,0,1,0,0
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,5,Blue,sup,Fzz,Team Pinnacle,Rell,Thresh,Lucian,Renekton,Alistar,Jax,1838,0,1,5,4,9,24,0,0,0,0,0,0,0,0,0.2938,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,6377,208.1719,0.111233,446.1480,673.2535,48,1.5669,9,0.2938,12,83,2.7095,6817,2792,91.1425,0.0802647,6850,,32,32,0,0,0,1.0446,2131,2639,15,2152,2855,15,-21,-216,0,0,0,1,0,1,0,3287,3814,25,3345,3981,26,-58,-167,-1,0,0,1,0,1,0
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,6,Red,top,jkw,All Combo,Aatrox,Nidalee,Rumble,Udyr,Camille,Gnar,1838,1,4,1,10,24,9,0,0,0,0,0,0,0,0,0.7835,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,10150,331.3384,0.173519,707.1382,707.8890,11,0.3591,0,0.0000,3,21,0.6855,12833,8808,287.5299,0.205953,11955,,233,216,17,7,4,7.6061,3045,4657,74,3623,4723,93,-578,-66,-19,0,1,0,0,0,1,4786,7522,126,6658,7854,155,-1872,-332,-29,0,1,0,0,0,1
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,7,Red,jng,xiaohao,All Combo,Hecarim,Nidalee,Rumble,Udyr,Camille,Gnar,1838,1,8,0,10,24,9,0,0,0,0,1,1,0,0,0.7835,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,17147,559.7497,0.293136,868.6942,969.1077,11,0.3591,7,0.2285,10,38,1.2405,14254,10229,333.9173,0.23918,12750,,200,38,162,101,15,6.5288,3903,3933,63,3134,3398,66,769,535,-3,2,2,0,0,0,1,5985,6083,101,4635,5440,100,1350,643,1,2,2,0,0,0,1
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,8,Red,mid,R1uga,All Combo,Sylas,Nidalee,Rumble,Udyr,Camille,Gnar,1838,1,4,4,9,24,9,0,0,0,0,1,0,1,0,0.7835,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,12240,399.5647,0.209249,715.4298,523.4168,10,0.3264,1,0.0326,10,25,0.8161,13490,9465,308.9771,0.221316,13290,,263,231,32,25,4,8.5854,3726,4777,86,3633,4651,86,93,126,0,1,2,0,0,0,1,6464,7995,149,5504,7197,137,960,798,12,1,2,0,0,0,1
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,9,Red,bot,Chase,All Combo,Kai'Sa,Nidalee,Rumble,Udyr,Camille,Gnar,1838,1,8,1,4,24,9,0,0,0,0,0,0,0,0,0.7835,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,14604,476.7356,0.249662,282.6333,142.5571,13,0.4244,8,0.2612,4,34,1.1099,14947,10922,356.5397,0.255385,12225,,311,286,25,20,1,10.1523,3669,3329,91,3475,3477,97,194,-148,-6,1,0,0,0,0,0,5463,5392,147,5543,5977,161,-80,-585,-14,1,0,0,0,0,0
7485-10250,complete,https://lpl.qq.com/es/stats.shtml?bmid=7485,LDL,2021,Spring,0,2021-05-08 05:00:00,2,11.06,10,Red,sup,Jump,All Combo,Leona,Nidalee,Rumble,Udyr,Camille,Gnar,1838,1,0,3,11,24,9,0,0,0,0,0,0,0,0,0.7835,1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,4354,142.1328,0.0744337,359.9021,412.2633,47,1.5343,9,0.2938,16,75,2.4483,7368,3343,109.1295,0.078166,6900,,33,33,0,0,0,1.0773,2152,2855,15,2131,2639,15,21,216,0,0,1,0,0,0,1,3345,3981,26,3287,3814,25,58,167,1,0,1,0,0,0,1
