gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT04/1660581,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660581?gameHash=45bf24208f7260f2,EM,2021,Spring,0,2021-05-01 16:37:46,3,11.07,100,Blue,team,,mousesports,,Tristana,Thresh,Kai'Sa,Leona,Aatrox,2346,0,9,19,29,9,19,1,0,0,0,0,,,,0.2302,0.7161,1,3,3,3,3,1,1,0,1,,0,0,0,1,1,0,0,2,0,3,11,0,0,0,4,90504,2314.6803,,3469.8721,3476.5985,139,3.5550,44,1.1253,55,280,7.1611,59455,34148,873.3504,,56355,-0.121077,,907,275,215,0,30.2302,15075,18323,349,15523,18772,350,-448,-449,-1,0,0,1,1,2,0,23187,29318,529,25004,30065,559,-1817,-747,-30,2,5,3,3,7,2
ESPORTSTMNT04/1660581,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660581?gameHash=45bf24208f7260f2,EM,2021,Spring,0,2021-05-01 16:37:46,3,11.07,200,Red,team,,BT Excel,,Karthus,Seraphine,Nocturne,Akali,Nautilus,2346,1,19,9,54,19,9,1,0,0,0,1,,,,0.4859,0.7161,0,3,3,3,3,0,0,0,3,,0,0,1,1,1,1,2,0,1,11,3,1,1,4,0,101189,2587.9540,,3501.0486,3050.6905,116,2.9668,78,1.9949,49,366,9.3606,70588,45281,1158.0818,,63618,0.121077,,898,263,189,7,29.6931,15523,18772,350,15075,18323,349,448,449,1,1,2,0,0,0,1,25004,30065,559,23187,29318,529,1817,747,30,3,7,2,2,5,3
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,1,Blue,top,Dreedy,UCAM Esports Club,Aatrox,Seraphine,Ryze,Renekton,Darius,Olaf,1743,0,1,8,3,7,21,0,0,0,0,0,0,0,1,0.2410,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,12410,427.1945,0.199588,1050.0516,706.9880,11,0.3787,2,0.0688,4,32,1.1015,8410,4579,157.6248,0.187517,8450,,179,176,3,1,0,6.1618,2831,4063,69,3661,4472,80,-830,-409,-11,0,0,1,1,0,0,4205,6402,107,6234,7600,133,-2029,-1198,-26,0,0,2,1,1,0
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,2,Blue,jng,Hades,UCAM Esports Club,Hecarim,Seraphine,Ryze,Renekton,Darius,Olaf,1743,0,2,5,4,7,21,0,0,0,0,0,0,0,0,0.2410,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,10240,352.4957,0.164688,1086.0929,982.0998,8,0.2754,6,0.2065,7,31,1.0671,8811,4980,171.4286,0.20394,8275,,181,17,164,130,8,6.2306,3431,3584,72,3209,3731,77,222,-147,-5,1,0,0,0,0,0,5043,6103,112,4834,5750,108,209,353,4,1,1,0,0,0,0
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,3,Blue,mid,Baca,UCAM Esports Club,Sylas,Seraphine,Ryze,Renekton,Darius,Olaf,1743,0,3,3,2,7,21,0,0,0,0,0,0,0,0,0.2410,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,10055,346.1274,0.161713,673.9759,486.9191,15,0.5164,4,0.1377,5,31,1.0671,9820,5989,206.1618,0.245263,9610,,209,190,19,14,4,7.1945,3096,4304,80,3786,4961,92,-690,-657,-12,0,1,0,0,1,0,5112,7521,128,5805,7461,142,-693,60,-14,1,1,0,1,1,1
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,4,Blue,bot,Rafitta,UCAM Esports Club,Ezreal,Seraphine,Ryze,Renekton,Darius,Olaf,1743,0,1,4,2,7,21,0,0,0,0,0,0,0,0,0.2410,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,25372,873.3907,0.408054,456.7986,246.0585,6,0.2065,5,0.1721,2,12,0.4131,10395,6564,225.9552,0.268812,9980,,259,251,8,8,0,8.9157,3600,3478,92,3257,3349,81,343,129,11,0,0,0,0,0,0,5533,5812,150,4920,5389,131,613,423,19,0,0,0,0,0,0
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,5,Blue,sup,Plasma,UCAM Esports Club,Rakan,Seraphine,Ryze,Renekton,Darius,Olaf,1743,0,0,1,4,7,21,0,0,0,0,0,0,0,0,0.2410,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,1,4101,141.1704,0.0659558,418.4165,511.6695,66,2.2719,17,0.5852,16,95,3.2702,6138,2307,79.4148,0.0944687,6000,,21,21,0,0,0,0.7229,2174,2432,3,2006,2243,13,168,189,-10,0,1,0,0,1,1,3338,3960,8,3044,3426,23,294,534,-15,0,1,0,0,1,1
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,6,Red,top,Adam,Karmine Corp,Camille,Gnar,Thresh,Orianna,Viktor,Akali,1743,1,8,1,10,21,8,1,0,0,0,1,1,0,0,0.7229,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,24096,829.4664,0.306729,819.4148,809.3632,8,0.2754,9,0.3098,4,33,1.1360,14359,10528,362.4096,0.278913,12733,,238,215,23,17,1,8.1928,3661,4472,80,2831,4063,69,830,409,11,1,0,0,0,0,1,6234,7600,133,4205,6402,107,2029,1198,26,1,1,0,0,0,2
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,7,Red,jng,Cinkrof,Karmine Corp,Udyr,Gnar,Thresh,Orianna,Viktor,Akali,1743,1,3,0,11,21,8,0,0,0,0,0,0,0,0,0.7229,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,8587,295.5938,0.109308,883.7866,1069.0878,13,0.4475,20,0.6885,12,53,1.8244,11103,7272,250.3270,0.192651,10000,,193,48,145,94,4,6.6437,3209,3731,77,3431,3584,72,-222,147,5,0,0,0,1,0,0,4834,5750,108,5043,6103,112,-209,-353,-4,0,0,0,1,1,0
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,8,Red,mid,Saken,Karmine Corp,Twisted Fate,Gnar,Thresh,Orianna,Viktor,Akali,1743,1,3,2,12,21,8,1,0,0,0,1,0,1,0,0.7229,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,16176,556.8330,0.205912,396.1446,231.2565,16,0.5508,7,0.2410,6,43,1.4802,11646,7815,269.0189,0.207037,10850,,221,213,8,8,0,7.6076,3786,4961,92,3096,4304,80,690,657,12,0,1,0,0,1,0,5805,7461,142,5112,7521,128,693,-60,14,1,1,1,1,1,0
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,9,Red,bot,xMatty,Karmine Corp,Jinx,Gnar,Thresh,Orianna,Viktor,Akali,1743,1,5,3,8,21,8,0,0,0,0,0,0,0,0,0.7229,0.9639,,,,,,,,,,,,,,,,,,,,,,,,0,0,22366,769.9139,0.284707,506.6437,274.0103,6,0.2065,8,0.2754,1,17,0.5852,11751,7920,272.6334,0.209818,10775,,236,213,23,16,3,8.1239,3257,3349,81,3600,3478,92,-343,-129,-11,0,0,0,0,0,0,4920,5389,131,5533,5812,150,-613,-423,-19,0,0,0,0,0,0
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,10,Red,sup,Targamas,Karmine Corp,Galio,Gnar,Thresh,Orianna,Viktor,Akali,1743,1,2,2,15,21,8,0,0,0,0,1,0,1,0,0.7229,0.9639,,,,,,,,,,,,,,,,,,,,,,,,1,0,7333,252.4269,0.093345,529.5353,902.9604,35,1.2048,11,0.3787,11,55,1.8933,8043,4212,144.9914,0.111581,6575,,49,49,0,0,0,1.6867,2006,2243,13,2174,2432,3,-168,-189,10,0,1,1,0,1,0,3044,3426,23,3338,3960,8,-294,-534,15,0,1,1,0,1,0
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,100,Blue,team,,UCAM Esports Club,,Seraphine,Ryze,Renekton,Darius,Olaf,1743,0,7,21,15,7,21,0,0,0,0,0,,,,0.2410,0.9639,0,1,3,1,3,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,8,0,0,0,1,62178,2140.3787,,3685.3356,2933.7349,106,3.6489,34,1.1704,34,201,6.9191,43574,24417,840.5164,,42315,-0.18484,,655,194,153,12,29.2255,15132,17861,316,15919,18756,343,-787,-895,-27,1,2,1,1,2,1,23231,29798,505,24837,29626,537,-1606,172,-32,2,3,2,2,3,2
ESPORTSTMNT04/1660583,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660583?gameHash=832a58ca11d82d18,EM,2021,Spring,0,2021-05-01 17:31:59,1,11.07,200,Red,team,,Karmine Corp,,Gnar,Thresh,Orianna,Viktor,Akali,1743,1,21,8,56,21,8,2,0,0,0,1,,,,0.7229,0.9639,1,3,1,3,1,2,0,1,0,,0,0,1,1,0,1,1,0,1,8,1,1,1,1,0,78558,2704.2341,,3135.5250,3286.6781,78,2.6850,55,1.8933,34,201,6.9191,56902,37745,1299.3115,,50933,0.18484,,738,199,135,8,32.2547,15919,18756,343,15132,17861,316,787,895,27,1,2,1,1,2,1,24837,29626,537,23231,29798,505,1606,-172,32,2,3,2,2,3,2
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,1,Blue,top,Adam,Karmine Corp,Irelia,Hecarim,Gnar,Thresh,Camille,Rell,1906,0,2,7,2,10,24,0,0,0,0,1,1,0,0,0.3148,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,12062,379.7062,0.218828,703.5362,627.3872,11,0.3463,3,0.0944,1,22,0.6925,10686,6522,205.3095,0.200289,10525,,225,209,16,7,4,7.0829,3614,4446,83,3237,4812,72,377,-366,11,1,0,2,0,2,0,5110,6239,120,5120,7065,113,-10,-826,7,1,0,3,1,3,0
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,2,Blue,jng,Cinkrof,Karmine Corp,Udyr,Hecarim,Gnar,Thresh,Camille,Rell,1906,0,2,4,5,10,24,0,0,0,0,1,0,1,0,0.3148,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,6650,209.3389,0.120644,876.2329,819.6957,7,0.2204,9,0.2833,6,34,1.0703,9664,5500,173.1375,0.168904,8650,,185,46,139,103,4,5.8237,3828,4134,83,3399,3556,58,429,578,25,1,1,1,1,3,0,5551,6755,133,4905,5432,83,646,1323,50,1,2,1,1,3,1
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,3,Blue,mid,Saken,Karmine Corp,Viktor,Hecarim,Gnar,Thresh,Camille,Rell,1906,0,0,5,6,10,24,0,0,0,0,0,0,0,0,0.3148,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,18479,581.7104,0.335244,382.1931,364.5960,14,0.4407,5,0.1574,4,23,0.7240,10389,6225,195.9601,0.191168,9600,,253,229,24,24,0,7.9643,3165,4697,82,3312,4262,72,-147,435,10,0,1,0,1,0,2,4666,6794,123,5223,6481,113,-557,313,10,0,1,1,2,1,2
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,4,Blue,bot,xMatty,Karmine Corp,Jinx,Hecarim,Gnar,Thresh,Camille,Rell,1906,0,6,4,2,10,24,2,0,0,0,0,0,0,0,0.3148,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,13775,433.6306,0.249905,386.4743,206.0651,10,0.3148,8,0.2518,2,30,0.9444,15854,11690,367.9958,0.358992,16700,,327,269,58,42,0,10.2938,3406,3262,74,3650,3527,75,-244,-265,-1,0,0,1,2,0,0,6070,6231,135,5667,6238,138,403,-7,-3,1,0,1,2,0,0
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,5,Blue,sup,Targamas,Karmine Corp,Leona,Hecarim,Gnar,Thresh,Camille,Rell,1906,0,0,4,6,10,24,0,0,0,0,0,0,0,0,0.3148,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,1,4155,130.7975,0.0753796,368.8143,438.0378,42,1.3221,23,0.7240,10,106,3.3368,6790,2626,82.6653,0.0806466,6450,,48,48,0,0,0,1.5110,2161,1816,15,2295,2025,15,-134,-209,0,0,1,0,0,2,0,3234,3204,24,3405,3408,24,-171,-204,0,0,2,0,0,3,0
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,6,Red,top,Dreedy,UCAM Esports Club,Aatrox,Seraphine,Ryze,Renekton,Olaf,Darius,1906,1,5,0,7,24,10,0,0,0,0,0,0,0,0,0.7555,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,14035,441.8153,0.236419,646.8730,543.4942,12,0.3778,5,0.1574,3,38,1.1962,13507,9343,294.1133,0.235067,12775,,255,228,27,12,6,8.0273,3237,4812,72,3614,4446,83,-377,366,-11,0,2,0,1,0,2,5120,7065,113,5110,6239,120,10,826,-7,1,3,0,1,0,3
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,7,Red,jng,Hades,UCAM Esports Club,Skarner,Seraphine,Ryze,Renekton,Olaf,Darius,1906,1,2,2,17,24,10,0,0,0,0,0,0,0,0,0.7555,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,8416,264.9318,0.141767,710.0525,1175.1941,13,0.4092,13,0.4092,12,50,1.5740,10676,6512,204.9948,0.163841,9200,,174,16,158,114,2,5.4774,3399,3556,58,3828,4134,83,-429,-578,-25,1,3,0,1,1,1,4905,5432,83,5551,6755,133,-646,-1323,-50,1,3,1,1,2,1
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,8,Red,mid,Baca,UCAM Esports Club,Orianna,Seraphine,Ryze,Renekton,Olaf,Darius,1906,1,2,4,10,24,10,1,0,0,0,0,0,0,1,0.7555,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,8638,271.9203,0.145507,420.0000,255.9286,21,0.6611,5,0.1574,9,46,1.4481,11751,7587,238.8353,0.190887,10625,,258,215,43,28,1,8.1217,3312,4262,72,3165,4697,82,147,-435,-10,1,0,2,0,1,0,5223,6481,113,4666,6794,123,557,-313,-10,2,1,2,0,1,1
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,9,Red,bot,Rafitta,UCAM Esports Club,Kai'Sa,Seraphine,Ryze,Renekton,Olaf,Darius,1906,1,13,2,5,24,10,5,1,0,0,0,0,0,0,0.7555,1.0703,,,,,,,,,,,,,,,,,,,,,,,,0,0,22487,707.8804,0.378792,389.7482,216.9570,26,0.8185,11,0.3463,3,46,1.4481,16509,12345,388.6149,0.310595,14225,,310,289,21,12,1,9.7587,3650,3527,75,3406,3262,74,244,265,1,2,0,0,0,0,1,5667,6238,138,6070,6231,135,-403,7,3,2,0,0,1,0,1
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,10,Red,sup,Plasma,UCAM Esports Club,Alistar,Seraphine,Ryze,Renekton,Olaf,Darius,1906,1,2,2,17,24,10,0,0,0,0,0,0,0,0,0.7555,1.0703,,,,,,,,,,,,,,,,,,,,,,,,1,0,5789,182.2350,0.0975154,487.7754,689.7482,55,1.7314,12,0.3778,19,88,2.7702,8123,3959,124.6275,0.0996095,6875,,36,36,0,0,0,1.1333,2295,2025,15,2161,1816,15,134,209,0,0,2,0,0,1,0,3405,3408,24,3234,3204,24,171,204,0,0,3,0,0,2,0
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,100,Blue,team,,Karmine Corp,,Hecarim,Gnar,Thresh,Camille,Rell,1906,0,10,24,21,10,24,2,0,0,0,1,,,,0.3148,1.0703,1,2,3,2,3,1,0,0,1,,0,0,0,0,2,1,1,0,1,1,8,0,0,0,1,55121,1735.1836,,2717.2508,2455.7817,84,2.6443,48,1.5110,23,215,6.7681,53383,32564,1025.0997,,51925,-0.0336095,,801,237,176,8,32.6758,16174,18355,337,15893,18182,292,281,173,45,2,3,4,4,7,2,24631,29223,535,24320,28624,471,311,599,64,3,5,6,6,10,3
ESPORTSTMNT04/1660585,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660585?gameHash=ded7ef288d807782,EM,2021,Spring,0,2021-05-01 18:23:36,2,11.07,200,Red,team,,UCAM Esports Club,,Seraphine,Ryze,Renekton,Olaf,Darius,1906,1,24,10,56,24,10,6,1,0,0,0,,,,0.7555,1.0703,0,3,2,3,2,0,3,0,0,,0,0,1,2,0,0,0,1,0,8,1,1,1,1,0,59365,1868.7828,,2654.4491,2881.3221,127,3.9979,46,1.4481,46,268,8.4365,60566,39747,1251.2172,,53700,0.0336095,,784,249,166,10,32.5184,15893,18182,292,16174,18355,337,-281,-173,-45,4,7,2,2,3,4,24320,28624,471,24631,29223,535,-311,-599,-64,6,10,3,3,5,6
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,1,Blue,top,Adam,Karmine Corp,Renekton,Skarner,Gnar,Udyr,Rell,Alistar,2455,1,2,3,7,20,15,0,0,0,0,0,0,0,0,0.4888,0.8554,,,,,,,,,,,,,,,,,,,,,,,,0,0,10861,265.4420,0.116286,787.1365,674.6395,19,0.4644,10,0.2444,5,46,1.1242,13671,8387,204.9776,0.171879,13625,,270,244,26,6,0,6.5988,3433,4435,73,2890,3849,71,543,586,2,1,2,0,0,0,1,5336,7467,130,4778,6588,121,558,879,9,1,2,0,0,0,1
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,2,Blue,jng,Cinkrof,Karmine Corp,Lillia,Skarner,Gnar,Udyr,Rell,Alistar,2455,1,2,3,13,20,15,0,0,0,0,0,0,0,0,0.4888,0.8554,,,,,,,,,,,,,,,,,,,,,,,,0,0,23580,576.2933,0.252465,720.2444,440.1141,8,0.1955,15,0.3666,6,53,1.2953,14766,9482,231.7393,0.194319,13200,,285,86,199,143,1,6.9654,3612,4378,77,2954,3179,64,658,1199,13,0,4,0,0,0,1,5209,6398,116,4427,5451,104,782,947,12,0,4,0,0,0,1
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,3,Blue,mid,Saken,Karmine Corp,Ryze,Skarner,Gnar,Udyr,Rell,Alistar,2455,1,9,2,5,20,15,3,1,0,0,0,0,0,0,0.4888,0.8554,,,,,,,,,,,,,,,,,,,,,,,,0,0,25175,615.2749,0.269543,371.8534,225.2138,23,0.5621,6,0.1466,8,45,1.0998,20232,14948,365.3279,0.306334,17650,,388,354,34,23,5,9.4827,3709,4538,80,3312,4669,92,397,-131,-12,2,0,0,0,0,0,5816,7534,141,5373,8005,157,443,-471,-16,2,0,0,0,0,0
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,4,Blue,bot,xMatty,Karmine Corp,Jinx,Skarner,Gnar,Udyr,Rell,Alistar,2455,1,7,2,8,20,15,1,0,0,0,0,0,0,0,0.4888,0.8554,,,,,,,,,,,,,,,,,,,,,,,,1,0,29020,709.2464,0.31071,290.1263,130.8269,20,0.4888,24,0.5866,7,49,1.1976,17497,12213,298.4847,0.250286,16625,,369,341,28,21,0,9.0183,3658,3206,80,3507,3156,81,151,50,-1,2,1,0,1,0,1,5359,5167,131,5267,5115,135,92,52,-4,2,1,0,1,0,1
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,5,Blue,sup,Targamas,Karmine Corp,Tahm Kench,Skarner,Gnar,Udyr,Rell,Alistar,2455,1,0,5,13,20,15,0,0,0,0,0,0,0,1,0.4888,0.8554,,,,,,,,,,,,,,,,,,,,,,,,0,0,4763,116.4073,0.0509963,429.5560,439.3320,70,1.7108,20,0.4888,22,121,2.9572,9050,3766,92.0407,0.077181,8625,,44,44,0,0,0,1.0754,2147,1979,12,2262,2352,21,-115,-373,-9,0,3,1,0,1,2,3277,3636,22,3349,3901,31,-72,-265,-9,0,3,1,0,1,2
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,6,Red,top,Dreedy,UCAM Esports Club,Urgot,Seraphine,Thresh,Hecarim,Nocturne,Xin Zhao,2455,0,3,7,7,15,20,0,0,0,0,0,0,0,0,0.3666,0.8554,,,,,,,,,,,,,,,,,,,,,,,,0,0,14006,342.3055,0.197993,797.2301,666.7454,14,0.3422,10,0.2444,2,72,1.7597,15497,10213,249.6049,0.219747,15200,,294,281,13,4,4,7.1853,2890,3849,71,3433,4435,73,-543,-586,-2,0,0,1,1,2,0,4778,6588,121,5336,7467,130,-558,-879,-9,0,0,1,1,2,0
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,7,Red,jng,Hades,UCAM Esports Club,Olaf,Seraphine,Thresh,Hecarim,Nocturne,Xin Zhao,2455,0,0,4,7,15,20,0,0,0,0,0,0,0,0,0.3666,0.8554,,,,,,,,,,,,,,,,,,,,,,,,0,0,9875,241.3442,0.139596,1053.5316,973.6619,16,0.3910,17,0.4155,14,58,1.4175,12604,7320,178.9002,0.157502,11600,,271,50,221,161,13,6.6232,2954,3179,64,3612,4378,77,-658,-1199,-13,0,0,1,0,4,0,4427,5451,104,5209,6398,116,-782,-947,-12,0,0,1,0,4,0
ESPORTSTMNT04/1660587,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1660587?gameHash=9130543cfda14ec4,EM,2021,Spring,0,2021-05-01 19:19:14,3,11.07,8,Red,mid,Baca,UCAM Esports Club,Orianna,Seraphine,Thresh,Hecarim,Nocturne,Xin Zhao,2455,0,5,1,8,15,20,2,0,0,0,0,0,0,0,0.3666,0.8554,,,,,,,,,,,,,,,,,,,,,,,,0,0,25873,632.3340,0.365748,342.5010,260.7251,23,0.5621,13,0.3177,10,70,1.7108,16425,11141,272.2851,0.239714,16650,,363,300,63,49,14,8.8717,3312,4669,92,3709,4538,80,-397,131,12,0,0,0,2,0,0,5373,8005,157,5816,7534,141,-443,471,16,0,0,0,2,0,0
