game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT04/1530560,266,77,268,15,71,150,876,236,21,412,1
ESPORTSTMNT03/1758011,106,77,112,498,412,79,104,268,145,12,0
ESPORTSTMNT04/1530561,150,120,268,202,57,164,876,42,81,71,0
7109-9701,126,77,142,498,497,58,76,134,18,71,0
ESPORTSTMNT04/1530571,85,72,236,21,71,150,120,134,523,412,1
ESPORTSTMNT01/1890825,266,77,517,70,12,54,30,42,145,89,0
ESPORTSTMNT01/1890836,150,77,70,202,111,517,2,134,15,412,0
ESPORTSTMNT06/1571209,58,77,112,135,71,57,2,134,235,12,0
ESPORTSTMNT06/1571210,150,77,112,135,71,57,876,777,235,223,0
ESPORTSTMNT01/1890876,106,876,134,145,71,58,36,268,523,201,1
ESPORTSTMNT01/1881095,54,77,268,145,71,150,33,55,235,44,0
ESPORTSTMNT01/1890903,14,876,61,523,412,266,120,134,145,71,1
ESPORTSTMNT01/1890928,14,104,142,145,71,150,64,134,523,412,1
ESPORTSTMNT01/1890980,39,77,13,81,111,106,876,61,15,89,1
ESPORTSTMNT01/1881217,150,36,517,18,71,126,72,134,145,497,0
ESPORTSTMNT01/1881259,150,77,268,235,223,164,2,7,70,497,1
ESPORTSTMNT01/1881264,236,141,8,70,432,875,120,268,96,117,0
ESPORTSTMNT01/1891046,266,2,142,235,223,31,77,112,145,70,1
ESPORTSTMNT01/1881325,58,2,268,145,71,150,876,18,15,12,0
ESPORTSTMNT01/1881359,58,76,268,145,12,240,2,112,18,71,1
7111-9703,150,36,268,135,71,41,77,3,18,12,1
7111-9704,39,141,61,135,12,62,76,142,18,71,1
ESPORTSTMNT01/1891131,58,421,142,222,412,79,104,134,18,71,0
7111-9705,62,77,3,498,12,150,120,70,18,497,1
7112-9709,58,120,268,135,89,24,77,61,145,3,1
7313-9707,150,876,777,145,70,41,77,61,523,412,1
ESPORTSTMNT01/1891145,106,876,134,145,3,58,76,236,498,12,0
7112-9710,58,120,112,145,3,164,77,268,135,89,1
7313-9712,58,30,236,81,12,150,163,13,135,71,1
ESPORTSTMNT01/1891153,39,120,70,119,79,14,876,134,429,71,0
7115-9715,41,2,70,145,111,236,876,61,18,12,1
7114-9714,126,36,134,498,71,150,77,105,18,12,1
7314-9713,150,876,240,18,71,58,141,142,498,875,0
7114-9717,517,77,4,498,71,150,120,61,18,12,1
7314-9716,266,104,134,523,412,150,30,56,145,71,1
ESPORTSTMNT01/1891177,39,876,236,81,12,266,120,3,145,89,1
7115-9718,266,77,134,145,3,122,36,268,18,12,0
ESPORTSTMNT01/1891243,516,104,517,145,412,150,120,61,498,12,0
ESPORTSTMNT01/1881542,14,77,268,145,201,79,2,13,222,117,0
ESPORTSTMNT01/1891290,150,76,238,145,89,266,72,268,498,497,1
ESPORTSTMNT01/1891301,58,876,236,81,555,6,59,54,222,412,0
ESPORTSTMNT06/1581178,106,77,112,145,412,98,120,61,202,71,1
ESPORTSTMNT01/1881569,79,77,61,523,12,150,72,112,498,71,1
ESPORTSTMNT01/1891352,150,2,268,145,111,516,86,61,523,412,1
ESPORTSTMNT04/1530631,79,2,42,235,89,516,104,13,81,70,1
ESPORTSTMNT06/1581180,106,77,236,70,12,164,64,134,523,412,1
ESPORTSTMNT01/1881620,126,36,42,235,223,14,104,268,202,432,1
ESPORTSTMNT01/1891376,126,86,112,235,223,266,2,70,498,71,0
ESPORTSTMNT01/1881639,14,113,70,235,223,875,72,268,202,43,0
ESPORTSTMNT06/1581182,164,876,112,145,71,98,79,18,29,412,0
ESPORTSTMNT06/1581183,54,77,236,135,71,79,120,134,67,412,1
ESPORTSTMNT01/1881716,39,79,268,235,223,150,104,245,51,70,0
ESPORTSTMNT06/1581184,106,79,268,202,111,516,64,134,523,412,1
ESPORTSTMNT01/1881784,150,77,112,145,12,429,2,61,18,71,1
ESPORTSTMNT01/1881805,79,77,236,145,12,266,2,61,18,71,0
ESPORTSTMNT01/1881818,126,76,4,145,12,14,2,142,18,71,0
ESPORTSTMNT01/1881943,43,2,268,222,412,79,876,91,235,223,0
ESPORTSTMNT01/1881954,150,59,55,70,412,39,102,18,145,71,1
ESPORTSTMNT01/1881957,164,2,3,429,71,150,104,875,145,79,1
7315-9719,41,77,61,145,79,14,2,134,135,71,0
7315-9720,150,876,268,235,223,41,77,38,145,70,1
ESPORTSTMNT01/1891709,14,876,246,145,79,106,76,268,18,89,1
ESPORTSTMNT01/1891724,516,104,142,498,71,58,5,134,145,12,0
ESPORTSTMNT01/1891749,106,120,268,74,235,58,2,13,145,497,1
ESPORTSTMNT01/1891888,14,2,268,145,111,516,121,112,67,412,1
ESPORTSTMNT04/1570044,150,104,268,145,71,54,2,42,202,12,1
ESPORTSTMNT01/1891894,266,2,4,202,201,150,104,61,222,412,1
ESPORTSTMNT01/1882139,106,36,268,202,71,164,120,43,51,412,1
ESPORTSTMNT01/1882148,164,64,115,145,3,58,121,268,498,79,0
ESPORTSTMNT01/1882181,150,876,18,235,57,54,104,268,15,43,0
ESPORTSTMNT04/1570067,150,76,236,81,12,164,2,112,202,89,0
ESPORTSTMNT01/1891932,78,876,134,145,111,106,59,517,498,89,0
ESPORTSTMNT01/1891933,14,120,134,222,412,85,2,268,498,111,0
ESPORTSTMNT01/1882191,126,77,268,235,223,266,76,42,429,71,1
ESPORTSTMNT01/1891950,266,876,777,50,111,98,120,245,119,89,0
ESPORTSTMNT01/1882213,126,876,268,79,235,266,77,134,202,497,0
ESPORTSTMNT01/1891967,516,876,777,498,497,126,141,4,81,89,1
ESPORTSTMNT01/1882219,78,76,134,145,111,58,120,61,498,497,1
ESPORTSTMNT01/1882223,58,30,236,29,71,150,64,268,202,79,1
ESPORTSTMNT01/1891971,266,2,117,498,71,164,141,7,145,12,0
ESPORTSTMNT01/1882226,150,77,112,51,412,126,2,134,18,12,0
ESPORTSTMNT01/1882248,150,2,268,498,71,54,876,39,145,12,1
ESPORTSTMNT01/1882249,150,876,268,498,111,516,56,61,523,412,0
ESPORTSTMNT01/1891991,58,59,268,22,89,79,76,126,51,432,1
ESPORTSTMNT01/1882258,126,72,112,235,14,150,120,268,81,43,1
ESPORTSTMNT01/1882285,58,77,13,202,12,516,72,268,498,111,1
ESPORTSTMNT01/1882288,79,2,268,498,111,106,59,61,145,89,0
ESPORTSTMNT01/1882306,516,141,268,498,412,875,876,39,145,111,0
ESPORTSTMNT01/1882335,41,876,268,67,71,516,77,61,202,12,0
ESPORTSTMNT01/1892085,150,77,112,523,89,54,2,38,202,70,0
ESPORTSTMNT01/1892111,79,2,134,429,111,164,77,43,523,412,0
ESPORTSTMNT01/1892125,266,59,134,235,223,516,876,39,498,111,0
7118-9726,43,77,236,235,875,24,876,134,135,71,0
ESPORTSTMNT01/1892333,14,30,134,222,412,150,36,142,202,12,1
7118-9727,43,77,126,135,71,164,120,3,523,201,0
7317-9729,150,2,268,236,12,126,141,112,18,71,1
ESPORTSTMNT01/1892339,150,141,61,222,71,516,72,134,145,12,1
7120-9731,150,77,268,15,12,164,2,134,498,71,1
7317-9732,58,876,42,145,497,266,77,268,498,12,0
7120-9734,236,77,245,135,89,150,876,268,523,412,0
7318-9733,164,36,112,145,70,266,77,61,498,79,1
7318-9736,69,163,58,222,12,14,876,134,18,71,0
7119-9737,266,2,134,135,71,39,876,61,67,79,0
7119-9738,126,2,4,145,12,62,77,112,498,497,0
ESPORTSTMNT01/1882691,164,2,112,498,71,58,876,18,145,12,0
ESPORTSTMNT04/1570130,41,72,61,110,412,14,120,142,429,111,0
ESPORTSTMNT04/1570131,150,56,134,145,12,43,120,61,51,3,0
ESPORTSTMNT01/1882707,58,876,13,110,71,106,245,142,51,412,0
ESPORTSTMNT04/1570138,31,72,268,523,412,14,79,69,498,497,0
ESPORTSTMNT01/1892556,62,141,268,202,412,266,421,7,51,99,1
ESPORTSTMNT04/1570155,266,876,268,51,432,150,76,126,110,99,0
ESPORTSTMNT01/1882810,150,876,61,235,223,41,77,13,15,43,0
ESPORTSTMNT01/1882812,126,2,268,70,71,54,876,246,235,43,0
ESPORTSTMNT04/1570158,58,76,61,67,71,98,120,42,145,12,0
ESPORTSTMNT01/1882828,164,2,134,22,412,79,876,236,81,111,1
ESPORTSTMNT01/1892684,150,77,134,145,3,106,2,13,429,89,0
ESPORTSTMNT01/1882852,150,876,777,51,25,79,104,268,202,71,1
ESPORTSTMNT04/1570170,150,876,61,498,497,41,72,142,145,71,1
ESPORTSTMNT01/1882861,517,427,236,145,412,150,876,134,498,71,1
ESPORTSTMNT04/1570175,14,876,112,51,412,150,120,13,202,71,1
ESPORTSTMNT01/1882804,516,2,1,202,412,79,876,3,119,53,1
ESPORTSTMNT01/1882880,516,2,1,202,412,79,876,3,119,53,1
ESPORTSTMNT01/1892753,58,76,126,115,497,106,120,268,235,111,1
ESPORTSTMNT01/1882891,58,72,134,145,71,41,76,142,429,12,0
ESPORTSTMNT04/1570178,14,104,268,202,71,58,163,112,51,25,0
ESPORTSTMNT01/1892801,58,77,69,22,71,150,104,13,429,111,1
ESPORTSTMNT01/1892811,266,77,268,235,223,58,876,42,18,432,1
ESPORTSTMNT01/1892871,79,2,61,498,12,150,59,134,15,3,1
ESPORTSTMNT01/1892889,126,77,70,145,12,516,2,112,235,223,0
ESPORTSTMNT01/1892920,43,104,777,70,12,150,2,112,235,57,0
ESPORTSTMNT01/1892952,164,77,112,81,497,24,120,268,222,201,0
ESPORTSTMNT01/1892959,13,876,875,235,223,266,2,142,110,71,0
ESPORTSTMNT01/1892968,14,77,134,18,12,266,59,112,15,71,0
ESPORTSTMNT01/1883099,150,76,112,145,497,126,77,142,498,12,1
7122-9741,236,876,875,135,71,150,120,61,523,412,1
7123-9742,14,876,236,145,12,164,163,58,18,71,0
ESPORTSTMNT01/1883174,62,36,70,145,53,79,104,61,222,412,1
7122-9743,58,245,777,18,71,150,120,3,135,79,1
7123-9744,39,120,268,81,71,150,76,7,145,12,0
7319-9745,236,876,268,18,71,150,104,13,135,12,0
7123-9746,58,876,112,67,78,150,120,245,145,71,1
ESPORTSTMNT01/1883184,85,104,112,222,412,150,876,61,145,71,1
7319-9747,150,876,58,18,71,39,104,112,135,12,0
7125-9749,150,30,246,18,12,126,76,777,135,71,0
ESPORTSTMNT01/1883205,150,876,61,18,497,58,76,134,145,111,0
7320-9748,14,876,268,145,71,41,120,69,18,12,1
7125-9753,79,876,126,135,71,150,76,875,18,12,1
7320-9752,266,2,70,145,71,14,76,777,523,412,1
ESPORTSTMNT01/1883256,14,104,70,145,555,58,163,268,222,412,1
ESPORTSTMNT04/1570199,58,77,245,429,71,106,72,268,235,875,0
ESPORTSTMNT04/1570209,150,876,245,18,71,62,141,134,15,79,0
ESPORTSTMNT04/1560165,79,59,13,81,71,266,72,161,145,12,1
ESPORTSTMNT04/1570217,150,56,134,202,79,14,77,61,498,71,0
ESPORTSTMNT04/1570221,164,77,246,51,25,24,876,238,202,71,0
ESPORTSTMNT01/1883338,79,141,157,235,30,126,876,127,81,71,0
ESPORTSTMNT01/1883343,266,104,13,145,71,79,121,4,51,25,1
ESPORTSTMNT04/1570226,58,2,61,498,71,79,77,268,145,70,1
ESPORTSTMNT04/1570227,54,56,268,202,79,150,59,245,498,71,1
ESPORTSTMNT01/1883364,266,76,518,81,89,58,876,777,15,201,0
ESPORTSTMNT04/1560196,58,76,142,51,43,41,2,13,110,89,0
ESPORTSTMNT01/1883366,58,876,236,110,79,150,77,61,202,111,1
ESPORTSTMNT01/1883377,126,876,134,81,12,6,76,245,18,71,0
ESPORTSTMNT04/1570264,150,56,61,67,79,164,77,268,498,71,0
ESPORTSTMNT04/1560222,2,77,61,145,12,24,876,236,498,71,0
ESPORTSTMNT04/1560223,54,79,236,51,25,777,59,131,235,71,0
ESPORTSTMNT01/1883396,875,77,268,222,12,31,2,13,145,71,0
ESPORTSTMNT01/1883400,150,2,268,202,12,54,876,39,222,111,1
ESPORTSTMNT01/1883418,98,77,4,15,26,150,120,3,81,89,0
ESPORTSTMNT04/1570267,14,77,112,145,71,41,72,69,235,78,1
ESPORTSTMNT01/1883451,13,64,78,498,412,54,76,246,429,12,0
ESPORTSTMNT04/1560233,150,104,268,498,70,79,120,161,145,89,0
ESPORTSTMNT01/1883468,14,77,61,18,201,266,2,112,67,89,0
ESPORTSTMNT01/1883482,266,104,245,67,201,6,141,4,15,143,0
ESPORTSTMNT01/1883500,14,59,61,145,412,516,72,134,498,71,1
ESPORTSTMNT01/1883510,150,120,13,498,101,68,2,4,235,223,1
ESPORTSTMNT01/1883514,41,64,268,81,79,58,28,161,202,71,0
ESPORTSTMNT01/1893482,150,120,134,21,71,31,876,236,523,412,0
ESPORTSTMNT01/1893535,106,76,268,235,223,41,876,777,523,412,0
ESPORTSTMNT01/1883561,41,77,61,81,497,79,59,112,67,57,0
ESPORTSTMNT01/1893701,14,77,268,498,497,69,2,134,145,12,0
7127-9757,150,120,112,145,3,126,876,61,18,12,0
ESPORTSTMNT01/1893751,79,876,236,222,412,126,203,3,145,71,0
ESPORTSTMNT01/1883810,79,120,268,523,71,14,2,876,145,40,1
ESPORTSTMNT01/1893755,14,77,268,523,412,126,876,134,498,111,0
7127-9759,164,120,61,429,111,150,104,134,18,3,0
7321-9760,126,77,517,498,497,150,120,4,18,12,1
ESPORTSTMNT01/1893782,14,108,3,18,70,150,120,103,202,43,0
7321-9762,150,77,61,15,12,164,876,236,18,71,1
7129-9763,150,77,134,429,12,164,876,3,18,875,1
7129-9767,164,77,4,18,12,266,876,777,523,875,0
7322-9764,150,2,268,429,3,126,104,70,18,12,0
7129-9768,150,141,3,18,12,164,876,875,119,89,0
7322-9769,126,2,112,145,79,54,77,61,523,412,0
ESPORTSTMNT04/1560309,62,48,245,235,875,106,2,268,429,71,1
ESPORTSTMNT04/1560316,266,120,70,81,89,79,2,112,429,412,1
ESPORTSTMNT04/1560340,875,77,13,235,223,117,120,42,67,412,1
ESPORTSTMNT04/1560343,79,2,134,498,71,14,876,777,145,12,1
ESPORTSTMNT04/1560345,62,76,268,429,111,266,203,4,22,412,1
ESPORTSTMNT04/1570384,14,76,236,202,89,150,876,268,51,25,0
ESPORTSTMNT01/1884194,266,76,134,145,71,106,59,268,222,117,0
ESPORTSTMNT01/1894135,98,120,112,145,12,41,79,61,429,71,1
ESPORTSTMNT01/1894155,150,77,112,81,432,266,79,268,145,497,0
ESPORTSTMNT01/1894189,58,72,61,498,12,150,36,245,145,71,1
ESPORTSTMNT01/1884277,14,72,61,51,57,266,76,134,145,12,1
ESPORTSTMNT01/1894222,14,120,268,67,71,164,876,39,145,12,1
ESPORTSTMNT01/1884298,516,72,61,145,12,875,876,238,523,89,0
ESPORTSTMNT01/1894244,58,876,236,498,497,240,141,112,18,71,0
ESPORTSTMNT01/1884357,150,77,112,235,223,62,876,236,498,71,1
ESPORTSTMNT01/1884359,14,876,236,110,79,75,77,80,222,412,0
7131-9771,14,876,61,67,12,150,77,134,145,111,0
7131-9772,164,876,3,498,79,150,77,4,145,89,0
7323-9770,516,876,236,145,497,79,77,61,67,12,0
ESPORTSTMNT01/1884406,150,106,42,222,71,54,120,268,523,412,1
7323-9773,58,876,268,429,71,79,77,134,18,40,0
7132-9775,164,876,4,135,497,126,77,70,523,12,0
ESPORTSTMNT01/1884446,164,77,14,523,111,79,120,142,235,223,1
7323-9776,79,876,39,145,12,126,77,61,18,111,0
7132-9778,518,77,15,135,71,62,120,70,523,412,1
7324-9779,150,203,70,18,12,58,30,61,67,79,1
ESPORTSTMNT01/1894384,266,876,142,523,412,8,77,14,222,71,0
7324-9780,126,876,268,135,12,39,30,56,18,3,1
7134-9782,54,76,246,498,12,150,876,517,18,71,0
7324-9783,14,120,68,236,71,266,30,61,18,79,1
7134-9784,79,77,61,81,12,164,2,142,18,3,1
ESPORTSTMNT01/1884502,516,2,70,498,71,14,77,4,145,12,0
ESPORTSTMNT01/1894450,41,876,268,222,89,150,77,142,235,875,1
ESPORTSTMNT04/1600040,58,120,61,145,71,106,2,517,81,79,1
ESPORTSTMNT01/1894458,79,120,61,523,412,58,876,112,145,875,1
7325-9786,18,120,112,498,79,150,2,268,429,71,0
ESPORTSTMNT04/1600061,266,72,142,51,43,79,104,236,70,111,0
ESPORTSTMNT01/1894469,79,64,61,202,40,150,154,157,51,3,1
7325-9787,126,77,70,523,412,79,120,268,498,497,0
ESPORTSTMNT04/1600066,62,876,777,429,71,266,421,13,235,223,0
ESPORTSTMNT04/1610057,150,2,61,202,71,58,876,115,145,12,1
ESPORTSTMNT01/1884617,75,25,236,45,79,150,876,134,145,497,1
ESPORTSTMNT01/1884674,79,120,134,523,412,516,876,268,145,111,1
ESPORTSTMNT01/1884703,266,876,236,145,12,98,120,90,18,111,1
ESPORTSTMNT04/1610075,150,120,70,498,89,31,2,268,145,71,0
ESPORTSTMNT01/1884729,79,104,134,145,497,58,876,777,235,223,1
ESPORTSTMNT01/1884759,58,76,268,235,12,150,876,236,202,89,1
ESPORTSTMNT01/1894614,43,120,4,145,111,14,876,236,51,201,0
ESPORTSTMNT01/1884786,85,59,777,222,412,150,2,61,236,201,1
ESPORTSTMNT01/1884802,79,2,70,523,71,14,76,18,145,12,1
7326-9791,14,120,61,18,79,266,72,142,145,12,1
7326-9792,56,120,517,18,79,266,72,3,145,12,1
7137-9793,164,77,268,18,89,24,876,13,135,12,1
ESPORTSTMNT01/1885092,14,876,61,523,412,58,76,134,222,71,1
ESPORTSTMNT01/1894866,126,30,268,18,12,150,104,13,145,71,1
7137-9796,150,2,268,18,111,266,77,112,135,12,0
7327-9795,79,120,61,145,3,164,876,517,498,12,1
ESPORTSTMNT01/1885129,79,421,134,145,89,164,120,268,498,71,1
7137-9799,150,77,112,135,71,266,76,134,18,12,0
7327-9798,266,876,56,135,79,126,120,112,145,12,1
7140-9800,164,120,70,498,89,54,48,268,145,412,0
7140-9802,13,120,142,135,12,150,876,112,145,3,1
ESPORTSTMNT01/1885163,164,77,134,429,12,98,2,14,18,71,0
ESPORTSTMNT04/1600125,58,48,13,145,71,14,2,4,81,79,0
ESPORTSTMNT01/1894937,79,77,134,498,89,150,2,268,202,223,0
ESPORTSTMNT04/1600136,150,120,42,235,223,517,77,268,429,53,1
ESPORTSTMNT01/1895024,164,77,112,67,43,106,876,61,145,150,1
ESPORTSTMNT04/1610180,106,59,115,145,71,14,77,18,70,12,1
ESPORTSTMNT01/1895048,150,2,103,498,12,517,120,61,235,71,1
ESPORTSTMNT01/1895090,14,876,134,523,412,266,120,142,202,111,1
ESPORTSTMNT01/1895115,79,77,70,145,497,39,36,13,235,12,0
ESPORTSTMNT01/1895144,79,77,70,498,497,39,876,268,67,12,1
ESPORTSTMNT01/1895167,39,141,268,202,89,79,876,236,18,111,0
ESPORTSTMNT01/1885454,98,120,517,18,71,80,72,61,145,497,0
ESPORTSTMNT01/1885491,58,120,61,222,71,150,72,112,429,12,1
ESPORTSTMNT01/1885505,58,120,268,145,111,150,876,112,51,25,0
ESPORTSTMNT01/1885512,41,120,134,18,111,31,876,236,498,89,1
ESPORTSTMNT01/1885529,14,876,134,498,71,150,76,268,18,12,1
7141-9807,266,77,134,18,12,164,876,61,145,79,1
7141-9808,150,2,134,498,71,58,77,7,18,79,0
ESPORTSTMNT01/1895312,114,77,42,145,89,266,120,268,81,43,0
7143-9809,58,2,112,18,71,164,104,4,145,79,0
ESPORTSTMNT01/1895318,126,120,134,498,12,150,72,142,145,111,0
7143-9812,164,76,3,18,79,24,203,70,145,875,1
7329-9813,150,77,61,498,89,117,120,112,18,79,1
7143-9814,58,76,112,145,12,164,163,4,81,71,1
7144-9816,164,76,142,18,71,79,876,777,145,12,0
7329-9815,150,77,61,498,12,164,876,236,18,79,1
7145-9819,150,104,4,145,497,236,2,70,135,89,0
ESPORTSTMNT01/1885630,150,77,61,145,89,117,2,134,498,12,0
7144-9818,150,76,80,523,412,266,876,112,145,111,0
7330-9817,150,77,112,498,12,126,120,268,18,497,0
7145-9820,266,77,70,18,111,58,120,3,135,12,1
7330-9821,126,72,68,18,412,236,76,58,222,12,1
ESPORTSTMNT01/1885647,85,120,61,145,89,150,77,134,498,875,0
ESPORTSTMNT01/1895436,516,120,517,145,71,150,104,112,498,111,1
ESPORTSTMNT01/1895443,31,876,69,222,412,14,28,236,145,432,1
ESPORTSTMNT01/1895453,79,36,112,235,875,106,120,142,110,111,0
ESPORTSTMNT01/1895463,54,427,18,74,555,126,77,34,202,412,0
ESPORTSTMNT01/1885740,41,876,13,498,79,14,77,4,145,71,0
ESPORTSTMNT01/1895479,54,77,268,81,43,164,72,112,51,99,0
ESPORTSTMNT01/1895490,41,36,61,235,79,150,72,268,51,43,0
ESPORTSTMNT01/1885775,8,77,236,498,71,516,120,112,145,12,0
ESPORTSTMNT01/1895503,114,141,268,145,12,14,876,61,18,3,1
ESPORTSTMNT01/1895514,266,64,61,110,497,126,59,268,498,111,0
ESPORTSTMNT01/1895524,516,120,268,18,412,58,77,61,145,111,1
ESPORTSTMNT01/1885796,150,72,4,523,412,41,104,115,202,111,0
ESPORTSTMNT01/1895540,150,876,777,74,12,266,77,4,145,40,0
ESPORTSTMNT01/1895542,79,120,13,18,71,31,56,3,145,12,1
ESPORTSTMNT01/1885821,41,876,112,145,79,150,77,245,498,71,0
ESPORTSTMNT01/1895562,14,120,268,15,79,150,72,61,498,71,1
ESPORTSTMNT02/1720355,79,77,18,145,12,27,2,61,222,71,0
ESPORTSTMNT02/1720368,27,56,39,518,71,79,2,517,18,12,1
ESPORTSTMNT02/1720370,164,2,61,145,3,78,77,134,222,412,0
ESPORTSTMNT02/1720374,79,120,134,222,412,266,72,61,145,3,1
ESPORTSTMNT02/1720392,517,120,134,498,497,150,876,61,18,12,1
ESPORTSTMNT01/1895691,150,120,61,222,3,126,77,268,145,12,0
ESPORTSTMNT01/1895701,14,2,3,81,70,777,76,142,18,497,0
7331-9822,126,77,112,18,12,266,30,142,236,71,0
7331-9823,126,2,70,145,71,150,77,61,18,12,1
ESPORTSTMNT01/1895709,82,120,134,145,79,164,421,142,523,71,1
7332-9824,58,2,4,145,71,133,120,61,18,89,1
ESPORTSTMNT01/1895736,150,77,112,145,111,236,876,3,18,497,1
7332-9825,126,120,142,145,111,14,2,13,523,412,1
ESPORTSTMNT01/1886063,164,2,112,145,12,98,120,69,18,71,0
ESPORTSTMNT01/1895789,114,120,42,235,223,79,121,13,51,25,0
ESPORTSTMNT01/1886080,266,120,42,110,89,54,104,268,498,12,1
ESPORTSTMNT01/1895800,41,77,61,202,71,14,72,115,145,3,1
ESPORTSTMNT01/1895810,114,86,112,498,79,62,876,61,145,201,0
ESPORTSTMNT01/1895812,62,876,3,145,875,150,77,61,18,71,1
ESPORTSTMNT01/1895836,79,30,18,145,89,164,120,134,202,12,0
ESPORTSTMNT04/1600207,164,876,268,145,3,54,72,112,498,71,1
ESPORTSTMNT01/1886144,41,77,45,51,12,150,876,268,18,25,1
ESPORTSTMNT01/1886145,150,36,69,498,71,41,77,61,145,12,1
ESPORTSTMNT01/1895854,266,77,43,498,71,516,86,61,145,79,0
ESPORTSTMNT01/1895857,80,876,112,202,111,79,77,236,145,71,0
ESPORTSTMNT04/1600214,14,104,61,18,71,875,76,268,145,12,0
ESPORTSTMNT01/1895871,14,72,13,145,412,82,77,18,50,12,1
ESPORTSTMNT01/1895874,516,36,236,18,71,31,77,43,67,117,0
ESPORTSTMNT01/1886169,117,2,61,145,12,150,876,112,18,71,0
ESPORTSTMNT01/1895880,14,2,42,22,70,41,120,61,145,432,0
ESPORTSTMNT01/1886180,150,120,26,429,89,126,72,61,523,71,0
ESPORTSTMNT01/1895899,41,876,268,145,71,150,104,13,498,497,1
ESPORTSTMNT01/1895906,41,876,13,145,111,266,77,18,50,412,1
ESPORTSTMNT01/1895907,14,76,142,51,223,150,120,268,202,43,0
ESPORTSTMNT04/1600217,126,77,142,18,12,150,876,13,202,71,1
ESPORTSTMNT01/1895923,41,2,142,81,53,68,59,268,145,412,1
ESPORTSTMNT01/1886218,150,120,26,67,201,516,2,70,145,117,1
ESPORTSTMNT01/1895935,82,120,70,202,71,14,876,43,222,412,1
ESPORTSTMNT04/1600220,150,876,112,145,12,164,2,268,67,71,0
ESPORTSTMNT01/1895945,164,59,268,145,89,150,120,61,81,3,1
ESPORTSTMNT02/1730489,58,72,268,145,71,14,79,112,18,12,1
ESPORTSTMNT01/1886252,6,120,45,145,111,54,104,268,81,25,0
ESPORTSTMNT01/1895974,150,2,43,222,412,14,76,142,51,25,0
ESPORTSTMNT01/1895978,58,102,268,498,497,79,2,61,145,71,1
ESPORTSTMNT01/1895995,58,77,112,202,111,43,120,18,222,412,0
ESPORTSTMNT02/1730509,14,104,70,51,43,150,120,61,145,412,1
ESPORTSTMNT01/1896010,150,77,61,429,71,266,120,136,51,25,1
ESPORTSTMNT02/1730547,79,77,61,135,111,58,876,4,222,412,0
ESPORTSTMNT02/1730549,98,77,134,145,12,266,120,112,51,412,0
ESPORTSTMNT01/1896054,266,876,268,18,111,14,77,42,222,223,1
ESPORTSTMNT02/1730564,58,876,517,498,111,150,72,69,145,12,1
ESPORTSTMNT02/1730568,98,876,14,498,201,164,56,13,145,3,1
ESPORTSTMNT02/1730573,150,79,134,498,412,266,876,43,145,3,0
ESPORTSTMNT02/1720588,164,77,142,145,12,150,876,268,523,44,1
ESPORTSTMNT02/1720609,516,120,245,145,70,164,20,103,15,497,0
7148-9828,62,2,127,523,412,150,30,56,145,71,0
7147-9829,14,876,268,145,79,266,120,142,18,12,1
7147-9832,150,120,142,145,71,516,876,236,18,497,0
7148-9831,58,245,875,523,412,164,141,61,18,71,1
7333-9830,58,76,61,145,79,14,876,18,523,412,0
ESPORTSTMNT02/1720629,41,120,69,498,497,150,876,157,145,71,1
7333-9833,150,2,142,135,89,79,120,61,18,12,1
7148-9834,58,163,134,523,111,516,141,61,18,71,0
7334-9836,58,163,4,81,12,150,77,61,18,497,1
7334-9839,150,30,56,145,71,126,120,3,18,79,0
ESPORTSTMNT01/1896198,150,77,103,235,223,14,120,43,96,117,0
ESPORTSTMNT01/1896201,39,79,43,145,111,150,86,13,18,412,0
ESPORTSTMNT04/1600235,58,72,777,145,12,266,120,69,498,71,1
ESPORTSTMNT04/1610330,150,77,61,202,89,516,72,134,51,201,0
ESPORTSTMNT01/1896205,41,104,61,202,71,150,876,142,523,412,1
ESPORTSTMNT01/1886548,150,77,103,145,12,79,48,61,22,412,0
ESPORTSTMNT01/1896216,150,120,134,79,235,41,104,103,115,71,0
ESPORTSTMNT01/1896217,43,28,777,145,111,266,421,268,18,71,1
ESPORTSTMNT04/1610337,516,72,245,222,43,150,120,134,51,89,0
ESPORTSTMNT01/1896227,41,120,268,18,412,54,59,112,145,71,0
ESPORTSTMNT01/1896234,27,77,26,235,6,106,141,69,67,412,0
ESPORTSTMNT01/1896235,43,2,61,51,99,126,77,112,18,71,1
ESPORTSTMNT04/1600265,14,120,112,81,497,150,36,268,145,12,0
ESPORTSTMNT04/1610343,516,72,517,18,71,150,2,13,51,12,1
ESPORTSTMNT01/1886569,164,120,7,18,412,122,876,777,67,201,1
ESPORTSTMNT01/1896245,164,120,134,18,71,79,104,13,81,78,1
ESPORTSTMNT01/1886584,150,120,112,202,53,58,76,268,523,412,1
ESPORTSTMNT01/1886588,68,876,777,235,223,79,2,268,18,497,0
ESPORTSTMNT04/1600271,14,876,13,18,71,266,120,112,145,12,1
ESPORTSTMNT01/1886590,85,104,777,145,12,517,141,112,498,71,0
ESPORTSTMNT01/1886596,150,2,134,145,89,41,77,268,429,71,1
ESPORTSTMNT01/1896261,41,77,61,498,71,79,876,18,119,12,1
ESPORTSTMNT04/1600272,126,120,268,18,12,150,2,142,145,71,0
