gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT01/1992049,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992049?gameHash=767f467d7f68a4ed&amp;tab=overview,LMF,2021,,0,2021-05-20 23:01:37,1,11.10,8,Red,mid,Strange,Savage Esports,Akali,Senna,Morgana,Varus,Nidalee,Lillia,2036,0,4,2,2,9,14,0,0,0,0,0,0,0,0,0.2652,0.6778,,,,,,,,,,,,,,,,,,,,,,,,0,0,7262,214.0079,0.183597,507.6424,298.7917,16,0.4715,2,0.0589,5,36,1.0609,11527,7098,209.1749,0.232158,10725,,234,220,14,8,0,6.8959,3335,4592,75,3262,4313,75,73,279,0,0,2,1,0,2,1,4967,6882,122,5567,7044,132,-600,-162,-10,0,2,1,1,4,1
ESPORTSTMNT01/1992049,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992049?gameHash=767f467d7f68a4ed&amp;tab=overview,LMF,2021,,0,2021-05-20 23:01:37,1,11.10,9,Red,bot,Lac,Savage Esports,Kai'Sa,Senna,Morgana,Varus,Nidalee,Lillia,2036,0,0,3,4,9,14,0,0,0,0,0,0,0,0,0.2652,0.6778,,,,,,,,,,,,,,,,,,,,,,,,0,1,7747,228.3006,0.195859,339.7839,184.2141,16,0.4715,6,0.1768,2,27,0.7957,12882,8453,249.1061,0.276477,12325,,326,310,16,12,0,9.6071,3238,3265,88,3358,3114,77,-120,151,11,0,0,1,1,0,0,5444,5452,137,5201,5484,122,243,-32,15,0,1,2,1,1,0
ESPORTSTMNT01/1992049,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992049?gameHash=767f467d7f68a4ed&amp;tab=overview,LMF,2021,,0,2021-05-20 23:01:37,1,11.10,10,Red,sup,Crecre,Savage Esports,Nautilus,Senna,Morgana,Varus,Nidalee,Lillia,2036,0,0,1,5,9,14,0,0,0,0,0,0,0,0,0.2652,0.6778,,,,,,,,,,,,,,,,,,,,,,,,0,0,5850,172.3969,0.147899,272.0629,500.6582,75,2.2102,17,0.5010,19,112,3.3006,6924,2495,73.5265,0.0816045,6625,,45,44,1,1,0,1.3261,2369,2626,19,2253,2801,16,116,-175,3,0,1,0,0,1,1,3475,3820,28,3581,4023,22,-106,-203,6,0,2,0,0,3,2
ESPORTSTMNT01/1992049,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992049?gameHash=767f467d7f68a4ed&amp;tab=overview,LMF,2021,,0,2021-05-20 23:01:37,1,11.10,100,Blue,team,,Naguara Team,,Renekton,Sylas,Nocturne,Jayce,Sett,2036,1,14,9,31,14,9,0,0,0,0,1,,,,0.4126,0.6778,1,3,3,3,3,0,0,1,2,,0,0,1,2,0,1,2,0,1,11,2,1,1,3,0,40474,1192.7505,,2180.7760,1785.1768,117,3.4479,59,1.7387,55,290,8.5462,64349,42204,1243.7328,,54025,0.0754898,,864,259,158,31,33.0943,16816,18897,324,16150,17606,309,666,1291,15,5,5,4,4,3,5,26648,29977,506,24277,27833,493,2371,2144,13,8,12,5,5,5,8
ESPORTSTMNT01/1992049,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992049?gameHash=767f467d7f68a4ed&amp;tab=overview,LMF,2021,,0,2021-05-20 23:01:37,1,11.10,200,Red,team,,Savage Esports,,Senna,Morgana,Varus,Nidalee,Lillia,2036,0,9,14,15,9,14,1,0,0,0,0,,,,0.2652,0.6778,0,3,3,3,3,0,1,0,2,,0,0,0,0,2,0,0,2,0,2,11,0,0,0,3,39554,1165.6385,,1976.9352,1598.8114,140,4.1257,36,1.0609,43,247,7.2790,52719,30574,901.0020,,50095,-0.0754898,,831,192,142,3,30.1473,16150,17606,309,16816,18897,324,-666,-1291,-15,4,3,5,5,5,4,24277,27833,493,26648,29977,506,-2371,-2144,-13,5,5,8,8,12,5
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,1,Blue,top,Antimagic,Newstar,Sion,Lee Sin,Thresh,Udyr,Xayah,Yone,1703,1,1,0,11,17,5,0,0,0,0,0,0,0,0,0.5989,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,0,8804,310.1820,0.178179,150.0528,400.9748,7,0.2466,6,0.2114,3,31,1.0922,9677,5927,208.8197,0.163794,8725,,149,149,0,0,0,5.2496,2643,4401,58,3086,4621,81,-443,-220,-23,0,0,0,0,0,0,4531,6810,98,4919,7304,119,-388,-494,-21,0,3,0,1,0,1
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,2,Blue,jng,Douny,Newstar,Kindred,Lee Sin,Thresh,Udyr,Xayah,Yone,1703,1,5,3,9,17,5,0,0,0,0,0,0,0,1,0.5989,0.7751,,,,,,,,,,,,,,,,,,,,,,,,1,0,13061,460.1644,0.264334,702.4897,346.7528,9,0.3171,12,0.4228,8,46,1.6207,10850,7100,250.1468,0.196209,10450,,159,29,130,84,13,5.6019,2853,3112,63,3103,3394,66,-250,-282,-3,0,0,1,0,1,0,4581,4529,85,4490,5101,90,91,-572,-5,1,3,2,0,3,0
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,3,Blue,mid,Fear,Newstar,Ryze,Lee Sin,Thresh,Udyr,Xayah,Yone,1703,1,7,0,5,17,5,2,1,0,0,0,0,0,0,0.5989,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,0,9113,321.0687,0.184433,263.1122,173.1650,21,0.7399,8,0.2819,12,53,1.8673,14652,10902,384.0986,0.301273,12375,,316,260,56,33,12,11.1333,3397,4984,93,3387,4554,77,10,430,16,0,0,0,1,0,0,6156,8089,153,5091,7052,125,1065,1037,28,3,0,0,1,0,1
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,4,Blue,bot,KouZZe,Newstar,Varus,Lee Sin,Thresh,Udyr,Xayah,Yone,1703,1,4,2,1,17,5,1,0,0,0,0,0,0,0,0.5989,0.7751,,,,,,,,,,,,,,,,,,,,,,,,1,0,11843,417.2519,0.239683,273.8931,144.8738,12,0.4228,6,0.2114,6,39,1.3740,12285,8535,300.7046,0.235863,10100,,268,249,19,9,3,9.4422,3403,2713,81,2813,2818,64,590,-105,17,1,0,0,0,0,1,5585,5437,140,4351,4599,92,1234,838,48,1,0,1,1,0,2
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,5,Blue,sup,PikaBoss,Newstar,Nautilus,Lee Sin,Thresh,Udyr,Xayah,Yone,1703,1,0,0,14,17,5,0,0,0,0,0,0,0,0,0.5989,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,0,6590,232.1785,0.133371,230.4169,530.5226,38,1.3388,11,0.3876,11,77,2.7129,7472,3722,131.1333,0.102861,6225,,32,31,1,1,0,1.1274,2228,2489,14,2134,2293,16,94,196,-2,0,1,0,0,1,0,3382,3575,19,3380,3277,30,2,298,-11,0,4,0,0,3,1
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,6,Red,top,Deratero,Bencheados,Urgot,Nocturne,Morgana,Rumble,Orianna,Viktor,1703,0,2,4,1,5,17,0,0,0,0,0,0,0,0,0.1762,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,0,6737,237.3576,0.268289,514.1045,492.6483,10,0.3523,2,0.0705,2,19,0.6694,10287,6537,230.3112,0.291512,9900,,227,211,16,12,0,7.9977,3086,4621,81,2643,4401,58,443,220,23,0,0,0,0,0,0,4919,7304,119,4531,6810,98,388,494,21,1,0,1,0,3,0
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,7,Red,jng,Funky Dog,Bencheados,Volibear,Nocturne,Morgana,Rumble,Orianna,Viktor,1703,0,0,3,5,5,17,0,0,0,0,1,0,1,0,0.1762,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,1,4443,156.5355,0.176934,770.6988,818.6494,10,0.3523,8,0.2819,10,34,1.1979,7369,3619,127.5044,0.161392,6925,,133,14,119,88,7,4.6858,3103,3394,66,2853,3112,63,250,282,3,0,1,0,0,0,1,4490,5101,90,4581,4529,85,-91,572,5,0,3,0,1,3,2
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,8,Red,mid,Wandering,Bencheados,Sylas,Nocturne,Morgana,Rumble,Orianna,Viktor,1703,0,2,3,1,5,17,0,0,0,0,1,1,0,0,0.1762,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,0,5622,198.0740,0.223886,574.7387,349.9589,13,0.4580,3,0.1057,8,24,0.8456,9137,5387,189.7945,0.240231,8835,,195,183,12,12,0,6.8702,3387,4554,77,3397,4984,93,-10,-430,-16,1,0,0,0,0,0,5091,7052,125,6156,8089,153,-1065,-1037,-28,1,0,1,3,0,0
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,9,Red,bot,Egotistic,Bencheados,Tristana,Nocturne,Morgana,Rumble,Orianna,Viktor,1703,0,1,4,0,5,17,0,0,0,0,0,0,0,0,0.1762,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,1,4158,146.4944,0.165585,427.9272,192.8597,12,0.4228,7,0.2466,6,30,1.0570,8395,4645,163.6524,0.207144,8350,,193,189,4,4,0,6.7998,2813,2818,64,3403,2713,81,-590,105,-17,0,0,1,1,0,0,4351,4599,92,5585,5437,140,-1234,-838,-48,1,0,2,1,0,1
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,10,Red,sup,Sholwan,Bencheados,Sett,Nocturne,Morgana,Rumble,Orianna,Viktor,1703,0,0,3,4,5,17,0,0,0,0,1,0,1,0,0.1762,0.7751,,,,,,,,,,,,,,,,,,,,,,,,0,0,4151,146.2478,0.165306,342.7716,307.7510,50,1.7616,15,0.5285,23,79,2.7833,5986,2236,78.7786,0.0997209,5400,,47,47,0,0,0,1.6559,2134,2293,16,2228,2489,14,-94,-196,2,0,1,0,0,1,0,3380,3277,30,3382,3575,19,-2,-298,11,0,3,1,0,4,0
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,100,Blue,team,,Newstar,,Lee Sin,Thresh,Udyr,Xayah,Yone,1703,1,17,5,40,17,5,3,1,0,0,0,,,,0.5989,0.7751,1,4,0,4,0,1,1,2,0,,0,0,1,1,1,1,1,0,1,11,2,1,1,2,0,49411,1740.8456,,1619.9648,1596.2889,87,3.0652,43,1.5150,40,246,8.6671,54936,36187,1274.9383,,47875,0.193962,,718,206,127,28,32.5543,14524,17699,309,14523,17680,304,1,19,5,1,1,1,1,2,1,24235,28440,495,22231,27333,456,2004,1107,39,5,10,3,3,6,5
ESPORTSTMNT03/1863113,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1863113?gameHash=6329b0601b689dc1&amp;tab=overview,LHE,2021,,0,2021-05-20 23:35:28,1,11.09,200,Red,team,,Bencheados,,Nocturne,Morgana,Rumble,Orianna,Viktor,1703,0,5,17,11,5,17,0,0,0,0,1,,,,0.1762,0.7751,0,0,4,0,4,0,0,0,0,,0,0,0,1,1,0,0,1,0,2,11,0,0,0,2,25111,884.7093,,2630.2408,2161.8673,95,3.3470,35,1.2331,49,186,6.5531,41174,22425,790.0763,,39410,-0.193962,,644,151,116,7,28.0094,14523,17680,304,14524,17699,309,-1,-19,-5,1,2,1,1,1,1,22231,27333,456,24235,28440,495,-2004,-1107,-39,3,6,5,5,10,3
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,1,Blue,top,Distelfinks,ConViction,Gwen,Lee Sin,Varus,Diana,Sett,Zed,1679,0,3,3,1,9,24,0,0,0,0,0,0,0,0,0.3216,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,1,13551,484.2525,0.268997,726.1108,581.3460,8,0.2859,2,0.0715,1,17,0.6075,10259,6558,234.3538,0.246715,10125,,226,218,8,0,8,8.0762,3049,4764,81,3300,4899,90,-251,-135,-9,0,0,0,0,0,0,6030,8194,124,4360,6333,108,1670,1861,16,3,0,0,0,0,2
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,2,Blue,jng,Dragonjindi,ConViction,Udyr,Lee Sin,Varus,Diana,Sett,Zed,1679,0,0,4,2,9,24,0,0,0,0,0,0,0,1,0.3216,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,3153,112.6742,0.0625893,895.1757,752.1977,7,0.2501,10,0.3574,6,34,1.2150,8214,4513,161.2746,0.169784,8220,,173,23,150,87,21,6.1823,3115,3519,70,3694,3692,65,-579,-173,5,0,0,1,1,4,1,4741,5565,106,5111,5328,93,-370,237,13,0,0,1,1,5,2
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,3,Blue,mid,Descraton,ConViction,Lucian,Lee Sin,Varus,Diana,Sett,Zed,1679,0,4,6,1,9,24,0,0,0,0,0,0,0,0,0.3216,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,15114,540.1072,0.300024,627.1948,275.1638,8,0.2859,7,0.2501,1,24,0.8577,11313,7612,272.0191,0.286366,11575,,220,196,24,17,0,7.8618,3120,4313,78,3374,4948,87,-254,-635,-9,0,0,1,0,2,0,5787,7440,137,5399,8209,140,388,-769,-3,0,1,2,1,2,0
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,4,Blue,bot,Youngbin,ConViction,Jinx,Lee Sin,Varus,Diana,Sett,Zed,1679,0,1,6,0,9,24,0,0,0,0,0,0,0,0,0.3216,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,13139,469.5295,0.260819,491.1495,235.4258,12,0.4288,5,0.1787,5,28,1.0006,9175,5474,195.6164,0.205936,9175,,217,210,7,6,0,7.7546,3203,2840,74,3911,3063,69,-708,-223,5,1,0,2,2,2,1,5131,4728,118,6906,5651,122,-1775,-923,-4,1,0,3,4,3,1
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,5,Blue,sup,Call Lin,ConViction,Braum,Lee Sin,Varus,Diana,Sett,Zed,1679,0,1,5,4,9,24,0,0,0,0,0,0,0,0,0.3216,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,5419,193.6510,0.107571,512.0905,427.1471,41,1.4652,8,0.2859,19,60,2.1441,6125,2424,86.6230,0.0911979,5625,,32,32,0,0,0,1.1435,2408,2213,11,3157,3350,23,-749,-1137,-12,1,1,1,2,3,0,3512,3422,21,4785,4570,34,-1273,-1148,-13,1,1,3,3,5,0
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,6,Red,top,Chim,Area of Effect Randoms,Renekton,Galio,Nocturne,Rumble,Orianna,Vladimir,1679,1,6,2,4,24,9,2,0,0,0,0,0,0,0,0.8577,1.1793,,,,,,,,,,,,,,,,,,,,,,,,1,0,10184,363.9309,0.155574,707.2424,487.5045,10,0.3574,3,0.1072,5,24,0.8577,11007,7306,261.0840,0.197791,9475,,199,195,4,0,4,7.1114,3300,4899,90,3049,4764,81,251,135,9,0,0,0,0,0,0,4360,6333,108,6030,8194,124,-1670,-1861,-16,0,0,2,3,0,0
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,7,Red,jng,Jozy,Area of Effect Randoms,Morgana,Galio,Nocturne,Rumble,Orianna,Vladimir,1679,1,2,3,10,24,9,0,0,0,0,1,0,1,0,0.8577,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,9547,341.1674,0.145843,712.4598,389.1245,19,0.6790,6,0.2144,7,40,1.4294,9771,6070,216.9148,0.164331,8475,,175,21,154,102,11,6.2537,3694,3692,65,3115,3519,70,579,173,-5,1,4,1,0,0,1,5111,5328,93,4741,5565,106,370,-237,-13,1,5,2,0,0,1
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,8,Red,mid,Stancato,Area of Effect Randoms,Viktor,Galio,Nocturne,Rumble,Orianna,Vladimir,1679,1,3,1,12,24,9,0,0,0,0,0,0,0,0,0.8577,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,17753,634.4133,0.2712,344.2764,376.0453,10,0.3574,5,0.1787,4,29,1.0363,11769,8068,288.3145,0.218419,10700,,253,249,4,1,0,9.0411,3374,4948,87,3120,4313,78,254,635,9,0,2,0,0,0,1,5399,8209,140,5787,7440,137,-388,769,3,1,2,0,0,1,2
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,9,Red,bot,Shorthop,Area of Effect Randoms,Ashe,Galio,Nocturne,Rumble,Orianna,Vladimir,1679,1,9,3,10,24,9,2,0,0,0,1,1,0,0,0.8577,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,22379,799.7260,0.341868,454.6635,237.4628,14,0.5003,10,0.3574,6,39,1.3937,14198,10497,375.1161,0.284176,12455,,243,231,12,8,4,8.6837,3911,3063,69,3203,2840,74,708,223,-5,2,2,1,1,0,2,6906,5651,122,5131,4728,118,1775,923,4,4,3,1,1,0,3
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,10,Red,sup,Pockus,Area of Effect Randoms,Thresh,Galio,Nocturne,Rumble,Orianna,Vladimir,1679,1,4,0,17,24,9,0,0,0,0,1,0,1,0,0.8577,1.1793,,,,,,,,,,,,,,,,,,,,,,,,0,0,5598,200.0476,0.0855166,320.0834,312.7933,33,1.1793,9,0.3216,13,70,2.5015,8698,4997,178.5706,0.135283,7775,,43,43,0,0,0,1.5366,3157,3350,23,2408,2213,11,749,1137,12,2,3,0,1,1,1,4785,4570,34,3512,3422,21,1273,1148,13,3,5,0,1,1,3
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,100,Blue,team,,ConViction,,Lee Sin,Varus,Diana,Sett,Zed,1679,0,9,24,8,9,24,0,0,0,0,0,,,,0.3216,1.1793,1,2,2,2,2,1,0,1,0,,0,0,1,2,0,0,0,1,0,3,7,1,1,0,1,50376,1800.2144,,3251.7213,2271.2805,76,2.7159,32,1.1435,32,163,5.8249,45086,26582,949.9226,,44720,-0.0888889,,679,189,110,29,31.0185,14895,17649,314,17436,19952,334,-2541,-2303,-20,2,1,5,5,11,2,25201,29349,506,26561,30091,497,-1360,-742,9,5,2,9,9,15,5
NA1/3912458272,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/NA1/3912458272/36522744?tab=overview,UPL,2021,Summer,1,2021-05-20 23:39:25,1,11.10,200,Red,team,,Area of Effect Randoms,,Galio,Nocturne,Rumble,Orianna,Vladimir,1679,1,24,9,53,24,9,4,0,0,0,1,,,,0.8577,1.1793,0,2,2,2,2,1,0,0,1,,0,0,0,0,2,1,1,0,1,7,3,0,0,1,0,65461,2339.2853,,2538.7254,1802.9303,86,3.0733,33,1.1793,35,202,7.2186,55443,36939,1320.0357,,48880,0.0888889,,739,174,111,19,32.6266,17436,19952,334,14895,17649,314,2541,2303,20,5,11,2,2,1,5,26561,30091,497,25201,29349,506,1360,742,-9,9,15,5,5,2,9
ESPORTSTMNT01/1992077,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992077?gameHash=280af055fec5a7cb&amp;tab=overview,LMF,2021,,0,2021-05-21 00:04:17,1,11.10,1,Blue,top,Izaenk,Ualá New Pampas,Gnar,Lucian,Udyr,Rumble,Sylas,Renekton,2149,1,6,0,13,25,16,0,0,0,0,0,0,0,0,0.6980,1.1447,,,,,,,,,,,,,,,,,,,,,,,,1,0,22610,631.2704,0.296844,835.1140,784.2997,18,0.5026,14,0.3909,6,40,1.1168,14532,9872,275.6259,0.228702,13050,,288,280,8,4,0,8.0409,3455,4626,79,4175,4231,74,-720,395,5,0,3,0,3,0,2,5432,7599,125,5796,7007,114,-364,592,11,1,3,0,3,1,3
ESPORTSTMNT01/1992077,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992077?gameHash=280af055fec5a7cb&amp;tab=overview,LMF,2021,,0,2021-05-21 00:04:17,1,11.10,2,Blue,jng,Style,Ualá New Pampas,Lillia,Lucian,Udyr,Rumble,Sylas,Renekton,2149,1,4,4,16,25,16,0,0,0,0,1,0,1,0,0.6980,1.1447,,,,,,,,,,,,,,,,,,,,,,,,0,0,17665,493.2061,0.231922,717.7385,400.4560,13,0.3630,1,0.0279,12,22,0.6142,13831,9171,256.0540,0.212463,12280,,218,32,186,126,17,6.0866,4389,4473,82,3824,4181,76,565,292,6,2,3,1,1,2,0,6918,6522,111,5220,6160,107,1698,362,4,2,5,2,1,4,1
ESPORTSTMNT01/1992077,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992077?gameHash=280af055fec5a7cb&amp;tab=overview,LMF,2021,,0,2021-05-21 00:04:17,1,11.10,3,Blue,mid,Dandy,Ualá New Pampas,Lee Sin,Lucian,Udyr,Rumble,Sylas,Renekton,2149,1,9,3,10,25,16,3,1,0,0,1,1,0,0,0.6980,1.1447,,,,,,,,,,,,,,,,,,,,,,,,0,0,15482,432.2569,0.203261,771.4844,696.6589,19,0.5305,7,0.1954,7,39,1.0889,15078,10418,290.8702,0.241351,12275,,234,226,8,1,0,6.5333,4086,4408,68,3412,4662,90,674,-254,-22,3,2,1,0,3,1,6109,7202,118,5626,7730,148,483,-528,-30,4,2,2,1,5,1
ESPORTSTMNT01/1992077,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992077?gameHash=280af055fec5a7cb&amp;tab=overview,LMF,2021,,0,2021-05-21 00:04:17,1,11.10,4,Blue,bot,Kindless,Ualá New Pampas,Tristana,Lucian,Udyr,Rumble,Sylas,Renekton,2149,1,6,4,11,25,16,3,0,0,0,1,0,1,0,0.6980,1.1447,,,,,,,,,,,,,,,,,,,,,,,,1,0,14823,413.8576,0.194609,552.6198,254.8813,17,0.4746,15,0.4188,8,46,1.2843,14968,10308,287.7990,0.238803,15150,,293,267,26,21,1,8.1805,3213,3135,74,3593,3255,74,-380,-120,0,0,2,2,1,4,1,5137,5194,128,6176,5606,131,-1039,-412,-3,0,2,2,3,5,1
ESPORTSTMNT01/1992077,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992077?gameHash=280af055fec5a7cb&amp;tab=overview,LMF,2021,,0,2021-05-21 00:04:17,1,11.10,5,Blue,sup,Tulz,Ualá New Pampas,Nautilus,Lucian,Udyr,Rumble,Sylas,Renekton,2149,1,0,5,17,25,16,0,0,0,0,1,0,1,0,0.6980,1.1447,,,,,,,,,,,,,,,,,,,,,,,,0,0,5588,156.0168,0.0733641,363.9926,604.2159,46,1.2843,9,0.2513,15,76,2.1219,8056,3396,94.8162,0.078681,8025,,44,44,0,0,0,1.2285,2278,2489,23,2560,2640,13,-282,-151,10,0,3,2,1,4,1,3537,3870,31,3791,4691,22,-254,-821,9,0,4,3,1,7,1
ESPORTSTMNT01/1992077,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1992077?gameHash=280af055fec5a7cb&amp;tab=overview,LMF,2021,,0,2021-05-21 00:04:17,1,11.10,6,Red,top,Aquasonic,Undead Gaming,Sett,Varus,Senna,Zoe,Orianna,Viktor,2149,0,3,8,2,16,25,1,0,0,0,0,0,0,0,0.4467,1.1447,,,,,,,,,,,,,,,,,,,,,,,,0,1,12983,362.4849,0.146611,812.0800,1034.6301,14,0.3909,8,0.2234,10,34,0.9493,11185,6525,182.1778,0.178168,11150,,219,215,4,1,0,6.1145,4175,4231,74,3455,4626,79,720,-395,-5,3,0,2,0,3,0,5796,7007,114,5432,7599,125,364,-592,-11,3,1,3,1,3,0
