game,bluetopgp,bluetopwr,bluetopkda,bluejunglegp,bluejunglewr,bluejunglekda,bluemidgp,bluemidwr,bluemidkda,blueadcgp,blueadcwr,blueadckda,bluesupportgp,bluesupportwr,bluesupportkda,redtopgp,redtopwr,redtopkda,redjunglegp,redjunglewr,redjunglekda,redmidgp,redmidwr,redmidkda,redadcgp,redadcwr,redadckda,redsupportgp,redsupportwr,redsupportkda,result
6937-9369,4,0.75,3.3,60,0.82,5.0,36,0.75,6.2,5,0.6,7.3,8,0.63,3.7,23,0.61,4.1,22,0.64,5.6,41,0.59,7.0,20,0.45,3.0,25,0.28,3.1,0
7018-9371,4,0.5,3.3,12,0.58,3.2,7,0.43,2.6,7,0.86,3.6,23,0.65,3.1,23,0.35,2.7,17,0.41,3.4,2,0.0,1.6,0,0.0,0.0,15,0.4,2.1,0
ESPORTSTMNT01/1730313,9,0.33,3.2,19,0.53,3.2,31,0.52,3.9,8,0.25,2.4,5,0.2,3.4,11,0.55,2.5,63,0.63,5.1,5,0.4,2.2,20,0.3,3.4,10,0.6,2.5,1
6937-9372,14,0.57,3.4,9,0.33,2.7,22,0.59,4.5,33,0.48,4.4,7,0.57,3.0,4,0.75,3.3,60,0.82,5.0,17,0.59,4.7,42,0.83,4.8,25,0.68,4.5,1
7020-9375,12,0.67,3.7,8,0.63,5.4,3,1.0,5.0,47,0.72,4.7,16,0.81,3.6,2,0.0,1.2,3,0.0,2.1,18,0.61,5.0,8,0.5,6.3,9,0.44,3.0,0
ESPORTSTMNT01/1720372,5,0.6,3.5,4,0.75,4.1,8,0.25,2.0,12,0.58,5.3,9,0.33,2.8,3,0.67,11.0,3,0.0,0.7,8,0.5,8.1,5,0.4,2.2,6,0.5,2.1,0
6938-9374,30,0.47,2.5,5,0.8,3.9,43,0.6,3.9,26,0.73,6.6,1,1.0,6.0,17,0.59,2.5,52,0.58,4.0,15,0.4,4.0,23,0.43,3.2,13,0.46,2.9,0
ESPORTSTMNT01/1730332,14,0.36,2.6,41,0.68,4.3,5,0.4,2.9,20,0.3,3.4,14,0.43,2.6,10,0.3,2.1,2,0.0,1.5,12,0.33,1.8,1,0.0,1.7,1,0.0,1.5,0
6938-9377,47,0.64,3.5,59,0.42,3.1,29,0.66,4.9,46,0.57,5.2,10,0.6,3.4,30,0.47,2.5,8,0.75,3.7,17,0.88,7.0,83,0.63,4.7,38,0.58,2.9,1
7020-9378,8,0.13,2.9,12,0.33,3.4,19,0.53,3.7,8,0.38,3.8,4,0.0,1.6,9,0.67,4.1,4,0.75,8.7,16,0.81,7.4,17,0.47,2.9,16,0.81,3.6,1
ESPORTSTMNT06/1560051,5,0.8,2.5,1,1.0,19.0,14,0.64,2.5,1,1.0,18.0,25,0.64,4.5,3,0.0,1.6,17,0.47,2.8,1,0.0,0.4,16,0.63,6.1,22,0.55,2.7,0
ESPORTSTMNT06/1560052,34,0.71,4.4,2,1.0,7.2,3,0.67,8.8,21,0.67,5.9,3,0.67,4.9,8,0.5,3.0,4,0.25,2.0,1,0.0,1.7,1,0.0,2.0,9,0.44,2.6,0
ESPORTSTMNT06/1560056,17,0.53,2.9,26,0.73,4.2,23,0.7,6.9,11,0.55,4.2,7,0.43,2.1,4,0.25,2.6,9,0.56,3.2,6,0.67,3.0,15,0.27,2.2,16,0.69,4.2,0
ESPORTSTMNT03/1673660,3,0.67,4.1,9,0.78,4.3,3,0.33,2.2,1,1.0,12.0,15,0.6,2.7,5,0.2,2.4,2,0.5,1.6,29,0.59,6.2,11,0.45,3.5,22,0.36,2.4,0
ESPORTSTMNT04/1480759,5,0.8,5.9,2,0.5,4.8,1,0.0,0.8,31,0.58,4.9,48,0.58,4.2,11,0.73,4.9,1,1.0,10.0,1,1.0,12.0,4,0.5,6.4,15,0.53,4.1,1
ESPORTSTMNT03/1673670,4,0.5,2.7,9,0.33,3.4,3,0.67,6.2,7,0.43,3.0,0,0.0,0.0,6,0.33,1.5,2,1.0,4.5,6,0.5,5.1,2,1.0,4.8,1,1.0,7.7,1
ESPORTSTMNT04/1490690,16,0.88,5.3,3,0.67,6.3,10,0.6,4.5,31,0.65,3.9,20,0.35,2.1,12,0.58,2.8,9,0.56,3.4,23,0.39,2.8,3,0.0,1.5,30,0.5,3.7,0
ESPORTSTMNT03/1673683,3,0.33,1.1,0,0.0,0.0,1,0.0,4.0,9,0.33,3.3,5,0.2,2.3,4,0.75,1.7,1,1.0,5.0,2,1.0,10.5,3,0.67,4.2,7,0.57,2.8,1
ESPORTSTMNT04/1480772,6,0.83,4.4,17,0.41,3.9,14,0.71,5.6,18,0.5,6.4,81,0.62,3.1,18,0.56,3.5,3,0.67,3.3,4,1.0,13.3,21,0.52,4.6,19,0.89,5.5,1
ESPORTSTMNT03/1673702,6,0.83,6.5,2,0.5,2.1,5,0.8,4.8,15,0.6,4.4,1,0.0,0.2,23,0.65,3.3,11,0.73,4.3,14,0.5,4.6,18,0.5,5.9,34,0.5,4.3,1
ESPORTSTMNT03/1673709,6,0.67,2.5,14,0.86,6.1,17,0.53,6.0,27,0.7,6.0,2,1.0,16.0,6,0.83,3.6,4,0.75,1.5,5,0.4,3.5,2,0.0,1.6,16,0.56,2.0,0
ESPORTSTMNT03/1673715,45,0.49,3.1,10,0.4,3.0,16,0.69,4.3,17,0.59,5.6,3,1.0,7.2,3,0.33,4.4,5,0.4,3.0,7,0.29,4.4,4,0.25,6.1,12,0.67,3.1,0
ESPORTSTMNT03/1673719,5,0.4,1.3,6,0.33,2.7,7,0.29,4.4,32,0.31,3.7,12,0.67,3.1,6,0.33,3.1,19,0.74,7.2,16,0.69,4.3,31,0.81,6.6,8,0.5,3.4,1
ESPORTSTMNT03/1673726,14,0.86,5.1,10,0.6,4.7,7,0.43,3.8,35,0.66,5.1,24,0.63,2.7,10,0.6,3.5,16,0.56,4.3,5,0.4,3.4,20,0.6,5.7,8,0.5,2.6,1
ESPORTSTMNT03/1673736,7,0.86,4.3,10,0.6,4.7,10,0.9,4.9,35,0.66,5.1,31,0.65,4.1,39,0.59,3.4,16,0.56,4.3,3,0.33,2.4,20,0.6,5.7,65,0.57,4.7,0
ESPORTSTMNT03/1673738,20,0.75,5.3,19,0.74,3.7,8,0.63,4.6,52,0.62,5.6,31,0.65,4.1,10,0.6,3.5,13,0.38,2.5,46,0.59,3.9,20,0.6,5.7,20,0.6,5.6,0
NA1/3756222757,11,0.64,2.2,12,0.5,3.5,23,0.74,4.7,0,0.0,0.0,0,0.0,0.0,17,0.47,2.7,2,0.0,1.2,15,0.67,4.9,5,0.4,2.6,5,0.6,4.3,0
NA1/3756252945,24,0.71,2.6,5,0.4,3.4,48,0.65,4.9,34,0.38,5.2,6,0.5,2.7,14,0.57,2.5,23,0.7,6.0,11,0.45,3.1,41,0.59,4.7,37,0.65,3.5,0
NA1/3756323003,14,0.64,3.3,5,0.4,3.4,48,0.65,4.9,17,0.47,3.4,6,0.5,2.7,18,0.67,2.9,7,0.71,4.8,10,0.6,6.1,41,0.59,4.7,37,0.65,3.5,1
NA1/3756223414,30,0.4,3.1,11,0.36,2.9,4,0.25,3.1,1,0.0,0.3,13,0.54,3.0,13,0.77,4.3,12,0.5,3.5,13,0.62,3.4,0,0.0,0.0,0,0.0,0.0,1
NA1/3756323363,11,0.64,2.2,2,0.5,2.5,23,0.74,4.7,0,0.0,0.0,0,0.0,0.0,17,0.47,2.7,9,0.67,3.1,3,0.33,1.3,1,0.0,1.0,9,0.33,2.6,0
NA1/3756323515,29,0.52,2.3,10,0.7,6.2,24,0.54,3.0,11,0.82,8.5,6,0.67,3.6,29,0.59,2.7,5,0.4,3.4,48,0.65,4.9,17,0.47,3.4,3,0.67,2.8,0
NA1/3756254561,20,0.7,3.1,11,0.64,3.7,27,0.44,2.8,34,0.38,5.2,14,0.5,2.2,29,0.52,2.3,1,0.0,0.8,10,0.6,6.1,1,0.0,1.0,24,0.58,2.8,0
NA1/3756324728,18,0.67,2.9,7,0.43,3.1,24,0.54,3.0,3,0.67,13.0,13,0.54,3.0,14,0.64,3.3,14,0.86,3.9,48,0.65,4.9,34,0.38,5.2,36,0.67,4.0,1
ESPORTSTMNT01/1720608,9,0.44,4.3,10,0.4,2.7,11,0.27,2.5,14,0.57,3.7,37,0.46,2.2,17,0.65,5.3,1,1.0,11.0,5,0.6,2.9,3,0.67,3.7,5,0.6,3.3,1
7021-9379,2,0.5,3.7,10,0.6,3.3,2,0.5,2.4,8,0.38,4.0,23,0.61,3.1,7,0.57,2.9,4,0.25,2.2,18,0.5,4.0,25,0.68,6.0,25,0.52,4.6,0
7021-9380,23,0.61,2.6,5,0.8,7.9,10,0.9,5.6,14,0.57,3.8,8,0.38,3.2,1,0.0,0.6,15,0.2,1.7,3,0.0,0.6,32,0.44,2.9,4,0.5,3.7,0
7021-9381,14,0.21,2.3,10,0.6,3.3,1,1.0,4.3,8,0.38,4.0,4,0.25,2.6,3,0.33,1.1,8,0.63,3.4,10,0.4,4.6,1,0.0,1.5,2,0.5,4.0,0
7023-9382,5,0.8,4.6,11,0.73,5.1,13,0.38,2.5,8,0.5,3.9,13,0.23,2.6,38,0.61,4.7,4,0.75,3.3,10,0.7,6.8,21,0.38,3.1,15,0.53,2.0,1
ESPORTSTMNT01/1720684,4,0.5,7.3,3,0.33,3.7,3,0.67,2.9,6,0.33,2.6,2,0.0,1.5,14,0.36,2.6,10,0.4,2.7,2,0.5,2.5,14,0.57,3.7,12,0.42,2.2,1
7023-9383,5,0.6,2.7,7,0.57,3.3,5,0.4,4.6,15,0.67,6.2,5,0.6,2.1,11,0.27,1.8,22,0.55,3.1,1,0.0,3.0,22,0.27,1.8,15,0.4,3.1,0
7022-9385,0,0.0,0.0,4,0.25,1.2,11,0.64,4.7,35,0.4,3.7,10,0.3,2.5,1,1.0,5.0,17,0.59,3.4,18,0.56,3.4,6,0.5,3.1,9,0.33,1.6,1
6939-9384,40,0.48,2.9,31,0.39,3.6,6,0.67,3.7,10,0.3,3.3,2,0.0,0.9,3,0.33,2.3,21,0.57,6.8,47,0.51,4.2,11,0.73,5.5,24,0.42,2.4,1
ESPORTSTMNT01/1720707,11,0.45,2.0,17,0.53,5.0,6,0.83,5.3,14,0.57,3.7,9,0.78,3.0,17,0.65,5.3,7,0.57,8.8,1,0.0,3.0,3,0.67,3.7,5,0.6,3.3,0
6939-9386,6,0.67,6.6,8,0.25,4.0,20,0.5,2.1,22,0.64,4.9,12,0.25,2.4,58,0.57,3.7,6,0.33,2.9,6,0.17,1.9,10,0.3,3.3,9,0.33,2.3,0
7022-9388,19,0.37,2.6,2,0.5,3.8,21,0.38,2.2,29,0.34,3.4,8,0.38,1.5,0,0.0,0.0,24,0.5,3.5,11,0.64,4.7,20,0.4,3.7,10,0.3,2.5,1
7025-9387,1,0.0,0.6,3,0.33,1.5,1,0.0,1.5,11,0.45,3.5,9,0.22,2.5,13,0.54,2.7,4,0.75,7.8,5,0.6,5.1,12,0.5,4.2,8,0.25,2.3,1
ESPORTSTMNT01/1720710,22,0.64,3.2,23,0.65,5.0,30,0.5,3.5,40,0.5,4.3,13,0.69,2.7,11,0.73,3.8,8,0.38,3.5,20,0.65,8.0,69,0.62,4.4,3,0.0,0.9,0
7025-9390,6,0.83,4.1,5,0.6,3.3,19,0.53,8.1,4,0.75,2.6,11,0.45,2.1,2,0.0,1.0,3,0.33,1.5,6,0.5,7.2,5,0.0,2.1,13,0.15,1.8,0
6940-9389,5,0.4,2.6,24,0.63,6.7,7,0.71,9.5,32,0.59,4.5,38,0.63,3.6,12,0.5,2.7,7,0.29,4.3,16,0.31,3.1,20,0.4,4.1,16,0.56,6.7,0
7022-9391,19,0.74,4.3,9,0.67,6.6,4,0.0,1.2,6,0.5,3.1,9,0.33,1.6,0,0.0,0.0,7,0.71,4.4,11,0.64,4.7,7,0.43,3.5,10,0.5,3.0,1
6940-9392,13,0.62,4.2,24,0.63,6.7,20,0.55,4.0,32,0.59,4.5,13,0.54,3.0,13,0.46,1.5,5,0.4,2.8,13,0.46,3.4,20,0.4,4.1,37,0.22,2.6,0
ESPORTSTMNT01/1720742,5,0.8,3.5,6,0.67,3.8,5,0.8,5.4,47,0.62,4.2,14,0.5,2.4,34,0.68,2.8,24,0.71,4.4,30,0.5,3.5,37,0.76,6.8,18,0.72,2.9,0
7024-9393,2,1.0,23.0,49,0.57,4.4,12,0.75,4.7,11,0.73,7.4,5,0.6,3.6,27,0.52,2.3,5,0.4,3.3,8,0.63,2.7,68,0.49,3.8,1,0.0,0.3,0
ESPORTSTMNT06/1560072,8,0.5,2.1,1,0.0,0.4,8,0.5,4.5,19,0.47,4.5,2,0.0,0.8,1,1.0,8.0,4,0.25,2.0,10,0.7,3.9,4,0.25,3.7,3,0.33,2.0,1
7024-9394,4,1.0,6.0,5,1.0,6.2,38,0.45,3.1,11,0.73,7.4,5,0.6,3.6,27,0.52,2.3,11,0.64,7.7,21,0.57,4.7,68,0.49,3.8,9,0.33,1.4,0
ESPORTSTMNT01/1720760,4,0.5,2.3,5,0.6,1.9,30,0.5,3.5,1,0.0,0.7,15,0.6,3.0,8,0.5,2.1,23,0.48,2.4,18,0.72,9.6,4,0.5,2.6,7,0.86,3.8,1
ESPORTSTMNT06/1560073,4,0.75,4.3,9,0.56,4.3,5,0.8,9.5,21,0.67,5.9,7,0.71,2.9,7,0.43,4.3,3,0.33,2.2,1,0.0,1.0,8,0.5,9.0,7,0.71,3.0,0
ESPORTSTMNT04/1480816,9,0.33,2.9,9,0.56,3.4,13,0.54,4.4,6,0.83,21.0,30,0.5,3.7,3,0.0,1.5,3,0.33,4.8,12,0.58,6.7,9,0.22,2.0,15,0.53,4.1,0
ESPORTSTMNT03/1683943,6,0.33,1.5,1,0.0,2.7,19,0.37,4.7,2,0.0,1.4,5,0.2,1.6,4,0.5,2.8,4,0.5,3.2,13,0.77,7.5,13,0.77,4.3,23,0.48,3.4,1
ESPORTSTMNT03/1683949,7,0.57,3.4,3,0.33,1.5,18,0.56,4.2,13,0.69,6.2,10,0.8,3.2,5,0.4,1.7,21,0.38,3.1,4,0.25,3.0,1,0.0,2.0,0,0.0,0.0,0
ESPORTSTMNT04/1490767,14,0.29,2.0,7,0.57,3.1,15,0.53,4.3,9,0.89,5.1,13,0.46,3.7,17,0.53,3.2,21,0.67,6.0,10,0.5,3.0,31,0.65,3.9,1,0.0,0.7,0
ESPORTSTMNT03/1683961,5,0.4,1.8,0,0.0,0.0,5,0.6,3.0,2,0.0,2.4,9,0.33,1.7,23,0.61,2.9,14,0.5,3.4,15,0.8,6.6,14,0.57,3.5,15,0.6,2.7,1
ESPORTSTMNT03/1683969,5,0.6,4.1,9,0.22,3.0,1,1.0,13.0,18,0.5,5.9,9,0.67,2.9,10,0.7,5.2,2,0.0,1.1,2,0.5,4.5,2,0.0,1.6,16,0.56,2.0,0
ESPORTSTMNT04/1480857,2,1.0,33.0,5,0.8,6.5,6,0.83,8.0,7,0.86,6.1,6,0.67,4.9,3,0.33,0.9,4,0.75,2.8,4,0.25,2.5,7,0.57,6.3,1,0.0,0.2,0
ESPORTSTMNT03/1683998,5,0.8,2.3,2,1.0,11.5,6,0.83,5.9,14,0.57,3.2,9,0.67,4.3,14,0.71,2.3,14,0.86,6.1,24,0.38,4.0,16,0.56,2.9,11,0.73,2.1,0
ESPORTSTMNT04/1480859,4,0.5,2.1,3,0.33,2.1,8,0.38,2.3,2,0.0,0.8,3,0.33,1.6,5,0.4,2.2,3,0.67,8.3,6,0.67,5.0,3,0.33,3.7,2,0.5,4.6,1
ESPORTSTMNT03/1673808,23,0.61,2.9,19,0.79,5.7,6,0.67,4.6,13,0.62,12.3,61,0.46,3.7,25,0.44,2.4,3,0.0,1.7,15,0.2,2.9,10,0.4,2.4,28,0.61,4.5,0
ESPORTSTMNT04/1480861,2,0.5,2.2,2,0.5,2.4,2,0.5,3.6,0,0.0,0.0,1,0.0,3.5,3,0.67,5.8,4,0.75,3.2,8,0.38,2.7,0,0.0,0.0,5,1.0,4.1,1
ESPORTSTMNT03/1684020,9,0.56,1.8,9,0.22,2.5,8,0.88,5.6,14,0.29,2.5,19,0.68,6.5,9,0.67,3.7,44,0.64,3.3,24,0.67,3.7,13,0.62,12.3,4,0.25,2.8,1
ESPORTSTMNT03/1684024,25,0.48,2.5,3,0.67,2.7,2,0.5,3.5,7,0.57,2.8,8,0.63,5.6,4,0.25,1.3,3,0.33,2.6,3,0.67,4.0,3,0.33,6.2,2,0.0,1.2,0
ESPORTSTMNT03/1684025,5,0.2,1.4,10,0.2,2.3,13,0.46,3.7,10,0.3,2.8,2,0.5,7.3,31,0.68,4.4,25,0.56,5.3,79,0.72,7.7,7,0.57,2.8,13,0.62,3.0,1
NA1/3758330044,13,0.77,4.3,20,0.8,5.6,23,0.74,4.7,0,0.0,0.0,0,0.0,0.0,21,0.67,2.9,14,0.86,3.9,15,0.47,4.0,36,0.53,5.0,29,0.69,5.2,1
NA1/3758310179,4,0.5,2.6,2,0.5,4.8,2,1.0,7.3,6,0.33,3.1,6,0.5,4.5,0,0.0,0.0,1,0.0,3.0,12,0.58,4.0,9,0.33,2.1,6,0.0,1.3,0
NA1/3758330602,11,0.64,2.2,8,0.38,2.2,10,0.8,4.4,0,0.0,0.0,0,0.0,0.0,20,0.7,3.1,16,0.69,4.1,4,0.5,4.0,34,0.38,5.2,29,0.69,5.2,0
NA1/3758310892,4,0.25,1.4,1,0.0,5.3,1,0.0,2.8,5,0.4,3.6,2,0.0,1.0,0,0.0,0.0,13,0.46,2.4,3,1.0,4.3,20,0.6,3.7,9,0.56,2.4,1
NA1/3758310924,11,0.64,2.2,7,0.29,1.9,10,0.7,4.1,0,0.0,0.0,0,0.0,0.0,20,0.7,3.1,16,0.69,4.1,48,0.65,4.9,52,0.5,4.7,29,0.69,5.2,1
NA1/3758311314,21,0.67,2.9,16,0.69,4.1,27,0.44,2.8,7,0.57,4.9,23,0.48,3.1,8,0.75,3.4,3,0.67,4.0,10,0.8,4.4,0,0.0,0.0,0,0.0,0.0,1
NA1/3758311720,24,0.71,2.6,14,0.86,3.9,27,0.44,2.8,15,0.53,6.9,8,0.88,4.0,12,0.58,3.1,20,0.8,5.6,10,0.8,4.4,0,0.0,0.0,0,0.0,0.0,0
7026-9395,12,0.5,2.4,3,1.0,24.0,2,1.0,16.5,22,0.68,4.7,38,0.53,3.4,9,0.33,3.5,4,0.25,2.1,11,0.27,2.8,5,0.4,2.5,3,0.0,0.7,0
7026-9396,9,0.33,3.5,4,0.25,2.3,1,0.0,1.3,3,0.0,3.1,9,0.11,1.6,13,0.77,3.8,7,0.43,3.2,3,1.0,9.2,5,0.4,4.9,18,0.56,3.6,1
ESPORTSTMNT01/1731227,3,0.67,2.8,14,0.43,2.8,7,0.29,2.2,3,0.33,1.8,1,0.0,0.0,4,0.5,3.9,8,0.63,4.8,2,1.0,5.7,2,1.0,8.0,5,0.4,2.8,1
7028-9398,20,0.55,3.1,13,0.85,8.8,15,0.73,6.9,6,1.0,4.8,17,0.65,4.0,9,0.33,2.1,0,0.0,0.0,13,0.54,3.1,15,0.6,5.7,7,0.14,1.6,0
ESPORTSTMNT01/1731235,3,0.0,0.8,1,0.0,1.3,3,0.0,1.4,7,0.14,2.7,1,0.0,4.0,37,0.57,3.7,5,1.0,9.1,2,1.0,7.0,0,0.0,0.0,2,1.0,5.6,1
7028-9399,2,0.0,0.6,0,0.0,0.0,2,0.5,3.0,29,0.31,4.6,35,0.43,2.9,20,0.55,3.1,15,0.47,3.6,19,0.68,5.5,6,0.67,3.9,6,0.5,3.0,1
6941-9400,40,0.48,2.9,12,0.58,5.6,64,0.61,3.8,57,0.63,6.8,12,0.33,2.2,1,0.0,1.0,3,0.0,1.3,12,0.17,2.7,9,0.56,3.6,35,0.63,3.4,0
ESPORTSTMNT01/1731252,5,0.4,3.3,3,0.33,3.3,2,1.0,3.1,10,0.6,4.0,5,0.4,2.3,1,0.0,5.0,13,0.54,2.9,12,0.5,6.6,5,0.4,3.0,1,0.0,2.6,0
7030-9403,14,0.43,2.1,14,0.29,5.8,7,0.29,4.2,0,0.0,0.0,10,0.4,2.0,5,0.2,2.8,11,0.18,2.4,2,0.0,2.5,4,0.5,2.5,31,0.55,3.5,0
6941-9402,16,0.56,3.6,40,0.63,3.2,12,0.17,2.7,4,0.0,1.6,17,0.35,2.4,28,0.39,2.6,12,0.58,5.6,64,0.61,3.8,19,0.42,3.3,61,0.75,5.1,1
7030-9405,15,0.33,2.8,15,0.4,2.7,7,0.29,2.3,9,0.22,1.3,31,0.55,3.5,23,0.35,2.7,23,0.48,5.5,11,0.36,4.6,0,0.0,0.0,10,0.4,2.0,0
ESPORTSTMNT01/1731285,0,0.0,0.0,1,0.0,3.0,2,0.0,1.6,4,0.0,1.3,1,0.0,1.7,3,0.33,3.4,3,0.33,1.6,5,0.4,3.5,1,1.0,6.5,0,0.0,0.0,1
6942-9406,23,0.57,3.3,5,0.6,6.0,22,0.45,3.9,39,0.62,5.6,11,0.55,2.3,8,0.25,2.4,2,0.5,1.3,24,0.46,3.8,20,0.55,4.0,14,0.36,2.3,0
7030-9407,3,0.0,2.3,17,0.41,3.4,1,0.0,1.0,1,0.0,0.0,10,0.4,2.0,32,0.38,2.6,4,0.5,4.4,10,0.4,3.5,9,0.22,1.3,31,0.55,3.5,1
7029-9409,16,0.63,3.2,6,0.33,3.0,6,0.5,2.8,0,0.0,0.0,5,0.8,2.9,6,0.5,3.2,6,0.5,3.0,28,0.46,3.9,10,0.7,3.3,12,0.58,4.7,1
ESPORTSTMNT01/1731319,7,0.57,3.9,4,0.5,5.1,1,1.0,15.0,3,0.67,13.7,4,0.5,2.9,9,0.56,2.7,3,0.67,4.3,1,0.0,1.0,9,0.56,3.7,7,0.71,2.5,0
6942-9408,31,0.52,3.5,9,0.33,2.0,24,0.46,3.8,75,0.64,5.2,3,0.0,1.5,23,0.57,3.3,2,1.0,4.2,59,0.64,5.4,12,0.58,2.8,19,0.63,3.1,1
7029-9410,8,0.13,2.9,7,0.71,7.0,18,0.5,3.0,10,0.7,3.3,12,0.58,4.7,16,0.63,3.2,16,0.63,3.9,3,1.0,5.9,0,0.0,0.0,20,0.6,3.1,1
7029-9411,14,0.93,8.9,12,0.75,6.5,28,0.46,3.9,8,0.38,3.8,10,0.6,3.0,4,0.25,3.6,13,0.54,4.4,3,0.67,2.2,0,0.0,0.0,3,0.0,0.8,0
ESPORTSTMNT01/1731417,2,0.5,3.7,3,0.33,3.7,1,0.0,1.5,18,0.67,5.6,9,0.44,2.1,19,0.74,2.3,3,0.67,2.9,12,0.42,3.1,3,0.33,5.8,6,0.5,4.6,1
ESPORTSTMNT01/1721273,6,0.33,3.8,1,0.0,1.2,5,0.4,2.1,8,0.5,3.4,2,0.0,2.3,3,0.67,8.3,3,1.0,8.6,1,1.0,4.8,4,0.5,4.6,8,0.75,2.8,1
ESPORTSTMNT03/1673830,4,0.75,3.3,4,0.25,2.4,2,0.5,3.2,17,0.65,4.1,6,0.67,4.6,4,0.0,0.7,2,0.0,1.8,5,0.4,2.5,2,0.0,1.7,21,0.48,3.2,0
ESPORTSTMNT01/1731468,6,0.5,2.2,1,1.0,10.0,3,1.0,8.8,6,0.33,4.2,4,0.5,4.5,6,0.5,1.5,13,0.54,4.6,8,0.5,3.4,4,0.25,1.9,9,0.22,1.9,0
ESPORTSTMNT01/1731469,2,0.0,1.6,2,0.5,4.0,0,0.0,0.0,6,0.33,2.3,9,0.44,4.0,6,0.83,3.3,1,1.0,5.0,5,0.8,4.2,3,1.0,4.3,15,0.6,2.9,1
ESPORTSTMNT04/1490879,1,1.0,7.0,2,1.0,3.4,9,0.56,2.9,8,0.38,2.4,12,0.75,2.9,2,0.0,1.7,3,0.0,8.3,4,0.25,1.8,1,0.0,3.5,0,0.0,0.0,0
ESPORTSTMNT03/1673833,2,1.0,5.5,13,0.62,4.1,1,1.0,5.0,11,0.91,6.2,7,0.71,3.3,21,0.48,2.6,4,0.5,12.0,1,0.0,4.3,17,0.65,4.0,1,0.0,1.7,0
ESPORTSTMNT01/1731529,2,0.5,1.5,3,0.0,2.1,2,0.0,1.8,3,0.33,1.1,2,0.5,1.5,1,1.0,12.0,7,0.71,6.5,2,1.0,10.0,10,0.6,3.5,1,1.0,11.0,1
ESPORTSTMNT04/1490895,3,0.67,5.8,1,0.0,0.7,8,0.38,2.7,0,0.0,0.0,5,0.8,3.7,1,1.0,3.0,2,0.5,12.0,1,1.0,10.0,8,0.38,2.6,4,0.5,2.1,1
ESPORTSTMNT01/1731571,7,0.29,3.7,3,0.0,2.0,1,0.0,2.0,2,0.0,1.7,38,0.39,2.2,2,0.5,1.3,1,1.0,6.5,0,0.0,0.0,4,0.25,2.9,9,0.56,5.3,1
ESPORTSTMNT01/1721348,27,0.37,1.7,3,0.33,1.3,7,0.57,4.0,15,0.53,5.8,7,0.57,4.4,23,0.65,3.1,4,0.75,5.1,5,0.4,1.8,1,1.0,11.0,5,0.6,5.1,1
ESPORTSTMNT01/1731626,7,0.86,3.7,5,0.8,6.5,8,0.75,5.1,15,0.67,6.2,11,0.64,4.3,2,0.5,2.0,1,0.0,1.0,1,0.0,1.8,2,0.0,2.6,1,0.0,3.0,0
ESPORTSTMNT01/1721392,5,0.4,1.8,6,0.17,2.2,2,0.0,2.3,10,0.5,2.9,1,0.0,1.6,21,0.81,5.1,3,0.33,3.7,8,0.63,4.5,14,0.79,5.8,5,0.6,2.7,1
ESPORTSTMNT01/1721420,2,1.0,3.0,9,0.44,2.1,7,0.57,4.6,9,0.67,6.8,62,0.63,4.1,4,0.5,6.3,4,0.5,7.2,9,0.33,3.4,12,0.5,7.9,7,0.43,4.1,0
NA1/3758436658,4,0.5,1.8,8,0.5,3.0,0,0.0,0.0,4,0.25,1.9,2,1.0,7.3,7,0.43,5.8,1,0.0,0.0,1,0.0,0.0,3,0.33,1.5,3,0.0,0.9,0
NA1/3758446440,11,0.18,1.4,4,0.25,2.1,15,0.47,3.3,25,0.6,5.2,8,0.13,4.4,4,0.75,4.6,1,1.0,5.0,2,1.0,5.0,5,0.8,6.7,3,0.67,3.9,1
NA1/3758516253,6,0.17,1.0,8,0.25,2.2,7,0.29,4.2,1,0.0,3.0,14,0.5,2.9,8,0.75,3.0,18,0.78,5.4,23,0.83,5.3,4,0.5,2.7,36,0.67,3.1,1
NA1/3758616144,7,0.43,2.5,2,0.5,3.1,6,0.67,5.2,55,0.67,6.7,10,0.5,2.9,8,0.75,2.2,2,0.5,2.4,1,0.0,1.1,7,0.43,3.2,9,0.44,2.4,0
NA1/3758156859,9,0.56,2.6,6,0.5,3.3,3,1.0,3.8,4,0.75,5.8,8,0.25,1.8,1,0.0,0.6,3,0.0,1.5,6,0.67,2.7,2,0.5,4.6,2,0.0,1.7,0
NA1/3758436716,24,0.38,2.5,2,0.5,3.3,9,0.44,4.1,4,0.25,2.0,10,0.3,2.0,5,0.6,2.7,2,0.5,3.1,8,0.38,2.8,0,0.0,0.0,4,0.75,5.4,1
NA1/3758156888,4,0.5,1.8,1,1.0,4.7,0,0.0,0.0,7,0.43,2.3,14,0.57,3.2,3,0.33,1.8,1,0.0,1.4,2,0.0,1.1,8,0.13,2.4,6,0.0,1.5,0
NA1/3758406682,0,0.0,0.0,13,0.46,2.4,15,0.33,3.5,9,0.33,2.1,15,0.53,4.8,18,0.67,2.9,7,0.71,4.8,5,0.8,5.7,41,0.59,4.7,9,0.89,4.8,1
NA1/3758466191,3,0.33,1.8,2,0.0,0.9,7,0.0,2.7,4,0.25,3.6,13,0.46,3.9,7,0.57,3.3,16,0.69,3.7,8,0.75,4.3,3,0.67,3.3,10,0.5,2.7,1
