game,bluetopgp,bluetopwr,bluetopkda,bluejunglegp,bluejunglewr,bluejunglekda,bluemidgp,bluemidwr,bluemidkda,blueadcgp,blueadcwr,blueadckda,bluesupportgp,bluesupportwr,bluesupportkda,redtopgp,redtopwr,redtopkda,redjunglegp,redjunglewr,redjunglekda,redmidgp,redmidwr,redmidkda,redadcgp,redadcwr,redadckda,redsupportgp,redsupportwr,redsupportkda,result
ESPORTSTMNT03/1632489,8,0.5,2.9,27,0.85,5.9,54,0.74,10.2,10,0.7,5.3,11,0.55,2.8,11,0.55,2.5,41,0.68,4.3,13,0.46,3.6,21,0.57,4.3,10,0.6,2.5,0
ESPORTSTMNT03/1632500,14,0.36,2.6,63,0.63,5.1,1,0.0,1.0,20,0.3,3.4,25,0.28,2.5,20,0.65,5.4,4,0.5,4.6,54,0.7,5.0,10,0.7,5.3,11,0.55,2.8,1
ESPORTSTMNT03/1632502,14,0.36,2.6,63,0.63,5.1,4,0.25,2.3,2,0.5,2.4,25,0.28,2.5,7,0.71,3.8,23,0.83,6.1,2,0.5,3.8,10,0.7,5.3,11,0.55,2.8,1
6909-9183,2,0.0,0.9,5,0.6,3.9,36,0.75,6.2,5,0.6,7.3,22,0.64,3.1,33,0.45,2.7,11,0.55,3.0,6,0.67,5.2,43,0.6,6.3,4,0.75,4.5,1
6909-9184,16,0.56,2.8,11,0.55,3.6,50,0.64,6.1,5,0.6,7.3,25,0.68,4.5,20,0.45,3.3,2,1.0,2.9,6,0.67,5.2,43,0.6,6.3,2,0.5,1.4,1
6910-9189,17,0.41,2.0,20,0.4,3.3,4,0.25,1.5,5,0.0,2.0,10,0.2,2.0,22,0.64,3.4,11,0.82,10.1,31,0.61,6.0,19,0.42,6.4,37,0.62,3.5,1
6910-9190,3,0.33,3.9,9,0.44,4.3,31,0.61,6.0,5,0.6,6.8,4,0.75,3.2,22,0.45,2.4,11,0.55,3.1,19,0.47,4.0,33,0.36,2.5,56,0.43,3.2,1
6910-9191,9,0.33,1.1,19,0.42,4.4,44,0.52,5.3,4,0.25,3.1,50,0.52,3.5,24,0.63,3.1,1,1.0,3.3,15,0.8,8.2,7,0.57,11.3,4,0.75,3.2,1
NA1/3735059392,2,1.0,2.8,16,0.69,4.1,6,0.33,3.8,15,0.53,6.9,36,0.67,4.0,1,0.0,1.2,8,0.25,2.2,4,0.5,5.3,15,0.47,4.1,1,0.0,10.0,0
NA1/3735089393,2,0.5,2.5,2,0.5,3.0,1,0.0,0.8,9,0.44,3.1,9,0.44,1.7,3,0.33,3.0,5,0.6,9.7,18,0.5,2.5,21,0.67,5.5,8,0.5,1.8,1
NA1/3734939626,12,0.25,1.9,9,0.33,2.3,28,0.57,4.6,6,0.33,2.3,7,0.57,3.0,1,1.0,20.0,15,0.53,4.2,27,0.44,3.5,17,0.53,6.7,11,0.64,3.6,1
NA1/3737099763,21,0.48,2.3,9,0.67,3.1,3,0.33,1.3,20,0.6,3.6,3,0.67,4.0,2,0.5,11.0,5,0.4,4.4,2,0.0,2.5,2,0.0,1.0,2,0.5,1.5,0
NA1/3737119854,8,0.38,1.6,17,0.41,3.2,9,0.22,2.5,17,0.53,6.7,5,0.6,4.6,14,0.57,2.3,14,0.57,3.1,13,0.38,3.6,3,1.0,18.5,4,0.5,1.9,1
NA1/3735059696,10,0.8,6.6,14,0.57,2.8,3,1.0,7.1,3,0.67,4.1,8,0.5,3.2,20,0.7,3.1,11,0.64,3.7,15,0.47,4.0,15,0.53,6.9,36,0.67,4.0,0
NA1/3735089630,3,0.33,3.0,5,0.6,9.7,5,0.4,2.9,5,0.6,4.3,3,0.33,1.9,10,0.6,2.0,7,0.71,4.3,8,0.38,2.1,5,0.8,3.3,9,0.44,1.7,1
NA1/3737099991,2,1.0,10.3,11,0.64,3.4,2,0.5,4.3,14,0.36,3.3,13,0.46,3.9,2,0.0,0.7,12,0.67,3.6,1,0.0,1.0,5,0.4,3.3,12,0.75,3.8,0
NA1/3737120121,14,0.43,1.5,9,0.33,2.3,9,0.22,2.5,6,0.5,4.4,5,0.2,1.1,4,0.5,2.3,16,0.44,3.0,27,0.44,3.5,17,0.53,6.7,8,0.5,3.4,0
NA1/3737140122,10,0.6,2.0,2,0.0,1.8,8,0.38,2.1,5,0.8,3.3,2,0.0,0.6,24,0.5,2.9,5,0.6,9.7,11,0.64,3.9,26,0.62,3.8,14,0.5,2.9,1
NA1/3737169983,2,0.5,3.2,16,0.69,4.1,1,1.0,5.0,17,0.47,3.4,2,0.5,2.5,1,0.0,0.7,8,0.25,2.2,11,0.64,3.3,15,0.47,4.1,11,0.55,3.4,0
NA1/3737100387,21,0.48,2.3,6,0.67,3.5,15,0.67,4.9,8,0.75,5.8,3,0.67,4.0,1,0.0,0.5,11,0.64,3.4,1,0.0,1.0,14,0.36,3.3,3,0.33,2.2,0
NA1/3737170412,30,0.4,3.1,11,0.36,2.9,20,0.55,4.2,20,0.6,3.6,14,0.5,2.6,20,0.7,3.1,14,0.86,3.9,5,0.4,2.6,17,0.47,3.4,29,0.69,5.2,1
NA1/3737120636,14,0.43,1.5,9,0.33,2.3,9,0.22,2.5,5,0.6,4.6,5,0.2,1.1,14,0.71,4.1,5,0.6,9.7,18,0.5,2.5,21,0.67,5.5,25,0.84,3.7,1
NA1/3737170792,2,0.5,2.2,21,0.81,4.8,48,0.65,4.9,34,0.38,5.2,3,0.67,2.8,26,0.42,3.6,6,0.67,3.5,4,0.25,3.1,7,0.29,2.7,2,0.0,1.0,0
NA1/3737121035,24,0.5,2.9,5,0.6,9.7,5,0.4,2.9,4,0.75,7.3,7,0.43,3.8,14,0.57,2.3,14,0.57,3.1,7,0.71,6.5,22,0.41,3.0,7,0.57,3.0,1
NA1/3737121483,6,0.17,1.2,15,0.53,3.1,15,0.47,3.3,22,0.41,3.0,15,0.53,5.2,24,0.5,2.9,1,0.0,6.0,7,0.29,4.2,26,0.62,3.8,8,0.5,2.9,0
NA1/3737122018,12,0.25,1.9,15,0.53,3.1,1,0.0,4.0,2,0.5,8.5,7,0.57,3.0,1,1.0,2.0,14,0.86,3.9,15,0.53,3.6,34,0.38,5.2,7,0.71,3.8,1
NA1/3737122543,2,1.0,6.0,16,0.69,4.1,4,0.5,4.0,17,0.47,3.4,8,0.88,4.0,12,0.58,3.1,14,0.57,3.1,13,0.38,3.6,6,0.33,2.3,7,0.57,3.0,0
NA1/3737122937,5,0.6,1.7,2,0.5,5.5,17,0.59,5.4,4,0.75,6.0,1,1.0,3.0,24,0.71,2.6,14,0.86,3.9,8,0.5,2.3,34,0.38,5.2,7,0.71,3.8,0
NA1/3737123325,3,0.67,2.2,11,0.64,3.7,6,0.33,3.8,17,0.47,3.4,29,0.69,5.2,5,0.6,1.7,2,0.5,5.5,13,0.38,3.6,22,0.41,3.0,5,0.2,2.9,0
6911-9185,31,0.32,2.4,17,0.47,4.3,6,0.67,2.7,7,0.57,3.5,38,0.63,3.6,2,0.5,2.8,1,0.0,1.5,6,0.17,3.5,12,0.5,4.2,1,0.0,7.0,0
6911-9186,10,0.6,3.4,21,0.33,3.6,6,0.17,1.9,6,0.67,4.2,3,0.33,1.7,19,0.47,3.0,5,0.4,2.9,20,0.55,4.0,32,0.59,4.5,13,0.54,3.0,1
6912-9187,35,0.77,2.8,11,0.82,8.2,84,0.64,5.3,14,0.71,6.2,18,0.56,2.7,47,0.51,2.8,24,0.5,3.2,10,0.3,2.5,33,0.55,8.0,50,0.56,2.7,0
6912-9188,35,0.77,2.8,7,0.71,7.7,36,0.64,5.3,5,0.4,6.7,15,0.6,2.2,8,0.5,2.0,24,0.5,3.2,10,0.3,2.5,19,0.53,5.1,1,0.0,0.8,0
6913-9192,25,0.64,4.6,24,0.38,2.8,11,0.36,2.6,34,0.5,4.3,32,0.63,3.8,4,0.5,1.6,29,0.59,5.4,7,0.43,4.2,31,0.42,3.4,4,0.25,2.3,0
6913-9193,6,0.5,3.5,24,0.38,2.8,11,0.36,2.6,34,0.5,4.3,5,0.2,1.4,24,0.75,3.7,29,0.59,5.4,3,0.67,4.1,8,0.63,8.9,34,0.71,3.7,1
6913-9194,6,0.5,3.5,35,0.51,3.5,11,0.36,2.6,12,0.25,2.5,3,0.67,5.3,24,0.75,3.7,15,0.53,4.8,7,0.43,4.2,8,0.63,8.9,34,0.71,3.7,1
6914-9195,4,0.25,1.4,8,0.38,1.7,24,0.54,6.3,9,0.44,3.4,8,0.5,1.8,3,1.0,36.0,4,0.75,5.9,14,0.71,4.5,22,0.55,6.6,18,0.56,2.8,1
ESPORTSTMNT02/1650084,2,0.0,1.2,3,0.0,2.1,2,0.5,8.5,1,0.0,2.4,1,0.0,0.7,6,0.83,3.3,5,0.6,6.6,3,1.0,6.9,3,1.0,4.3,1,1.0,4.0,1
ESPORTSTMNT02/1650105,4,0.25,2.3,3,0.0,2.0,3,0.0,1.8,2,0.0,1.7,22,0.55,6.0,8,0.88,6.1,1,1.0,4.0,1,1.0,13.0,2,0.5,16.5,4,1.0,5.0,1
ESPORTSTMNT02/1650107,8,0.88,3.7,2,1.0,3.7,2,0.5,1.7,3,1.0,4.3,5,0.8,4.3,7,0.14,1.0,11,0.82,5.7,1,0.0,3.7,2,0.5,5.7,1,0.0,1.3,0
ESPORTSTMNT02/1650114,9,0.78,3.5,3,1.0,8.6,2,1.0,15.0,3,0.67,4.9,20,0.7,3.5,1,0.0,1.3,4,0.25,2.1,0,0.0,0.0,4,0.25,2.9,5,0.4,2.4,0
NA1/3739583938,10,0.8,6.6,14,0.57,2.8,3,1.0,7.1,3,0.67,4.1,1,1.0,1.8,4,0.75,4.6,7,0.29,3.6,7,0.57,3.7,2,0.5,3.0,6,0.33,2.5,0
NA1/3739154532,9,0.22,1.3,9,0.44,3.5,4,0.75,5.0,0,0.0,0.0,5,0.2,2.6,11,0.55,1.9,2,0.0,0.9,2,0.5,2.3,3,0.33,2.1,6,0.33,1.7,0
NA1/3739424499,1,1.0,3.5,11,0.64,3.1,13,0.77,3.0,5,0.2,1.1,6,0.33,1.4,3,0.33,2.3,24,0.63,3.2,0,0.0,0.0,13,0.54,3.4,18,0.61,4.3,0
NA1/3739274584,9,0.33,1.5,2,0.5,4.8,0,0.0,0.0,3,0.67,3.8,12,0.67,2.4,4,0.0,1.4,1,0.0,0.4,6,0.17,2.2,8,0.13,1.6,1,0.0,1.0,0
NA1/3739474172,2,0.0,1.9,2,0.0,1.9,4,0.0,1.9,1,0.0,2.0,1,0.0,1.0,21,0.48,2.3,9,0.67,3.1,15,0.67,4.9,5,0.6,3.1,16,0.56,3.8,1
NA1/3739454304,0,0.0,0.0,13,0.46,2.4,9,0.44,4.2,10,0.5,2.7,15,0.53,4.8,6,0.33,2.7,6,0.33,1.9,2,0.5,3.0,9,0.22,2.8,2,0.5,3.8,0
NA1/3739504187,2,1.0,14.0,15,0.53,3.6,14,0.43,3.5,4,0.75,5.8,9,0.44,2.6,3,0.67,1.3,5,0.0,1.2,2,0.5,4.0,8,0.13,2.4,1,0.0,0.2,0
NA1/3739274626,4,0.25,2.4,3,0.0,0.9,1,0.0,0.3,7,0.14,0.9,3,0.0,0.9,11,0.64,2.2,20,0.8,5.6,10,0.8,4.4,0,0.0,0.0,0,0.0,0.0,1
NA1/3739414489,3,0.0,1.2,1,0.0,1.2,5,0.2,2.1,3,0.33,2.2,1,0.0,1.0,3,1.0,10.3,15,0.6,4.9,4,0.75,17.7,6,0.67,3.5,4,0.75,4.8,1
NA1/3739085266,4,0.0,1.5,1,0.0,1.9,5,0.0,2.5,0,0.0,0.0,13,0.23,2.1,10,0.6,2.0,2,0.5,2.3,9,0.78,4.1,9,0.44,3.1,14,0.64,2.3,1
NA1/3739085268,20,0.7,3.1,16,0.69,4.1,27,0.44,2.8,34,0.38,5.2,29,0.69,5.2,3,0.0,0.5,14,0.71,4.0,2,0.0,0.6,2,0.0,0.7,1,0.0,0.8,0
NA1/3739125348,2,0.5,7.5,5,0.0,2.7,2,0.5,4.3,14,0.36,3.3,3,0.33,1.9,7,0.29,1.2,1,1.0,1.0,6,1.0,4.7,9,0.67,4.6,5,0.6,4.6,1
NA1/3739254924,10,0.8,3.3,10,0.7,6.2,10,0.6,6.1,3,0.67,13.0,7,0.86,4.0,1,0.0,0.3,1,0.0,0.0,1,0.0,0.0,6,0.33,3.1,2,0.0,1.0,0
NA1/3739294661,15,0.53,3.0,15,0.8,7.7,10,0.3,1.6,32,0.66,4.9,27,0.52,2.3,4,0.5,2.4,5,0.2,2.6,2,0.0,1.3,3,0.0,9.5,1,0.0,6.0,0
NA1/3739154751,10,0.6,3.0,5,0.6,3.2,3,0.33,2.1,2,0.0,1.5,10,0.3,2.0,6,0.67,3.6,4,0.75,8.1,11,0.64,3.9,21,0.67,5.5,14,0.5,2.9,1
NA1/3739274927,10,0.7,3.9,20,0.8,5.6,13,0.62,3.4,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,0.2,1.7,3,0.0,0.6,1,0.0,0.0,1,0.0,0.0,0
NA1/3739394453,7,0.43,2.2,3,0.0,0.9,3,0.0,1.5,8,0.13,2.4,2,0.5,1.2,6,0.5,2.3,5,0.8,3.9,6,0.5,4.2,4,0.75,4.6,11,0.27,2.0,1
NA1/3739394472,1,1.0,7.5,5,0.4,3.4,4,0.5,4.0,15,0.53,6.9,29,0.69,5.2,2,0.5,1.3,18,0.44,2.5,2,0.0,0.2,2,0.0,0.7,1,0.0,0.2,0
NA1/3739185150,24,0.46,3.3,2,1.0,2.2,4,0.25,2.6,5,0.6,3.1,5,0.6,4.3,1,0.0,1.8,3,0.0,1.9,1,0.0,3.0,1,0.0,3.6,1,0.0,2.3,0
NA1/3739464588,11,0.55,1.9,5,0.6,2.7,5,0.4,1.8,15,0.4,2.8,4,0.75,2.2,2,0.0,3.3,4,0.25,2.9,24,0.5,3.5,0,0.0,0.0,4,0.5,4.1,0
NA1/3739125682,1,0.0,1.5,5,0.0,1.4,10,0.4,4.8,3,0.0,0.9,4,0.25,1.8,3,1.0,10.3,15,0.6,4.9,0,0.0,0.0,6,0.67,3.5,2,1.0,4.7,1
NA1/3739274973,2,0.0,1.2,2,0.0,1.0,2,0.0,2.9,3,0.0,3.3,3,0.0,1.1,4,0.5,1.8,3,0.67,4.2,0,0.0,0.0,3,0.67,5.0,3,0.33,2.4,1
NA1/3739245218,4,0.25,1.4,1,0.0,2.1,3,0.0,2.0,1,0.0,3.2,3,0.67,5.9,29,0.52,2.3,13,0.69,3.9,33,0.64,4.3,11,0.82,8.5,9,0.89,4.8,1
NA1/3739085622,10,0.6,2.0,1,1.0,4.5,8,0.38,2.1,9,0.44,3.1,9,0.44,1.7,4,0.0,1.5,6,0.33,3.5,1,0.0,1.4,0,0.0,0.0,8,0.13,2.8,0
NA1/3739484923,3,0.0,1.3,17,0.53,4.0,7,0.0,2.7,4,0.25,3.6,8,0.25,2.4,0,0.0,0.0,13,0.46,2.4,6,0.67,2.5,10,0.5,2.7,15,0.53,4.8,1
NA1/3739425010,8,0.5,2.9,3,0.33,2.5,0,0.0,0.0,6,0.33,1.6,6,0.5,4.2,5,0.2,1.9,6,0.33,1.9,2,0.0,1.1,10,0.5,2.6,5,0.4,3.4,0
NA1/3739245295,14,0.71,4.1,11,0.36,4.1,18,0.5,2.5,4,0.75,7.3,26,0.58,3.0,20,0.4,1.8,3,0.0,1.5,12,0.42,4.2,13,0.54,3.2,10,0.5,3.0,0
NA1/3739444750,1,0.0,1.3,5,0.2,2.6,4,0.25,2.8,0,0.0,0.0,2,0.0,1.0,8,0.75,3.0,8,0.63,4.9,2,1.0,3.3,13,0.62,7.6,8,1.0,4.5,1
NA1/3739185374,1,0.0,1.0,7,0.29,3.6,7,0.57,3.7,8,0.25,3.1,2,0.5,6.3,4,1.0,4.3,9,0.33,3.6,7,0.86,4.5,15,0.47,4.1,5,0.6,2.8,1
NA1/3739464872,8,0.38,1.6,17,0.41,3.2,21,0.43,3.3,3,0.33,2.7,11,0.64,3.6,6,0.33,2.7,5,0.0,2.7,2,0.0,2.5,2,0.5,4.0,2,0.0,2.0,0
NA1/3739425354,11,0.73,3.7,9,0.56,3.8,24,0.5,3.5,0,0.0,0.0,5,0.8,4.4,4,0.25,1.1,1,0.0,0.5,2,0.0,0.2,15,0.4,2.8,6,0.17,1.3,0
NA1/3739425471,8,0.75,2.2,14,0.71,3.8,6,0.33,1.5,4,0.75,3.4,19,0.53,2.3,1,0.0,0.7,13,0.54,3.4,6,0.17,1.5,5,0.4,2.9,0,0.0,0.0,0
6915-9197,9,0.78,6.8,26,0.58,3.8,31,0.74,5.3,83,0.63,4.7,13,0.62,3.6,22,0.45,2.4,19,0.42,4.4,19,0.47,4.0,20,0.65,4.5,50,0.52,3.5,0
6915-9198,34,0.82,4.5,18,0.5,4.4,9,0.89,7.6,83,0.63,4.7,13,0.62,3.6,8,0.5,1.6,10,0.4,4.4,3,0.0,1.4,5,0.0,2.0,56,0.43,3.2,0
6916-9199,18,0.33,2.0,9,0.33,2.7,6,0.17,3.5,4,0.5,3.1,1,0.0,0.6,23,0.48,4.1,51,0.71,5.0,2,0.5,3.4,63,0.7,5.1,25,0.68,4.5,1
6916-9200,40,0.48,2.9,9,0.33,2.7,14,0.57,3.8,6,0.67,4.2,3,0.33,1.7,18,0.44,2.3,51,0.71,5.0,44,0.68,6.4,63,0.7,5.1,8,0.88,4.1,0
6916-9201,58,0.57,3.7,4,0.5,2.7,6,0.67,3.7,12,0.5,4.2,9,0.56,2.4,25,0.64,3.1,51,0.71,5.0,7,0.86,7.6,13,0.69,5.7,25,0.68,4.5,0
ESPORTSTMNT02/1640112,3,0.33,2.0,1,0.0,1.5,1,0.0,2.4,2,0.5,4.4,2,0.0,2.3,1,1.0,2.6,4,0.75,7.9,9,0.56,6.1,4,0.75,9.6,4,1.0,4.1,1
ESPORTSTMNT02/1640127,5,0.4,1.5,10,0.8,6.3,8,0.25,3.5,12,0.67,5.0,7,0.57,2.8,1,0.0,1.3,2,0.5,2.1,1,0.0,1.5,3,0.0,9.5,7,0.43,5.7,0
ESPORTSTMNT02/1640143,4,0.5,3.9,7,0.43,3.8,4,0.5,3.8,5,0.6,6.3,6,0.5,4.0,4,0.25,1.9,3,0.33,3.0,1,0.0,1.0,1,0.0,7.0,2,0.0,0.8,0
ESPORTSTMNT02/1640154,5,0.8,2.6,4,0.5,3.0,5,0.6,5.0,2,1.0,4.3,7,0.43,8.3,1,0.0,8.0,1,0.0,1.0,1,0.0,6.0,7,0.29,8.0,1,0.0,2.0,0
NA1/3741211550,2,0.0,1.7,5,0.0,0.9,2,0.0,1.1,0,0.0,0.0,5,0.6,5.2,10,0.6,3.0,5,0.6,3.2,12,0.42,4.2,13,0.54,3.2,10,0.3,2.0,1
NA1/3741221590,9,0.22,1.3,9,0.56,3.8,4,0.75,5.0,0,0.0,0.0,1,0.0,4.0,0,0.0,0.0,10,0.8,4.3,1,1.0,6.0,10,0.5,2.7,3,0.33,2.9,1
NA1/3741211613,4,0.5,2.6,2,0.0,0.9,2,0.0,0.9,15,0.4,2.8,1,0.0,0.5,2,0.5,4.0,17,0.53,4.0,7,0.43,3.4,7,0.57,3.3,2,0.5,3.8,1
NA1/3741500797,2,0.0,1.9,1,0.0,4.5,4,0.0,1.9,4,0.0,2.4,3,0.0,1.9,1,1.0,3.5,2,1.0,5.1,7,0.57,3.7,8,0.25,3.1,1,1.0,4.3,1
NA1/3741630404,3,0.33,2.9,2,0.5,4.9,11,0.45,3.0,3,0.33,2.2,4,0.25,1.8,4,0.25,1.9,2,0.0,1.0,6,0.17,2.2,8,0.13,1.6,1,0.0,1.1,0
NA1/3741221703,1,0.0,1.3,6,0.33,1.9,6,0.5,1.9,7,0.43,1.9,6,0.33,1.4,10,0.7,3.9,17,0.71,5.2,12,0.75,4.2,0,0.0,0.0,0,0.0,0.0,1
NA1/3741211639,3,0.33,1.8,17,0.41,3.2,27,0.44,3.5,3,0.33,2.7,12,0.42,4.4,1,1.0,1.4,13,0.69,3.9,10,0.6,6.1,11,0.82,8.5,1,1.0,5.7,1
NA1/3741470828,6,0.5,2.3,15,0.53,3.6,14,0.43,3.5,38,0.5,3.7,11,0.73,4.7,11,0.45,2.7,13,0.62,6.3,3,0.33,1.9,24,0.71,4.2,27,0.52,2.3,0
NA1/3741331153,14,0.64,4.6,1,1.0,21.0,0,0.0,0.0,16,0.44,3.8,4,0.5,2.7,6,0.33,2.2,7,0.43,3.4,0,0.0,0.0,6,0.67,3.5,4,0.75,4.8,0
NA1/3741550739,1,0.0,1.0,5,0.4,4.4,1,0.0,0.7,14,0.36,3.3,3,0.33,2.2,1,1.0,11.0,2,0.5,10.5,3,0.33,2.4,3,0.33,3.0,3,0.67,5.9,1
NA1/3741570696,10,0.4,1.4,3,0.33,2.5,0,0.0,0.0,7,0.43,3.3,18,0.61,4.3,7,0.29,1.6,4,0.25,1.5,3,0.33,1.6,3,0.33,0.9,4,0.25,0.7,1
NA1/3741271239,1,1.0,2.6,11,0.36,2.9,20,0.55,4.2,5,0.6,3.1,5,0.6,4.3,2,0.5,4.7,9,0.33,3.6,6,0.33,3.4,5,0.6,3.2,1,0.0,2.5,0
NA1/3741351212,8,0.38,1.7,14,0.57,3.1,7,0.71,4.0,5,0.6,4.6,2,0.5,2.4,3,0.0,0.5,14,0.71,4.0,1,0.0,0.1,2,0.0,0.7,1,0.0,0.5,0
NA1/3741600545,3,0.33,2.0,3,0.0,1.0,1,0.0,1.1,6,0.5,4.7,5,0.2,1.5,2,0.5,3.8,5,0.2,2.6,1,1.0,2.4,11,0.73,5.6,14,0.5,2.6,1
NA1/3741400897,10,0.6,2.0,2,0.5,3.0,8,0.38,2.1,5,0.8,3.3,14,0.64,2.3,26,0.5,3.6,2,0.0,4.1,5,0.4,2.9,3,0.33,3.8,3,0.0,1.9,0
NA1/3741471233,10,0.7,3.9,20,0.8,5.6,10,0.7,4.1,0,0.0,0.0,0,0.0,0.0,6,0.33,3.9,3,0.33,1.2,3,0.33,4.7,2,0.0,2.7,5,0.0,1.7,0
NA1/3741610911,3,0.33,2.5,3,0.33,2.8,0,0.0,0.0,16,0.44,3.8,6,0.67,2.9,5,0.6,2.6,12,0.5,4.5,0,0.0,0.0,1,0.0,1.0,1,0.0,0.8,0
NA1/3741501280,3,0.33,2.1,3,0.0,1.8,3,0.33,2.4,1,0.0,1.5,4,0.25,2.9,2,1.0,10.3,5,0.4,4.4,1,1.0,5.0,14,0.36,3.3,13,0.46,3.9,1
NA1/3741351579,6,0.5,4.7,2,0.0,0.9,2,0.0,0.6,1,0.0,0.2,1,0.0,0.4,7,0.57,2.4,15,0.53,3.1,5,0.8,5.5,3,1.0,18.5,7,0.57,3.0,1
NA1/3741212085,3,0.67,2.9,2,0.5,2.5,3,0.33,2.1,5,0.4,2.2,10,0.3,2.0,1,0.0,1.7,6,0.33,3.5,3,0.0,1.7,0,0.0,0.0,8,0.13,2.8,0
NA1/3741212090,11,0.55,1.9,3,0.33,2.0,3,0.0,0.8,1,0.0,0.9,1,0.0,1.6,1,1.0,14.0,17,0.53,4.0,1,1.0,7.5,7,0.57,3.3,8,0.25,2.4,1
NA1/3741501311,1,0.0,1.2,1,0.0,2.0,4,0.0,1.9,4,0.0,2.4,3,0.0,1.9,4,0.75,4.6,7,0.29,3.6,7,0.57,3.7,2,0.5,3.0,3,0.67,4.4,1
NA1/3741571128,7,0.29,1.6,4,0.25,1.5,1,0.0,2.0,2,0.0,1.1,4,0.25,0.7,1,1.0,3.5,24,0.63,3.2,0,0.0,0.0,13,0.54,3.4,18,0.61,4.3,1
NA1/3741391406,0,0.0,0.0,10,0.8,4.3,12,0.58,4.0,10,0.5,2.7,15,0.53,4.8,11,0.73,3.7,9,0.44,3.5,24,0.5,3.5,0,0.0,0.0,4,0.5,4.1,0
NA1/3741541283,1,1.0,2.5,5,0.2,2.7,9,0.22,2.2,4,0.25,2.3,1,1.0,10.5,4,0.0,1.4,1,0.0,1.2,2,0.0,2.9,3,0.0,3.3,3,0.0,1.1,0
NA1/3741441248,7,0.43,2.2,3,0.0,0.6,3,0.0,1.5,1,0.0,1.2,1,0.0,0.8,1,1.0,9.0,1,1.0,2.7,1,1.0,15.0,3,0.0,9.5,10,0.8,12.9,1
NA1/3741471353,15,0.53,3.0,15,0.8,7.7,10,0.3,1.6,13,0.62,7.6,6,0.5,1.9,15,0.53,4.2,5,0.8,3.9,14,0.43,3.5,38,0.5,3.7,9,0.44,2.6,0
NA1/3741471379,10,0.8,3.3,3,0.33,1.7,16,0.44,3.0,33,0.64,5.5,13,0.54,3.0,8,0.38,1.6,17,0.41,3.2,10,0.3,2.4,9,0.67,4.6,11,0.64,3.6,0
NA1/3741331718,24,0.46,3.3,11,0.36,2.9,4,0.25,2.6,5,0.6,3.1,3,0.67,2.0,6,0.83,5.6,2,1.0,3.3,4,0.5,4.5,15,0.47,4.1,11,0.55,3.4,1
NA1/3741222396,3,0.33,2.3,9,0.56,3.6,13,0.46,2.5,21,0.67,5.5,14,0.5,2.9,10,0.6,2.0,2,0.0,1.8,2,0.0,0.7,9,0.44,3.1,11,0.55,3.2,0
NA1/3741501670,2,0.5,11.0,11,0.64,3.4,1,1.0,9.0,3,0.33,1.5,3,0.33,2.3,1,0.0,0.3,1,0.0,1.5,1,0.0,2.5,6,0.33,3.1,1,0.0,2.0,0
NA1/3741411811,15,0.53,4.2,11,0.36,2.5,7,0.14,1.5,38,0.5,3.7,5,0.4,2.7,28,0.36,2.2,15,0.8,7.7,18,0.83,4.6,13,0.62,7.6,6,0.5,1.9,1
NA1/3741232383,10,0.6,2.0,2,0.5,2.3,9,0.78,4.1,9,0.44,3.1,9,0.44,1.7,3,1.0,18.0,4,0.75,8.1,13,0.46,2.5,3,0.33,3.8,14,0.5,2.9,1
NA1/3741571679,8,0.63,2.6,11,0.36,2.1,0,0.0,0.0,11,0.64,4.5,6,0.5,4.2,7,0.29,1.6,2,0.0,1.2,1,0.0,0.5,7,0.14,0.9,3,0.0,0.9,0
NA1/3741541868,21,0.48,2.3,4,0.5,2.8,20,0.55,4.2,20,0.6,3.6,3,0.67,2.0,5,0.6,3.0,14,0.57,2.8,4,0.5,4.5,15,0.47,4.1,11,0.55,3.4,0
6971-9202,8,0.13,2.9,19,0.58,4.8,28,0.46,3.9,2,0.0,5.0,19,0.63,3.6,12,0.5,2.4,1,1.0,1.8,6,0.83,3.3,22,0.5,4.2,16,0.69,2.3,1
ESPORTSTMNT01/1690520,34,0.68,2.8,5,0.6,1.9,1,1.0,10.0,37,0.76,6.8,18,0.72,2.9,12,0.42,2.0,7,0.43,4.9,11,0.27,2.5,9,0.44,3.5,37,0.46,2.2,0
6971-9203,2,1.0,13.5,15,0.6,4.6,3,0.67,3.8,19,0.74,5.2,14,0.5,2.5,5,0.0,1.4,19,0.58,4.8,28,0.46,3.9,6,0.33,2.8,4,0.0,1.6,0
6973-9204,9,0.44,3.2,9,0.67,5.4,10,0.7,6.8,21,0.38,3.1,20,0.6,2.5,4,0.25,1.1,4,0.0,0.9,28,0.57,4.4,1,0.0,1.7,18,0.39,2.7,0
6972-9205,13,0.54,2.7,18,0.61,3.7,19,0.53,8.1,3,0.0,3.8,11,0.45,1.9,20,0.45,3.1,26,0.23,2.2,21,0.62,4.5,6,1.0,4.8,17,0.82,8.4,1
ESPORTSTMNT01/1690549,12,0.42,2.0,2,0.0,1.1,16,0.38,4.2,20,0.4,2.9,30,0.5,2.7,26,0.77,4.2,24,0.71,4.4,30,0.5,3.5,40,0.5,4.3,18,0.72,2.9,1
6973-9207,2,0.5,2.5,17,0.53,5.2,7,0.29,3.1,7,0.86,3.6,23,0.65,3.1,41,0.66,3.9,1,0.0,3.4,7,0.43,2.9,32,0.44,3.1,20,0.6,2.5,0
