"","banned_champions","full","picked_champions","picked_champions_players_statistics","players_statistics"
"1",0.660049627791563,0.768211920529801,0.629032258064516,0.801369863013699,0.846905537459283
"2",0.659846547314578,0.779220779220779,0.635294117647059,0.801302931596091,0.821548821548822
"3",0.68671679197995,0.810289389067524,0.56797583081571,0.827361563517915,0.855218855218855
"4",0.606741573033708,0.855345911949686,0.679706601466993,0.832258064516129,0.809859154929577
"5",0.595988538681948,0.797507788161994,0.645161290322581,0.779456193353474,0.83495145631068
"6",0.584795321637427,0.792207792207792,0.655737704918033,0.7875,0.774834437086093
"7",0.698630136986301,0.789644012944984,0.617886178861789,0.82,0.844155844155844
"8",0.681818181818182,0.790540540540541,0.675392670157068,0.811881188118812,0.864864864864865
"9",0.618384401114206,0.810126582278481,0.627118644067797,0.776699029126214,0.835016835016835
"10",0.663316582914573,0.817610062893082,0.602272727272727,0.831746031746032,0.850793650793651
"11",0.641025641025641,0.839344262295082,0.619469026548673,0.793650793650794,0.84012539184953
"12",0.666666666666667,0.8,0.6,0.786163522012579,0.86
"13",0.658415841584158,0.772727272727273,0.641095890410959,0.840390879478827,0.833333333333333
"14",0.678391959798995,0.786666666666667,0.621468926553672,0.797385620915033,0.813333333333333
"15",0.653266331658292,0.781456953642384,0.642642642642643,0.792332268370607,0.815789473684211
"16",0.631853785900783,0.768253968253968,0.633608815426997,0.825082508250825,0.845901639344262
"17",0.698630136986301,0.825082508250825,0.623529411764706,0.786885245901639,0.797250859106529
"18",0.666666666666667,0.816993464052288,0.566978193146417,0.823151125401929,0.837209302325581
"19",0.669975186104218,0.829113924050633,0.617021276595745,0.773993808049536,0.833333333333333
"20",0.663366336633663,0.804953560371517,0.648936170212766,0.824281150159744,0.849498327759197
"21",0.642105263157895,0.774410774410774,0.648351648351648,0.836477987421384,0.858085808580858
"22",0.674937965260546,0.794520547945205,0.668555240793201,0.805194805194805,0.861842105263158
"23",0.64021164021164,0.810457516339869,0.672,0.805031446540881,0.798679867986799
"24",0.671834625322997,0.802631578947368,0.647058823529412,0.855345911949686,0.814332247557003
"25",0.594444444444444,0.782334384858044,0.593059936908517,0.816053511705686,0.814569536423841
"26",0.651741293532338,0.821656050955414,0.664804469273743,0.786440677966102,0.8
"27",0.589531680440771,0.836012861736334,0.632152588555858,0.861635220125786,0.853242320819113
"28",0.698630136986301,0.781456953642384,0.620481927710843,0.816720257234727,0.814814814814815
"29",0.698630136986301,0.798701298701299,0.624657534246575,0.784053156146179,0.832786885245902
"30",0.637837837837838,0.8,0.648793565683646,0.750788643533123,0.846153846153846
"31",0.66,0.744336569579288,0.627118644067797,0.785478547854785,0.857142857142857
"32",0.587878787878788,0.819047619047619,0.626780626780627,0.810289389067524,0.82943143812709
"33",0.671679197994987,0.798657718120805,0.629834254143646,0.801324503311258,0.854237288135593
"34",0.620320855614973,0.791946308724832,0.621082621082621,0.816720257234727,0.8375
"35",0.666666666666667,0.807817589576547,0.646900269541779,0.794612794612795,0.842809364548495
"36",0.697247706422018,0.837209302325581,0.58659217877095,0.812080536912752,0.817567567567568
"37",0.661577608142494,0.831168831168831,0.623306233062331,0.814332247557003,0.80794701986755
"38",0.666666666666667,0.777777777777778,0.636636636636637,0.819277108433735,0.860927152317881
"39",0.637602179836512,0.808917197452229,0.614925373134328,0.807570977917981,0.825806451612903
"40",0.64850136239782,0.810126582278481,0.661417322834646,0.820846905537459,0.812080536912752
"41",0.602272727272727,0.801261829652997,0.622478386167147,0.814569536423841,0.858085808580858
"42",0.673469387755102,0.819354838709677,0.676923076923077,0.745874587458746,0.817567567567568
"43",0.654639175257732,0.785478547854785,0.675675675675676,0.765273311897106,0.805194805194805
"44",0.635359116022099,0.823899371069182,0.604651162790698,0.828025477707006,0.826498422712934
"45",0.700228832951945,0.815789473684211,0.64850136239782,0.768729641693811,0.852348993288591
"46",0.668329177057357,0.782608695652174,0.621621621621622,0.815286624203822,0.829113924050633
"47",0.666666666666667,0.819047619047619,0.639769452449568,0.781456953642384,0.838926174496644
"48",0.666666666666667,0.801324503311258,0.636871508379888,0.811688311688312,0.852348993288591
"49",0.658536585365854,0.806349206349206,0.657824933687003,0.798679867986799,0.795847750865052
"50",0.650537634408602,0.787692307692308,0.647727272727273,0.833876221498371,0.834437086092715
"51",0.697247706422018,0.882943143812709,0.698850574712644,0.908496732026144,0.916129032258065
"52",0.698850574712644,0.872611464968153,0.698850574712644,0.888888888888889,0.92156862745098
"53",0.698630136986301,0.886731391585761,0.697247706422018,0.903010033444816,0.919093851132686
"54",0.697247706422018,0.905537459283388,0.698630136986301,0.885906040268456,0.911475409836066
"55",0.698850574712644,0.882352941176471,0.697247706422018,0.869009584664537,0.945337620578778
"56",0.698630136986301,0.883116883116883,0.697247706422018,0.856209150326797,0.881578947368421
"57",0.698630136986301,0.895622895622896,0.673267326732673,0.885993485342019,0.938906752411576
"58",0.698850574712644,0.871287128712871,0.698630136986301,0.887417218543046,0.932432432432432
"59",0.697247706422018,0.909677419354839,0.700228832951945,0.88961038961039,0.918367346938776
"60",0.697247706422018,0.880258899676375,0.697247706422018,0.909090909090909,0.938906752411576
"61",0.697247706422018,0.901315789473684,0.688524590163934,0.896103896103896,0.935483870967742
"62",0.697247706422018,0.865771812080537,0.700228832951945,0.88,0.911475409836066
"63",0.690140845070423,0.883116883116883,0.697247706422018,0.899676375404531,0.915032679738562
"64",0.698630136986301,0.901315789473684,0.694252873563218,0.874576271186441,0.877076411960133
"65",0.697247706422018,0.883116883116883,0.697247706422018,0.896774193548387,0.938906752411576
"66",0.698850574712644,0.880258899676375,0.697247706422018,0.886731391585761,0.924590163934426
"67",0.698630136986301,0.932907348242812,0.698630136986301,0.885245901639344,0.92156862745098
"68",0.698630136986301,0.87741935483871,0.698630136986301,0.896103896103896,0.918032786885246
"69",0.698850574712644,0.872131147540984,0.698850574712644,0.891089108910891,0.944262295081967
"70",0.697247706422018,0.893890675241158,0.698850574712644,0.884615384615385,0.938110749185668
"71",0.697247706422018,0.87012987012987,0.702078521939954,0.925081433224756,0.911475409836066
"72",0.698630136986301,0.9,0.698850574712644,0.876254180602007,0.919093851132686
"73",0.698850574712644,0.853420195439739,0.697247706422018,0.869009584664537,0.903010033444816
"74",0.698850574712644,0.876623376623377,0.698630136986301,0.883870967741936,0.911475409836066
"75",0.697247706422018,0.906148867313916,0.698630136986301,0.899676375404531,0.953947368421053
"76",0.697247706422018,0.901587301587302,0.695652173913043,0.870748299319728,0.903225806451613
"77",0.698850574712644,0.890365448504983,0.698850574712644,0.893890675241158,0.904918032786885
"78",0.698630136986301,0.901960784313726,0.674641148325359,0.887459807073955,0.925566343042071
"79",0.676258992805755,0.893333333333333,0.697247706422018,0.903654485049834,0.92156862745098
"80",0.697247706422018,0.87012987012987,0.682352941176471,0.888157894736842,0.95364238410596
"81",0.698850574712644,0.905537459283388,0.697247706422018,0.896103896103896,0.9185667752443
"82",0.697247706422018,0.889589905362776,0.697247706422018,0.882352941176471,0.891803278688525
"83",0.697247706422018,0.877887788778878,0.700228832951945,0.88,0.912621359223301
"84",0.697247706422018,0.879478827361563,0.697247706422018,0.904918032786885,0.938110749185668
"85",0.700228832951945,0.868686868686869,0.697247706422018,0.92,0.93687707641196
