game,blueTopGP,blueTopWR,blueTopKDA,blueJungleGP,blueJungleWR,blueJungleKDA,blueMidGP,blueMidWR,blueMidKDA,blueADCGP,blueADCWR,blueADCKDA,blueSupportGP,blueSupportWR,blueSupportKDA,redTopGP,redTopWR,redTopKDA,redJungleGP,redJungleWR,redJungleKDA,redMidGP,redMidWR,redMidKDA,redAdcGP,redAdcWR,redAdcKDA,redSupportGP,redSupportWR,redSupportKDA,result
ESPORTSTMNT03/1632489,0,0,0,14,0.57,7.45,0,0,0,2,0.5,21.0,1,0.0,4.67,1,1.0,3.33,3,1.0,3.11,3,0.33,10.67,1,0.0,13.0,4,0.25,4.45,0
ESPORTSTMNT03/1632500,2,0.5,2.5,4,0.75,6.4,0,0,0,4,0.5,5.38,1,0.0,3.33,2,0.5,9.5,3,0.67,3.43,12,0.75,5.21,3,0.67,11.67,2,0.5,9.67,1
ESPORTSTMNT03/1632502,3,0.33,2.33,5,0.6,4.5,1,0.0,8.0,0,0,0,2,0.0,1.78,0,0,0,1,1.0,6.67,0,0,0,4,0.5,9.8,3,0.33,8.4,1
6909-9183,0,0,0,3,0.33,5.0,4,0.5,12.25,0,0,0,6,0.33,3.46,0,0,0,1,0.0,1.5,0,0,0,0,0,0,0,0,0,1
6909-9184,0,0,0,2,0.5,3.0,6,0.33,4.17,1,0.0,1.0,3,0.67,3.36,0,0,0,0,0,0,1,0.0,7.0,1,0.0,8.0,0,0,0,1
6910-9189,3,1.0,3.14,1,1.0,3.67,0,0,0,2,0.5,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6910-9190,0,0,0,0,0,0,1,0.0,10.0,0,0,0,0,0,0,2,0.5,0.73,0,0,0,1,0.0,9.5,4,0.25,5.0,1,0.0,8.67,1
6910-9191,0,0,0,2,0.5,20.5,4,0.5,7.57,1,0.0,2.0,0,0,0,0,0,0,0,0,0,2,0.0,3.4,0,0,0,1,0.0,1.0,1
NA1/3735059392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.4,0,0,0,6,0.33,6.0,0,0,0,0
NA1/3735089393,1,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1/3734939626,0,0,0,0,0,0,6,0.5,7.42,3,1.0,3.55,1,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1/3737099763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3737119854,0,0,0,0,0,0,0,0,0,1,0.0,9.0,0,0,0,2,1.0,1.91,0,0,0,4,0.25,3.0,0,0,0,0,0,0,1
NA1/3735059696,2,0.5,4.75,3,0.67,4.5,0,0,0,0,0,0,2,0.5,0.4,0,0,0,0,0,0,0,0,0,1,1.0,8.0,1,1.0,2.67,0
NA1/3735089630,1,0.0,5.5,1,0.0,19.0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0.0,0.55,1
NA1/3737099991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,4.08,0
NA1/3737120121,0,0,0,1,0.0,0.83,0,0,0,0,0,0,2,0.0,3.0,0,0,0,0,0,0,1,0.0,9.5,2,0.0,10.67,0,0,0,0
NA1/3737140122,2,0.5,1.57,0,0,0,1,0.0,9.0,1,0.0,6.0,0,0,0,4,0.75,3.67,2,0.0,12.0,0,0,0,0,0,0,0,0,0,1
NA1/3737169983,0,0,0,1,1.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,2.33,1,1.0,1.4,7,0.43,6.09,1,1.0,2.0,0
NA1/3737100387,1,1.0,7.0,0,0,0,0,0,0,0,0,0,1,1.0,6.0,0,0,0,1,1.0,8.0,0,0,0,1,1.0,11.0,0,0,0,0
NA1/3737170412,0,0,0,0,0,0,0,0,0,1,1.0,8.0,4,0.75,2.93,1,1.0,0.29,0,0,0,0,0,0,1,1.0,11.0,0,0,0,1
NA1/3737120636,1,1.0,4.5,2,0.5,2.33,1,1.0,14.0,0,0,0,3,0.33,3.4,0,0,0,3,0.0,10.33,1,0.0,7.0,1,0.0,7.67,0,0,0,1
NA1/3737170792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,13.0,0,0,0,0,0,0,0,0,0,0
NA1/3737121035,5,0.6,4.08,4,0.0,9.6,1,0.0,0.5,0,0,0,0,0,0,3,0.67,1.94,1,0.0,5.0,3,0.67,7.0,0,0,0,2,0.0,1.88,1
NA1/3737121483,2,1.0,1.62,0,0,0,0,0,0,1,0.0,6.5,6,0.67,8.18,6,0.5,3.33,0,0,0,0,0,0,1,0.0,20.0,0,0,0,0
NA1/3737122018,1,0.0,0.67,1,1.0,11.0,0,0,0,0,0,0,3,0.0,2.8,0,0,0,1,0.0,2.6,0,0,0,1,1.0,15.0,0,0,0,1
NA1/3737122543,0,0,0,2,1.0,4.25,0,0,0,2,0.5,6.25,0,0,0,2,1.0,12.5,2,0.0,4.67,5,0.2,3.0,4,0.75,2.73,4,0.0,2.55,0
NA1/3737122937,0,0,0,0,0,0,0,0,0,1,1.0,0.67,0,0,0,0,0,0,2,0.0,3.0,0,0,0,2,0.5,21.0,1,0.0,7.0,0
NA1/3737123325,0,0,0,1,1.0,0.6,1,1.0,2.33,3,0.67,9.0,1,0.0,5.33,1,1.0,11.0,1,1.0,20.0,6,0.33,2.68,2,0.5,6.25,1,0.0,0.75,0
6911-9185,2,0.5,2.0,1,0.0,2.0,0,0,0,3,0.67,3.0,8,0.38,2.92,0,0,0,0,0,0,1,0.0,21.0,0,0,0,0,0,0,0
6911-9186,0,0,0,1,1.0,21.0,0,0,0,0,0,0,0,0,0,1,0.0,12.0,3,0.0,5.44,8,0.38,4.38,6,0.0,5.07,4,0.75,1.89,1
6912-9187,0,0,0,0,0,0,0,0,0,1,1.0,1.5,0,0,0,3,0.33,1.82,3,0.33,4.12,0,0,0,5,0.4,8.0,3,0.0,1.42,0
6912-9188,1,1.0,6.0,1,1.0,11.0,0,0,0,0,0,0,2,1.0,1.46,0,0,0,4,0.5,3.09,1,1.0,1.0,1,1.0,1.25,0,0,0,0
6913-9192,5,0.6,3.22,4,0.25,2.27,4,0.75,2.08,1,1.0,9.0,1,0.0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913-9193,0,0,0,5,0.4,3.09,5,0.8,2.71,2,1.0,8.0,2,0.5,6.75,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1
6913-9194,1,0.0,2.0,1,1.0,11.0,6,0.67,2.47,0,0,0,0,0,0,1,0.0,3.67,0,0,0,1,1.0,2.0,1,0.0,8.0,1,0.0,13.0,1
6914-9195,0,0,0,0,0,0,2,0.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13.0,3,1.0,4.29,0,0,0,1
ESPORTSTMNT02/1650084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT02/1650105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT02/1650107,0,0,0,0,0,0,0,0,0,1,0.0,2.75,2,0.0,1.89,0,0,0,4,1.0,7.17,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT02/1650114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739583938,3,0.67,6.2,4,0.75,4.15,1,1.0,12.0,1,1.0,12.0,0,0,0,0,0,0,0,0,0,1,1.0,1.8,0,0,0,0,0,0,0
NA1/3739154532,3,0.33,1.5,4,0.5,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739424499,0,0,0,0,0,0,3,1.0,4.06,2,0.5,1.0,0,0,0,1,0.0,3.0,8,0.38,3.31,8,0.25,5.41,5,0.8,3.12,6,0.67,5.11,0
NA1/3739274584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739474172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,10.5,1,1.0,5.0,1,1.0,8.0,0,0,0,0,0,0,1
NA1/3739454304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739504187,0,0,0,0,0,0,2,0.5,3.6,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0,0,0,0,0,0,0,0,0,0
NA1/3739274626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,6,0.67,8.6,1,0.0,16.0,0,0,0,1,0.0,15.0,1
NA1/3739414489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1/3739085266,0,0,0,0,0,0,0,0,0,1,1.0,1.8,0,0,0,3,0.33,1.18,0,0,0,2,1.0,5.2,1,0.0,0.71,1,1.0,4.0,1
NA1/3739085268,2,0.5,1.0,3,1.0,4.83,0,0,0,3,0.67,6.5,2,0.5,7.25,0,0,0,6,0.5,5.11,0,0,0,0,0,0,0,0,0,0
NA1/3739125348,0,0,0,0,0,0,1,1.0,6.0,2,1.0,3.5,0,0,0,1,1.0,0.71,0,0,0,0,0,0,0,0,0,1,0.0,6.0,1
NA1/3739254924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739294661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739154751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15.0,2,0.0,12.67,1,0.0,6.0,1
NA1/3739274927,3,0.33,6.4,7,0.57,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739394453,0,0,0,1,1.0,0.14,0,0,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,9.0,0,0,0,1,0.0,3.0,1
NA1/3739394472,0,0,0,0,0,0,1,1.0,7.0,2,1.0,12.0,3,0.67,6.0,0,0,0,5,0.4,3.5,0,0,0,0,0,0,0,0,0,0
NA1/3739185150,0,0,0,0,0,0,0,0,0,1,0.0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739464588,1,1.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.6,4.33,2,1.0,3.8,0,0,0,0,0,0,0
NA1/3739125682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14.0,1,0.0,8.0,0,0,0,1,0.0,10.0,0,0,0,1
NA1/3739274973,0,0,0,0,0,0,0,0,0,1,0.0,8.5,0,0,0,0,0,0,0,0,0,1,1.0,13.0,0,0,0,0,0,0,1
NA1/3739245218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,1.35,0,0,0,0,0,0,1
NA1/3739085622,4,0.25,2.57,0,0,0,2,0.0,1.57,2,0.0,2.55,2,0.0,1.23,1,0.0,1.11,0,0,0,0,0,0,0,0,0,1,1.0,4.67,0
NA1/3739484923,0,0,0,2,0.5,4.17,0,0,0,0,0,0,3,0.0,2.3,0,0,0,1,1.0,7.0,0,0,0,1,1.0,5.33,1,1.0,17.0,1
NA1/3739425010,2,0.5,6.0,0,0,0,2,1.0,3.75,3,0.67,2.67,0,0,0,0,0,0,1,1.0,2.33,0,0,0,0,0,0,0,0,0,0
NA1/3739245295,1,0.0,17.0,0,0,0,2,0.0,6.5,1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3739444750,0,0,0,1,1.0,1.83,0,0,0,0,0,0,1,1.0,1.25,0,0,0,0,0,0,0,0,0,3,0.67,11.0,0,0,0,1
NA1/3739185374,0,0,0,1,1.0,3.0,2,1.0,2.78,0,0,0,0,0,0,1,1.0,14.0,4,0.75,3.79,4,0.5,6.0,7,0.43,4.36,0,0,0,1
NA1/3739464872,1,0.0,1.17,1,0.0,4.33,0,0,0,0,0,0,1,0.0,20.0,0,0,0,1,0.0,3.67,1,1.0,2.0,0,0,0,0,0,0,0
NA1/3739425354,0,0,0,0,0,0,3,1.0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.33,0,0,0,0
NA1/3739425471,0,0,0,1,1.0,0.25,2,0.5,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915-9197,0,0,0,1,0.0,0.5,0,0,0,10,0.6,3.27,6,0.33,3.41,3,0.33,1.14,3,0.33,12.25,2,0.0,11.33,2,0.0,7.67,1,0.0,1.0,0
6915-9198,0,0,0,0,0,0,0,0,0,11,0.64,3.52,7,0.43,3.61,0,0,0,0,0,0,0,0,0,3,0.33,1.78,2,0.0,8.2,0
6916-9199,0,0,0,0,0,0,2,0.5,6.75,0,0,0,0,0,0,4,0.25,6.29,7,0.43,4.0,0,0,0,1,1.0,13.0,4,0.5,2.71,1
6916-9200,1,1.0,6.5,1,0.0,1.0,0,0,0,1,0.0,3.67,1,0.0,2.75,2,0.5,3.5,8,0.38,4.05,3,0.33,14.0,2,0.5,12.0,1,0.0,2.5,0
6916-9201,0,0,0,2,0.5,2.71,3,1.0,4.11,1,1.0,2.33,0,0,0,1,0.0,0.5,9,0.44,4.08,1,0.0,11.0,7,0.29,6.0,5,0.4,3.29,0
ESPORTSTMNT02/1640112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,15.0,1,1.0,1.75,0,0,0,0,0,0,1
ESPORTSTMNT02/1640127,0,0,0,2,0.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.33,0,0,0,0
ESPORTSTMNT02/1640143,2,1.0,3.0,0,0,0,0,0,0,0,0,0,1,1.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT02/1640154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3741211550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1,0.0,1.5,1,1.0,1.83,1,1.0,0.5,1,0.0,1.6,1
NA1/3741221590,4,0.5,1.36,1,1.0,14.0,1,1.0,8.0,1,1.0,5.25,0,0,0,1,0.0,5.0,0,0,0,0,0,0,2,0.5,3.44,0,0,0,1
NA1/3741211613,0,0,0,1,1.0,1.14,0,0,0,2,1.0,2.6,0,0,0,0,0,0,3,0.33,2.46,0,0,0,0,0,0,1,1.0,1.75,1
NA1/3741500797,1,0.0,0.33,0,0,0,1,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0.67,2.5,1,0.0,7.0,0,0,0,1
NA1/3741630404,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1,0.0,2.33,0,0,0,1,0.0,1.0,1,1.0,1.0,1,1.0,0.6,0,0,0,0
NA1/3741221703,0,0,0,2,1.0,1.69,0,0,0,0,0,0,1,1.0,2.4,4,0.5,9.8,0,0,0,2,1.0,6.0,1,1.0,23.0,0,0,0,1
NA1/3741211639,0,0,0,2,0.5,3.83,2,0.5,4.5,1,1.0,7.0,2,1.0,2.6,0,0,0,1,0.0,5.5,1,1.0,19.0,1,0.0,20.0,0,0,0,1
NA1/3741470828,1,0.0,2.33,1,1.0,8.0,3,0.67,6.4,1,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.25,0
NA1/3741331153,0,0,0,0,0,0,2,0.5,6.5,0,0,0,0,0,0,0,0,0,1,1.0,8.5,1,1.0,0.71,2,0.0,12.33,1,0.0,9.5,0
NA1/3741550739,0,0,0,1,1.0,1.67,0,0,0,3,0.67,4.0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.5,1
NA1/3741570696,3,0.67,0.94,1,1.0,11.0,0,0,0,0,0,0,7,0.71,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1/3741271239,0,0,0,1,0.0,4.0,1,0.0,3.25,2,0.5,5.67,1,1.0,3.14,0,0,0,5,0.6,4.43,1,1.0,14.0,2,1.0,1.8,0,0,0,0
NA1/3741351212,3,1.0,4.83,4,0.5,2.5,1,0.0,3.0,1,0.0,1.25,0,0,0,1,1.0,0.8,7,0.57,3.78,0,0,0,1,1.0,0.43,0,0,0,0
NA1/3741600545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,1.56,0,0,0,0,0,0,5,0.6,2.45,1
NA1/3741400897,5,0.4,2.67,1,0.0,1.25,3,0.33,2.31,2,0.0,1.25,2,0.5,4.3,5,0.8,4.57,0,0,0,2,0.0,1.25,0,0,0,0,0,0,0
NA1/3741471233,5,0.4,9.43,8,0.62,10.9,3,0.67,6.5,2,0.5,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3741610911,0,0,0,0,0,0,0,0,0,1,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3741501280,0,0,0,0,0,0,1,0.0,13.0,0,0,0,0,0,0,1,1.0,14.0,2,0.5,1.17,0,0,0,4,0.5,2.78,1,1.0,13.0,1
NA1/3741351579,0,0,0,0,0,0,1,1.0,1.33,0,0,0,0,0,0,0,0,0,2,0.5,3.8,2,1.0,9.0,1,0.0,7.0,5,0.2,2.0,1
NA1/3741212085,0,0,0,0,0,0,1,0.0,2.75,0,0,0,2,0.0,3.71,0,0,0,1,1.0,5.33,1,1.0,3.0,0,0,0,2,1.0,3.22,0
NA1/3741212090,2,1.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,3.07,0,0,0,1,0.0,11.0,4,0.0,1.72,1
NA1/3741501311,0,0,0,0,0,0,2,0.0,2.11,1,0.0,2.5,1,0.0,1.86,1,1.0,6.0,2,0.5,2.75,4,0.5,2.76,1,1.0,3.17,0,0,0,1
NA1/3741571128,1,0.0,2.33,1,0.0,7.0,0,0,0,0,0,0,1,0.0,2.5,0,0,0,8,0.5,3.48,0,0,0,6,0.83,2.97,8,0.62,5.05,1
NA1/3741391406,0,0,0,1,0.0,2.17,0,0,0,3,0.33,3.62,2,0.5,36.0,1,1.0,13.0,6,0.67,3.88,4,1.0,4.88,0,0,0,1,1.0,5.0,0
NA1/3741541283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0,1,0.0,3.5,2,0.0,3.88,1,0.0,1.0,0
NA1/3741441248,1,0.0,1.43,2,0.5,1.5,1,0.0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,4.67,1,0.0,19.0,1
NA1/3741471353,1,1.0,2.67,1,1.0,14.0,1,1.0,2.2,4,0.5,12.4,0,0,0,0,0,0,1,0.0,19.0,4,0.75,7.17,2,0.5,18.0,1,1.0,14.0,0
NA1/3741471379,1,1.0,15.0,0,0,0,2,0.0,1.75,0,0,0,0,0,0,2,0.5,1.33,3,0.33,3.89,0,0,0,1,0.0,2.67,2,0.5,7.0,0
NA1/3741331718,1,1.0,23.0,2,0.5,3.62,1,1.0,3.0,3,0.67,5.22,0,0,0,2,0.5,8.0,0,0,0,0,0,0,8,0.38,4.12,2,1.0,1.9,1
NA1/3741222396,0,0,0,0,0,0,0,0,0,3,0.0,9.17,2,0.0,5.33,6,0.5,3.2,1,0.0,7.0,0,0,0,3,0.33,2.93,2,0.0,4.5,0
NA1/3741501670,1,1.0,3.0,2,1.0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0
NA1/3741411811,1,1.0,0.8,0,0,0,0,0,0,3,0.67,5.25,1,0.0,3.33,0,0,0,2,1.0,13.0,0,0,0,5,0.6,15.2,1,1.0,3.0,1
NA1/3741232383,7,0.57,2.5,1,0.0,2.86,3,0.67,5.89,4,0.5,2.94,3,0.33,2.06,0,0,0,1,0.0,19.0,1,1.0,11.0,1,1.0,3.2,3,0.33,6.29,1
NA1/3741571679,3,0.33,2.08,2,0.5,2.33,8,0.38,5.0,7,0.14,3.92,1,1.0,6.5,2,0.0,1.83,0,0,0,0,0,0,1,0.0,0.25,1,0.0,1.0,0
NA1/3741541868,3,0.67,15.0,0,0,0,2,0.5,4.57,2,0.5,3.4,1,0.0,0.33,1,0.0,1.5,5,0.8,4.22,1,0.0,16.0,9,0.33,5.38,3,0.67,3.5,0
6971-9202,1,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01/1690520,1,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19.0,0,0,0,2,0.0,3.0,3,0.0,2.29,0
6971-9203,1,0.0,9.0,2,0.5,2.43,0,0,0,3,0.67,2.6,0,0,0,0,0,0,1,0.0,6.0,1,0.0,4.33,0,0,0,0,0,0,0
6973-9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,1.0,0,0,0,0,0,0,0
6972-9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01/1690549,1,1.0,0.14,0,0,0,4,0.0,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.0,1
6973-9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.67,0
6917-9211,1,0.0,6.0,0,0,0,9,0.33,4.54,7,0.0,4.78,0,0,0,3,0.33,3.14,0,0,0,2,0.5,3.33,1,0.0,5.0,4,1.0,1.8,0
6972-9206,0,0,0,1,0.0,2.5,1,0.0,3.5,1,0.0,7.0,0,0,0,0,0,0,1,0.0,4.0,1,0.0,12.0,1,0.0,6.0,1,0.0,5.5,1
ESPORTSTMNT01/1690563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14.0,1,1.0,2.0,2,0.0,3.29,0,0,0,0
6917-9212,0,0,0,3,1.0,4.86,3,0.67,2.56,1,1.0,6.5,1,0.0,12.0,1,1.0,2.5,2,0.5,3.6,1,1.0,2.75,4,0.75,3.33,6,0.5,3.0,0
6973-9208,1,1.0,11.0,1,1.0,11.0,0,0,0,1,1.0,13.0,0,0,0,1,1.0,0.6,1,1.0,23.0,3,0.67,1.0,0,0,0,0,0,0,1
6974-9209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6917-9213,0,0,0,4,0.5,7.0,1,1.0,13.0,5,0.8,2.93,1,1.0,5.5,2,1.0,10.0,3,0.33,3.0,0,0,0,2,1.0,11.0,0,0,0,0
6918-9214,0,0,0,0,0,0,2,0.0,2.2,1,1.0,19.0,1,0.0,0.14,0,0,0,4,0.75,4.75,1,1.0,19.0,1,1.0,14.0,1,1.0,3.0,0
6975-9210,0,0,0,1,1.0,0.8,2,1.0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT01/1690580,0,0,0,3,0.33,2.62,5,0.6,9.25,3,0.33,2.88,0,0,0,1,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974-9215,0,0,0,0,0,0,1,0.0,12.0,0,0,0,3,0.67,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6975-9216,0,0,0,0,0,0,0,0,0,4,1.0,0.85,1,1.0,0.57,0,0,0,1,1.0,1.33,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT01/1690585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.33,5.17,2,0.5,7.0,0,0,0,4,0.5,3.78,1,1.0,5.5,0
6974-9218,1,0.0,11.0,1,0.0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.8,0,0,0,1,0.0,6.0,1,0.0,3.67,0
ESPORTSTMNT02/1640233,0,0,0,1,1.0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.33,0,0,0,0,0,0,1
ESPORTSTMNT02/1640249,3,0.67,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT02/1640264,2,1.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT02/1640279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6976-9219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6976-9220,1,1.0,1.5,0,0,0,0,0,0,1,1.0,11.0,1,1.0,1.33,1,1.0,3.0,1,1.0,3.5,0,0,0,0,0,0,1,1.0,2.5,0
ESPORTSTMNT01/1690820,0,0,0,1,0.0,4.5,1,1.0,2.5,2,0.5,19.0,1,1.0,3.5,0,0,0,1,0.0,1.0,2,0.5,10.5,0,0,0,1,1.0,2.14,0
6977-9221,1,0.0,2.67,0,0,0,0,0,0,0,0,0,2,1.0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6978-9222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01/1690828,1,1.0,5.33,2,1.0,3.8,3,0.67,12.5,0,0,0,6,0.5,2.0,0,0,0,2,0.5,2.4,2,0.5,4.75,0,0,0,0,0,0,0
6977-9224,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6978-9223,0,0,0,0,0,0,0,0,0,1,0.0,13.0,0,0,0,0,0,0,1,0.0,6.5,0,0,0,0,0,0,1,0.0,1.43,1
6919-9227,0,0,0,1,0.0,7.0,0,0,0,0,0,0,1,1.0,1.0,1,0.0,16.0,3,0.33,2.56,2,0.0,1.14,2,0.5,7.0,0,0,0,1
ESPORTSTMNT01/1690841,1,1.0,0.8,3,0.67,1.93,2,1.0,2.67,2,0.5,3.0,3,0.0,1.69,0,0,0,3,1.0,6.67,4,0.75,10.5,1,0.0,9.0,0,0,0,0
6979-9225,1,1.0,11.0,0,0,0,1,0.0,18.0,0,0,0,2,0.0,8.67,0,0,0,0,0,0,1,0.0,1.5,0,0,0,0,0,0,0
6978-9226,0,0,0,1,0.0,8.0,0,0,0,1,1.0,0.5,0,0,0,1,0.0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,1
6919-9228,1,1.0,2.0,4,0.25,3.0,3,0.0,1.82,0,0,0,2,1.0,1.67,0,0,0,2,0.0,4.57,1,0.0,4.0,1,0.0,3.2,2,0.5,2.5,0
6979-9229,2,1.0,20.0,1,1.0,11.0,2,0.5,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6980-9230,3,1.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
