bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
Aatrox,Udyr,Zoe,Kai'Sa,Alistar,Shen,Olaf,Cassiopeia,Jinx,Thresh,0
Camille,Udyr,Galio,Senna,Zac,Gangplank,Skarner,Orianna,Jinx,Lulu,1
Jayce,Hecarim,Ryze,Kai'Sa,Rell,Sett,Volibear,Orianna,Kalista,Neeko,0
Gangplank,Volibear,Viktor,Seraphine,Nautilus,Camille,Trundle,Twisted Fate,Aphelios,Thresh,0
Kled,Kha'Zix,Ekko,Jinx,Galio,Aatrox,Hecarim,Syndra,Kai'Sa,Blitzcrank,0
Kled,Udyr,Orianna,Kai'Sa,Gragas,Aatrox,Hecarim,Karma,Xayah,Rell,1
Lucian,Udyr,Orianna,Kai'Sa,Rell,Gangplank,Volibear,Syndra,Kalista,Alistar,0
Aatrox,Hecarim,Syndra,Xayah,Leona,Gangplank,Volibear,Rumble,Kai'Sa,Rakan,0
Darius,Kha'Zix,Tristana,Karma,Rell,Poppy,Udyr,Ryze,Jinx,Braum,1
Volibear,Hecarim,Orianna,Xayah,Alistar,Aatrox,Udyr,Viktor,Kai'Sa,Nautilus,0
Renekton,Taliyah,Syndra,Xayah,Pyke,Gragas,Kindred,Galio,Kai'Sa,Rell,0
Wukong,Kha'Zix,Orianna,Tristana,Alistar,Malphite,Hecarim,Azir,Kai'Sa,Galio,1
Gnar,Hecarim,Sylas,Jinx,Thresh,Aatrox,Udyr,Lillia,Caitlyn,Nautilus,0
Urgot,Graves,Zoe,Xayah,Thresh,Gnar,Karthus,Malzahar,Kai'Sa,Nautilus,0
Gnar,Olaf,Viktor,Miss Fortune,Seraphine,Jayce,Trundle,Syndra,Senna,Tahm Kench,0
Viktor,Udyr,Zed,Xayah,Thresh,Camille,Lillia,Zoe,Tristana,Alistar,1
Gragas,Udyr,Zoe,Ezreal,Thresh,Ornn,Nidalee,Lucian,Aphelios,Rell,1
Gnar,Hecarim,LeBlanc,Kai'Sa,Gragas,Nocturne,Udyr,Sylas,Tristana,Alistar,1
Sett,Evelynn,Ahri,Kalista,Rell,Sion,Rek'Sai,Syndra,Kai'Sa,Alistar,0
Renekton,Graves,Azir,Xayah,Seraphine,Gragas,Olaf,Corki,Kai'Sa,Rell,0
Gragas,Hecarim,Zoe,Aphelios,Sett,Renekton,Lillia,Yone,Ezreal,Leona,0
Gnar,Hecarim,Kassadin,Jinx,Rell,Jayce,Udyr,Azir,Kai'Sa,Alistar,0
Lucian,Hecarim,Twisted Fate,Tristana,Rell,Gnar,Udyr,Galio,Kai'Sa,Alistar,1
Urgot,Hecarim,Viktor,Senna,Tahm Kench,Gnar,Olaf,Orianna,Ziggs,Thresh,1
Renekton,Dr. Mundo,Orianna,Kai'Sa,Alistar,Gragas,Hecarim,Sylas,Tristana,Rell,1
Sett,Hecarim,Orianna,Senna,Karma,Cho'Gath,Udyr,Corki,Caitlyn,Lux,0
Sion,Lillia,Lucian,Kai'Sa,Alistar,Aatrox,Graves,Karma,Tristana,Rell,1
Aatrox,Hecarim,Galio,Kai'Sa,Nautilus,Irelia,Olaf,Orianna,Jinx,Thresh,0
Renekton,Olaf,Orianna,Xayah,Rell,Gragas,Hecarim,Viktor,Tristana,Alistar,1
Cho'Gath,Karthus,Lucian,Caitlyn,Thresh,Kled,Lillia,Malphite,Xayah,Galio,0
Gnar,Udyr,Azir,Kai'Sa,Rell,Gangplank,Skarner,Orianna,Senna,Sett,1
Karma,Garen,Sylas,Senna,Tahm Kench,Jax,Hecarim,Orianna,Kai'Sa,Blitzcrank,1
Sion,Hecarim,Ryze,Tristana,Rell,Gnar,Lillia,Yone,Xayah,Galio,0
Ornn,Karthus,Talon,Caitlyn,Karma,Renekton,Nidalee,Lucian,Ashe,Lulu,0
Gragas,Olaf,Ryze,Jinx,Thresh,Sett,Udyr,Viktor,Kai'Sa,Nautilus,0
Aatrox,Lillia,Sylas,Jinx,Thresh,Sion,Hecarim,Orianna,Varus,Leona,0
Darius,Kindred,Seraphine,Tristana,Sett,Shen,Hecarim,Ryze,Kai'Sa,Galio,1
Malphite,Hecarim,Syndra,Caitlyn,Gragas,Ornn,Olaf,Ahri,Tristana,Rell,0
Gragas,Hecarim,Zoe,Kai'Sa,Nautilus,Aatrox,Olaf,Orianna,Xayah,Thresh,0
Jayce,Udyr,Syndra,Jhin,Bard,Gangplank,Skarner,Viktor,Kai'Sa,Rell,1
Gangplank,Udyr,Viktor,Aphelios,Rell,Cho'Gath,Volibear,Orianna,Kalista,Gragas,0
Renekton,Olaf,Syndra,Seraphine,Rell,Volibear,Udyr,Orianna,Kai'Sa,Alistar,1
Gnar,Udyr,Orianna,Kai'Sa,Alistar,Cho'Gath,Olaf,Sylas,Aphelios,Thresh,1
Cho'Gath,Udyr,Azir,Aphelios,Thresh,Gnar,Olaf,LeBlanc,Kai'Sa,Blitzcrank,0
Sion,Udyr,Orianna,Kai'Sa,Rell,Sett,Lillia,Viktor,Xayah,Alistar,1
Renekton,Lillia,Zoe,Tristana,Alistar,Ornn,Kayn,Lux,Kai'Sa,Thresh,0
Sion,Hecarim,Yone,Kai'Sa,Rell,Gnar,Graves,Lillia,Xayah,Alistar,0
Cho'Gath,Olaf,Seraphine,Tristana,Alistar,Renekton,Lillia,Lucian,Jinx,Rell,1
Gragas,Kha'Zix,Lucian,Kai'Sa,Nautilus,Jayce,Karthus,Tristana,Ezreal,Thresh,1
Renekton,Udyr,Cassiopeia,Kai'Sa,Rakan,Gragas,Olaf,LeBlanc,Tristana,Alistar,1
Renekton,Udyr,Viktor,Caitlyn,Thresh,Gnar,Hecarim,Orianna,Kai'Sa,Alistar,1
Gnar,Udyr,Orianna,Xayah,Leona,Gangplank,Dr. Mundo,Azir,Kai'Sa,Nautilus,0
Cho'Gath,Hecarim,Syndra,Xayah,Alistar,Gangplank,Lillia,Viktor,Tristana,Nautilus,0
Cho'Gath,Lillia,Yone,Kai'Sa,Alistar,Sion,Udyr,Cassiopeia,Xayah,Rell,0
Gnar,Udyr,Vel'Koz,Jinx,Karma,Urgot,Olaf,Orianna,Caitlyn,Lux,0
Renekton,Udyr,Viktor,Tristana,Galio,Sion,Hecarim,Seraphine,Jinx,Alistar,1
Gnar,Udyr,Seraphine,Tristana,Leona,Sion,Hecarim,Zilean,Kai'Sa,Alistar,0
Sett,Udyr,Syndra,Kai'Sa,Alistar,Sion,Lillia,Viktor,Tristana,Thresh,0
Sion,Udyr,Syndra,Tristana,Alistar,Gnar,Hecarim,Viktor,Vayne,Galio,1
Gnar,Karthus,Tristana,Ezreal,Alistar,Malphite,Udyr,Orianna,Xayah,Rell,0
Sett,Lillia,Ahri,Draven,Nautilus,Urgot,Evelynn,Annie,Kai'Sa,Rell,0
Camille,Udyr,Seraphine,Sivir,Alistar,Renekton,Dr. Mundo,Viktor,Xayah,Rell,1
Gragas,Olaf,Viktor,Kai'Sa,Rell,Aatrox,Nidalee,Orianna,Aphelios,Thresh,1
Aatrox,Lillia,Nocturne,Vayne,Rakan,Renekton,Olaf,Sylas,Tristana,Galio,0
Gnar,Volibear,Cassiopeia,Sivir,Alistar,Gangplank,Olaf,Sylas,Kai'Sa,Rell,0
Gnar,Lillia,Lucian,Ezreal,Braum,Wukong,Taliyah,Sett,Tristana,Alistar,1
Volibear,Hecarim,Viktor,Sivir,Alistar,Renekton,Graves,Sylas,Kai'Sa,Rell,0
Gnar,Hecarim,Galio,Tristana,Braum,Cho'Gath,Udyr,Orianna,Kai'Sa,Nautilus,0
Gnar,Hecarim,Syndra,Ezreal,Thresh,Gragas,Olaf,Ekko,Jhin,Rell,0
Sion,Hecarim,Viktor,Tristana,Leona,Urgot,Udyr,Orianna,Sivir,Rell,0
Gangplank,Graves,Syndra,Kai'Sa,Rell,Gnar,Ekko,Camille,Swain,Alistar,0
Gnar,Udyr,Lucian,Senna,Tahm Kench,Kennen,Hecarim,Viktor,Kai'Sa,Alistar,1
Gnar,Kayn,Syndra,Tristana,Rell,Jayce,Lillia,Lucian,Kai'Sa,Nautilus,0
Sion,Udyr,Syndra,Kai'Sa,Leona,Gnar,Lillia,Orianna,Senna,Nautilus,0
Shen,Lillia,Azir,Aphelios,Thresh,Volibear,Udyr,Ekko,Kai'Sa,Nautilus,0
Cho'Gath,Hecarim,Cassiopeia,Aphelios,Thresh,Gangplank,Lillia,Orianna,Kai'Sa,Alistar,1
Volibear,Lillia,Sett,Jinx,Tahm Kench,Shen,Nidalee,Tristana,Varus,Thresh,1
Gnar,Udyr,Viktor,Kai'Sa,Rell,Malphite,Lillia,Xin Zhao,Lucian,Braum,0
Volibear,Lillia,Tristana,Ezreal,Alistar,Gnar,Nocturne,Orianna,Xayah,Rell,1
Volibear,Udyr,Orianna,Kai'Sa,Alistar,Renekton,Olaf,Viktor,Xayah,Rell,0
Gnar,Cho'Gath,Orianna,Kai'Sa,Rell,Sett,Olaf,Azir,Jinx,Braum,1
Aatrox,Udyr,Seraphine,Xayah,Nautilus,Sett,Hecarim,Zilean,Kai'Sa,Rell,0
Gnar,Hecarim,Seraphine,Xayah,Rakan,Camille,Volibear,Galio,Kai'Sa,Rell,1
Gangplank,Skarner,Cassiopeia,Tristana,Alistar,Camille,Udyr,Ziggs,Kai'Sa,Rell,0
Cho'Gath,Udyr,Azir,Tristana,Alistar,Lillia,Volibear,Kassadin,Xayah,Rell,1
Volibear,Udyr,Syndra,Tristana,Alistar,Gnar,Hecarim,Orianna,Caitlyn,Rell,1
Aatrox,Nidalee,Twisted Fate,Tristana,Rell,Gragas,Lillia,Lucian,Xayah,Braum,0
Gnar,Lillia,Syndra,Kai'Sa,Leona,Sylas,Udyr,Yone,Jinx,Thresh,1
Sion,Hecarim,Corki,Senna,Tahm Kench,Gnar,Lillia,Azir,Kai'Sa,Alistar,0
Ornn,Olaf,Galio,Aphelios,Thresh,Jayce,Trundle,Zoe,Jinx,Nautilus,0
Sion,Hecarim,Orianna,Senna,Tahm Kench,Aatrox,Graves,Viktor,Jinx,Alistar,1
Aatrox,Nidalee,Renekton,Xayah,Leona,Gragas,Udyr,LeBlanc,Jinx,Rell,0
Sion,Nidalee,Azir,Tristana,Rell,Aatrox,Lillia,Yone,Ezreal,Alistar,1
Aatrox,Udyr,Viktor,Jinx,Thresh,Rumble,Hecarim,Ryze,Varus,Nautilus,1
Gragas,Hecarim,Azir,Senna,Tahm Kench,Sion,Graves,Orianna,Kai'Sa,Alistar,0
Jayce,Olaf,Twisted Fate,Jinx,Thresh,Lucian,Udyr,Galio,Varus,Nautilus,1
Yone,Karthus,Malphite,Ezreal,Rell,Vladimir,Lillia,Renekton,Caitlyn,Alistar,1
Gnar,Olaf,Orianna,Tristana,Braum,Camille,Shaco,Syndra,Kai'Sa,Alistar,0
Sion,Hecarim,Twisted Fate,Jinx,Tahm Kench,Gnar,Udyr,Orianna,Caitlyn,Thresh,0
Gnar,Lillia,Yone,Jhin,Alistar,Malphite,Karthus,Lucian,Xayah,Rakan,1
Sion,Lillia,Yone,Tristana,Alistar,Gnar,Kha'Zix,Orianna,Kai'Sa,Rell,1
Sion,Udyr,Zoe,Kai'Sa,Alistar,Darius,Skarner,Twisted Fate,Jinx,Thresh,1
Renekton,Dr. Mundo,Orianna,Xayah,Rell,Illaoi,Udyr,Nocturne,Vayne,Taric,0
Aatrox,Udyr,Twisted Fate,Kai'Sa,Rell,Renekton,Hecarim,Seraphine,Sivir,Gragas,0
Sion,Lillia,Azir,Tristana,Alistar,Gnar,Kha'Zix,Orianna,Kai'Sa,Rell,1
Gnar,Udyr,Seraphine,Kai'Sa,Alistar,Sion,Lillia,Yone,Jinx,Thresh,1
Gangplank,Udyr,Orianna,Xayah,Thresh,Ornn,Olaf,Ahri,Caitlyn,Morgana,0
Irelia,Volibear,Akali,Kai'Sa,Nautilus,Gnar,Nidalee,Lucian,Jinx,Tahm Kench,1
Sion,Graves,Seraphine,Vayne,Sett,Aatrox,Hecarim,Orianna,Sivir,Alistar,1
Sion,Nidalee,Azir,Jinx,Leona,Vladimir,Volibear,Zed,Kai'Sa,Nautilus,0
Gnar,Lee Sin,Ahri,Xayah,Rell,Sion,Nocturne,Sylas,Kai'Sa,Alistar,0
Ornn,Olaf,LeBlanc,Jinx,Thresh,Swain,Volibear,Akali,Samira,Blitzcrank,0
Cho'Gath,Udyr,Veigar,Tristana,Leona,Sylas,Hecarim,Azir,Xayah,Alistar,0
Irelia,Nidalee,Azir,Senna,Tahm Kench,Gnar,Rengar,Ekko,Kai'Sa,Alistar,1
Ornn,Hecarim,Syndra,Jinx,Thresh,Sett,Udyr,Viktor,Caitlyn,Morgana,1
Renekton,Hecarim,Twisted Fate,Kai'Sa,Alistar,Gragas,Kha'Zix,LeBlanc,Kalista,Pyke,0
Ornn,Udyr,Viktor,Aphelios,Thresh,Sett,Volibear,Syndra,Caitlyn,Morgana,1
Gangplank,Udyr,Tristana,Vayne,Braum,Wukong,Hecarim,Akali,Kai'Sa,Seraphine,0
Sion,Udyr,Viktor,Kai'Sa,Gragas,Cho'Gath,Olaf,Orianna,Tristana,Alistar,1
Sion,Hecarim,Yone,Ezreal,Galio,Camille,Udyr,Zoe,Sivir,Alistar,1
Renekton,Udyr,Zoe,Jhin,Amumu,Vayne,Shaco,Karma,Xayah,Bard,1
Volibear,Udyr,Zoe,Senna,Karma,Renekton,Nidalee,Viktor,Tristana,Nautilus,0
Renekton,Udyr,Zilean,Xayah,Rakan,Sion,Skarner,Orianna,Vayne,Alistar,1
Renekton,Lillia,Orianna,Xayah,Rell,Gnar,Kayn,Zoe,Kai'Sa,Alistar,1
Aatrox,Olaf,Viktor,Aphelios,Thresh,Sion,Udyr,LeBlanc,Jinx,Lulu,0
Jayce,Lillia,Viktor,Tristana,Rell,Gnar,Olaf,Orianna,Kai'Sa,Leona,0
Gnar,Karthus,Nocturne,Vayne,Thresh,Sion,Elise,Zed,Kai'Sa,Nautilus,1
Jayce,Hecarim,Zoe,Tristana,Alistar,Gnar,Udyr,Akali,Kai'Sa,Galio,1
Renekton,Nidalee,Sett,Tristana,Nautilus,Gnar,Udyr,Orianna,Samira,Rell,1
Camille,Hecarim,Ryze,Xayah,Leona,Lucian,Olaf,Galio,Kai'Sa,Rell,1
Jayce,Hecarim,Viktor,Xayah,Rell,Camille,Udyr,LeBlanc,Kai'Sa,Gragas,0
Gnar,Olaf,Syndra,Ezreal,Gragas,Jayce,Udyr,Viktor,Jinx,Lulu,1
Gnar,Hecarim,Azir,Jinx,Thresh,Malphite,Udyr,Ryze,Kai'Sa,Rell,0
Camille,Hecarim,Azir,Senna,Tahm Kench,Jax,Udyr,Twisted Fate,Kai'Sa,Sett,1
Jayce,Hecarim,Viktor,Kai'Sa,Alistar,Sion,Udyr,Ryze,Vayne,Rell,0
Sett,Olaf,Ryze,Tristana,Nautilus,Aatrox,Udyr,Cassiopeia,Sivir,Thresh,1
Gnar,Olaf,Orianna,Jinx,Rakan,Renekton,Kindred,Viktor,Kai'Sa,Leona,0
Gragas,Volibear,Orianna,Tristana,Nautilus,Aatrox,Hecarim,Ahri,Xayah,Alistar,0
Sion,Hecarim,Azir,Xayah,Rakan,Gnar,Lillia,Viktor,Kai'Sa,Alistar,1
Gnar,Hecarim,Twisted Fate,Vayne,Taric,Camille,Udyr,Galio,Kai'Sa,Alistar,1
Karma,Hecarim,Lucian,Kai'Sa,Rell,Jayce,Udyr,Akali,Xayah,Rakan,0
Aatrox,Volibear,Ryze,Tristana,Rell,Gnar,Poppy,Akali,Kai'Sa,Gragas,1
Urgot,Hecarim,Cassiopeia,Xayah,Leona,Karma,Volibear,Lucian,Kai'Sa,Rell,1
Gnar,Hecarim,Twisted Fate,Xayah,Rakan,Kennen,Udyr,Nocturne,Kai'Sa,Alistar,1
Volibear,Udyr,Ryze,Kai'Sa,Alistar,Aatrox,Lillia,Viktor,Tristana,Rell,1
Gragas,Udyr,Viktor,Tristana,Galio,Akali,Volibear,Irelia,Samira,Alistar,1
Gnar,Hecarim,Orianna,Varus,Rell,Sion,Volibear,Zoe,Jinx,Alistar,1
Renekton,Nidalee,Lucian,Sivir,Thresh,Gragas,Volibear,Tristana,Ashe,Rell,1
Volibear,Udyr,Cassiopeia,Kai'Sa,Alistar,Shen,Nidalee,Lucian,Tristana,Rell,0
Gnar,Volibear,Seraphine,Jinx,Alistar,Jayce,Udyr,Azir,Kai'Sa,Sett,0
Gnar,Hecarim,Ryze,Tristana,Rakan,Aatrox,Olaf,Orianna,Kai'Sa,Leona,0
Renekton,Lee Sin,Zoe,Samira,Rell,Sion,Hecarim,Orianna,Kai'Sa,Alistar,1
Gnar,Hecarim,Sylas,Kai'Sa,Galio,Malphite,Udyr,Cassiopeia,Tristana,Alistar,0
Volibear,Udyr,Taliyah,Kai'Sa,Nautilus,Renekton,Nidalee,Ryze,Xayah,Alistar,0
Irelia,Udyr,Orianna,Kai'Sa,Alistar,Gnar,Skarner,Viktor,Tristana,Nautilus,1
Renekton,Udyr,Orianna,Caitlyn,Rell,Aatrox,Karthus,Qiyana,Kai'Sa,Nautilus,1
Gnar,Olaf,Karma,Aphelios,Thresh,Malphite,Hecarim,Syndra,Varus,Nautilus,1
Renekton,Nidalee,Zoe,Xayah,Leona,Gragas,Lee Sin,Viktor,Samira,Rell,1
Renekton,Hecarim,Zoe,Ezreal,Gragas,Volibear,Udyr,Syndra,Kai'Sa,Rell,0
Aatrox,Hecarim,Azir,Samira,Alistar,Renekton,Nidalee,Sylas,Tristana,Rakan,1
Camille,Hecarim,Syndra,Ezreal,Gragas,Gnar,Olaf,Zoe,Varus,Rell,0
Ornn,Lillia,Sett,Tristana,Gragas,Renekton,Udyr,Ryze,Kai'Sa,Alistar,1
Gangplank,Nidalee,Azir,Senna,Tahm Kench,Renekton,Lillia,Ryze,Tristana,Alistar,0
Gnar,Udyr,Azir,Tristana,Galio,Irelia,Lillia,Lucian,Jinx,Leona,0
Gragas,Udyr,Qiyana,Ezreal,Alistar,Urgot,Skarner,Lissandra,Jinx,Thresh,0
Renekton,Udyr,Azir,Ezreal,Karma,Aatrox,Hecarim,Corki,Jinx,Gragas,0
Ornn,Hecarim,Syndra,Xayah,Rell,Sion,Udyr,Orianna,Kai'Sa,Gragas,0
Aatrox,Udyr,Azir,Jinx,Alistar,Gragas,Olaf,Viktor,Tristana,Leona,0
Gnar,Udyr,Ryze,Jinx,Thresh,Malphite,Lillia,Viktor,Tristana,Rakan,0
Gragas,Hecarim,Akali,Kai'Sa,Alistar,Aatrox,Udyr,Syndra,Ezreal,Leona,0
Renekton,Olaf,Azir,Xayah,Braum,Sion,Hecarim,Corki,Kai'Sa,Gragas,0
Gnar,Udyr,Azir,Kai'Sa,Alistar,Jayce,Lillia,Renekton,Jinx,Tahm Kench,1
Jayce,Udyr,Orianna,Tristana,Gragas,Gnar,Olaf,Azir,Jinx,Leona,0
Ornn,Udyr,Syndra,Xayah,Rell,Aatrox,Lillia,Orianna,Kai'Sa,Leona,1
Karma,Skarner,Sylas,Tristana,Nautilus,Yone,Hecarim,Syndra,Kai'Sa,Alistar,0
Gnar,Lillia,Viktor,Kai'Sa,Gragas,Sion,Graves,Syndra,Tristana,Alistar,1
Aatrox,Udyr,Viktor,Aphelios,Alistar,Camille,Olaf,Orianna,Jinx,Tahm Kench,1
Gnar,Kayn,Orianna,Kai'Sa,Alistar,Aatrox,Lillia,Sylas,Xayah,Rell,0
Aatrox,Hecarim,Seraphine,Sivir,Galio,Fiora,Volibear,Akali,Jinx,Blitzcrank,1
Renekton,Karthus,Jayce,Kai'Sa,Leona,Ornn,Olaf,Seraphine,Tristana,Alistar,1
Aatrox,Olaf,Seraphine,Jinx,Thresh,Nocturne,Volibear,Ryze,Tristana,Rell,1
Sion,Hecarim,Corki,Seraphine,Nautilus,Camille,Volibear,Orianna,Jinx,Braum,0
Sion,Udyr,Azir,Tristana,Leona,Cho'Gath,Hecarim,Syndra,Xayah,Rakan,1
Sion,Hecarim,Twisted Fate,Xayah,Bard,Aatrox,Udyr,Syndra,Kai'Sa,Braum,0
Cho'Gath,Hecarim,Syndra,Jinx,Gragas,Yorick,Volibear,Akali,Tristana,Alistar,0
Karma,Kindred,Malzahar,Sivir,Blitzcrank,Lulu,Kayn,Zoe,Jinx,Alistar,0
Ornn,Hecarim,Azir,Miss Fortune,Rell,Sett,Udyr,Syndra,Xayah,Leona,0
Gnar,Udyr,Viktor,Jinx,Braum,Sion,Lillia,Jayce,Xayah,Alistar,1
Wukong,Jarvan IV,Seraphine,Jinx,Taric,Malphite,Hecarim,Sion,Kai'Sa,Leona,0
Renekton,Volibear,Azir,Jinx,Thresh,Gragas,Hecarim,Orianna,Tristana,Nautilus,0
Sion,Olaf,Viktor,Tristana,Leona,Sett,Udyr,Orianna,Xayah,Nautilus,1
Gnar,Hecarim,Corki,Kai'Sa,Gragas,Wukong,Udyr,Azir,Xayah,Alistar,0
Malphite,Udyr,Orianna,Tristana,Braum,Renekton,Lillia,Sylas,Xayah,Alistar,1
Sion,Hecarim,Orianna,Ashe,Braum,Darius,Udyr,Zoe,Kai'Sa,Alistar,0
Cho'Gath,Nidalee,Lucian,Caitlyn,Thresh,Renekton,Udyr,Ahri,Jinx,Rell,1
Gnar,Hecarim,Syndra,Tristana,Seraphine,Cho'Gath,Olaf,Orianna,Senna,Tahm Kench,0
Darius,Hecarim,Orianna,Jinx,Gragas,Sion,Lillia,Twisted Fate,Sivir,Alistar,0
Renekton,Nidalee,Jayce,Tristana,Alistar,Cho'Gath,Karthus,Nocturne,Kai'Sa,Leona,0
Mordekaiser,Udyr,Azir,Jinx,Nautilus,Camille,Hecarim,Zoe,Draven,Rell,1
Sett,Jarvan IV,Orianna,Aphelios,Thresh,Sion,Karthus,Jayce,Ezreal,Seraphine,0
Sion,Lillia,Azir,Kai'Sa,Rell,Darius,Udyr,Orianna,Vayne,Alistar,1
Mordekaiser,Udyr,Lucian,Jinx,Rell,Camille,Hecarim,Viktor,Tristana,Leona,1
Nocturne,Udyr,Syndra,Xayah,Rell,Sion,Lillia,Yone,Tristana,Gragas,0
Sion,Volibear,Lucian,Seraphine,Gragas,Aatrox,Udyr,Azir,Jinx,Rell,0
Sett,Udyr,Twisted Fate,Kai'Sa,Leona,Aatrox,Hecarim,Azir,Xayah,Rell,0
Camille,Udyr,Twisted Fate,Xayah,Alistar,Gnar,Lillia,Neeko,Tristana,Rell,1
Nocturne,Udyr,Orianna,Xayah,Nautilus,Volibear,Lillia,Yone,Tristana,Rell,0
Gangplank,Lillia,Azir,Ashe,Nautilus,Renekton,Nidalee,Yone,Varus,Alistar,0
Camille,Udyr,Syndra,Tristana,Alistar,Aatrox,Lillia,Neeko,Kai'Sa,Rell,0
Gragas,Olaf,Zoe,Xayah,Seraphine,Renekton,Udyr,Viktor,Veigar,Alistar,1
Gnar,Udyr,Viktor,Varus,Jarvan IV,Renekton,Nidalee,Zoe,Tahm Kench,Senna,1
Renekton,Olaf,Sylas,Senna,Heimerdinger,Gnar,Lillia,Qiyana,Varus,Gragas,0
Gragas,Hecarim,Orianna,Ezreal,Yuumi,Aatrox,Volibear,Seraphine,Senna,Tahm Kench,1
Gnar,Lillia,Viktor,Kai'Sa,Gragas,Sion,Nidalee,Ryze,Tristana,Rell,0
Ornn,Olaf,Orianna,Varus,Rell,Renekton,Nidalee,Viktor,Jinx,Gragas,1
Gnar,Udyr,Syndra,Ezreal,Alistar,Jayce,Lillia,Viktor,Tristana,Leona,0
Renekton,Skarner,Neeko,Kai'Sa,Alistar,Gnar,Hecarim,Azir,Xayah,Galio,1
Renekton,Olaf,Orianna,Xayah,Rakan,Lucian,Udyr,Viktor,Kai'Sa,Rell,1
Shen,Hecarim,Akali,Xayah,Thresh,Aatrox,Olaf,Orianna,Tristana,Nautilus,1
Vayne,Olaf,Seraphine,Jinx,Thresh,Gnar,Hecarim,Corki,Varus,Nautilus,0
Gnar,Zac,Lucian,Kai'Sa,Galio,Poppy,Karthus,Nocturne,Vayne,Lulu,1
Jayce,Hecarim,Zoe,Xayah,Leona,Gnar,Olaf,Twisted Fate,Kai'Sa,Alistar,0
Sion,Nocturne,Syndra,Tristana,Rell,Jayce,Lillia,Azir,Kai'Sa,Alistar,1
Aatrox,Hecarim,Corki,Tristana,Braum,Wukong,Olaf,Azir,Xayah,Thresh,0
Sion,Kayn,Ryze,Kai'Sa,Rell,Gragas,Nidalee,Yone,Tristana,Alistar,0
Gnar,Zac,Ryze,Kalista,Sett,Poppy,Volibear,Akali,Aphelios,Thresh,0
Gnar,Lillia,Tristana,Xayah,Rell,Jayce,Nidalee,Ryze,Kai'Sa,Alistar,0
Jayce,Udyr,Azir,Samira,Alistar,Gnar,Lillia,Syndra,Kai'Sa,Leona,0
Ornn,Hecarim,Orianna,Kai'Sa,Leona,Irelia,Olaf,Viktor,Tristana,Rell,0
Gragas,Graves,Seraphine,Senna,Alistar,Renekton,Olaf,Sylas,Kai'Sa,Rell,0
Irelia,Nidalee,Malphite,Kai'Sa,Sett,Sylas,Lillia,Lucian,Jinx,Thresh,1
Ornn,Zac,Katarina,Kalista,Sett,Fiora,Jarvan IV,Malzahar,Jinx,Taric,0
Ornn,Hecarim,Azir,Kai'Sa,Nautilus,Aatrox,Olaf,Orianna,Xayah,Thresh,1
Lulu,Kayn,Karma,Vayne,Braum,Gnar,Volibear,Ryze,Kalista,Blitzcrank,0
Shen,Hecarim,Orianna,Sivir,Nautilus,Cho'Gath,Volibear,Rumble,Xayah,Leona,0
Jayce,Udyr,Azir,Senna,Cho'Gath,Malphite,Volibear,Orianna,Jinx,Thresh,0
Volibear,Olaf,Seraphine,Tristana,Sett,Camille,Kayn,Karma,Kai'Sa,Blitzcrank,1
Urgot,Hecarim,Azir,Senna,Tahm Kench,Renekton,Volibear,Akali,Kai'Sa,Alistar,1
Renekton,Udyr,Viktor,Senna,Tahm Kench,Volibear,Sejuani,Azir,Jinx,Alistar,0
Aatrox,Graves,Azir,Senna,Cho'Gath,Wukong,Volibear,Orianna,Jinx,Thresh,1
Renekton,Lillia,Akali,Tristana,Rell,Yone,Hecarim,Sylas,Kai'Sa,Thresh,1
Sion,Hecarim,Azir,Kai'Sa,Rakan,Aatrox,Volibear,Orianna,Vayne,Alistar,1
Renekton,Hecarim,Ryze,Xayah,Rakan,Gragas,Karthus,Jayce,Kai'Sa,Alistar,0
Sion,Volibear,Ryze,Kai'Sa,Rell,Wukong,Nocturne,Rumble,Xayah,Thresh,1
Sion,Nidalee,Lucian,Aphelios,Thresh,Urgot,Lillia,Twisted Fate,Kai'Sa,Alistar,1
Camille,Udyr,Orianna,Jinx,Alistar,Gnar,Volibear,Zoe,Kai'Sa,Leona,0
Nocturne,Hecarim,Ryze,Senna,Tahm Kench,Cho'Gath,Kha'Zix,Azir,Kai'Sa,Alistar,1
Renekton,Nidalee,Ryze,Xayah,Nautilus,Sett,Volibear,Orianna,Kai'Sa,Alistar,1
Gnar,Hecarim,Orianna,Kai'Sa,Alistar,Gangplank,Volibear,Ahri,Kalista,Thresh,0
Gnar,Hecarim,Orianna,Kai'Sa,Rell,Gangplank,Udyr,Ahri,Xayah,Thresh,0
Renekton,Udyr,Orianna,Xayah,Rakan,Gragas,Hecarim,Zoe,Kai'Sa,Rell,1
Volibear,Udyr,Ryze,Samira,Leona,Renekton,Lillia,Lucian,Kai'Sa,Alistar,1
Jayce,Udyr,Orianna,Jinx,Thresh,Camille,Olaf,Galio,Senna,Tahm Kench,0
Aatrox,Olaf,Azir,Ezreal,Seraphine,Camille,Udyr,LeBlanc,Jinx,Thresh,1
Gragas,Olaf,Irelia,Xayah,Seraphine,Camille,Udyr,Syndra,Jinx,Rell,1
