game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
ESPORTSTMNT04/1480335,Sett,2,50%,2.7,Kindred,5,40%,2.2,Lulu,4,75%,9.0,Kai'Sa,8,38%,2.6,Nautilus,4,50%,2.1,Sion,3,33%,0.9,Lillia,1,0%,1.8,Twisted Fate,1,0%,13.0,Aphelios,6,0%,2.0,Thresh,11,55%,2.3,0
ESPORTSTMNT01/1692360,Akali,1,100%,3.3,Taliyah,2,100%,8.3,Yone,2,50%,4.2,Kai'Sa,11,64%,3.9,Gragas,5,60%,5.1,Aatrox,4,25%,2.0,Graves,25,64%,4.6,Sylas,5,40%,2.8,Ashe,12,42%,3.4,Rell,3,0%,0.5,0
NA1/3749232135,Camille,7,57%,4.1,Taliyah,6,50%,2.5,Zoe,10,40%,3.0,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Galio,5,80%,4.4,Renekton,24,38%,2.5,Nidalee,7,43%,3.4,Twisted Fate,5,40%,3.9,Jhin,13,54%,3.2,Braum,4,75%,4.5,1
NA1/3749082701,Camille,21,67%,2.9,Olaf,21,81%,4.8,Syndra,27,44%,2.8,Lucian,24,54%,4.4,Seraphine,1,100%,14.0,Aatrox,11,36%,1.8,Lillia,9,33%,3.1,Yone,4,50%,2.3,Kai'Sa,38,50%,3.7,Nautilus,8,25%,1.8,0
NA1/3749232248,Gragas,1,0%,2.0,Olaf,2,50%,3.0,Orianna,2,0%,1.0,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Seraphine,1,0%,0.5,Camille,11,55%,1.9,Karthus,3,67%,2.1,Yone,2,50%,1.9,Vayne,6,50%,2.4,Lulu,4,75%,7.7,1
NA1/3749072813,Shen,5,60%,4.2,Graves,18,67%,5.1,Syndra,8,88%,3.7,Samira,3,100%,4.7,Galio,11,55%,3.4,Camille,6,33%,2.7,Nidalee,2,50%,3.2,Zoe,1,0%,1.8,Xayah,1,0%,2.0,Leona,13,46%,3.9,0
NA1/3749521574,Ornn,7,0%,1.7,Karthus,6,17%,1.9,Tristana,3,33%,2.4,Kai'Sa,8,13%,2.4,Galio,5,20%,3.1,Camille,8,75%,2.2,Nidalee,11,64%,3.1,Viktor,6,50%,1.9,Aphelios,16,44%,2.0,Thresh,19,53%,2.3,1
NA1/3749391904,Wukong,4,50%,1.8,Taliyah,3,33%,2.8,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Aphelios,3,0%,1.0,Shen,1,0%,1.2,Vayne,8,75%,3.0,Nidalee,22,68%,8.8,Zoe,23,83%,5.3,Kai'Sa,23,78%,5.3,Alistar,36,67%,3.1,1
NA1/3749192626,Shen,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Olaf,8,50%,3.2,Galio,9,44%,4.2,Aphelios,9,33%,2.1,Rakan,9,56%,5.2,Wukong,5,60%,2.6,Lee Sin,13,38%,3.2,Akali,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,5,60%,4.3,Morgana,1,100%,12.0,1
NA1/3749421843,Garen,1,0%,1.6,Lillia,1,0%,1.9,Pantheon,2,0%,2.0,Tristana,1,0%,2.6,Lulu,3,67%,4.4,Ornn,12,25%,1.9,Graves,15,53%,3.1,Zoe,17,59%,5.4,Kai'Sa,22,41%,3.0,Alistar,4,50%,1.9,1
NA1/3749441633,Sion,26,42%,3.6,Kayn,4,50%,2.8,Seraphine,4,25%,3.1,Kai'Sa,20,60%,3.6,Alistar,16,56%,3.8,Camille,3,33%,2.3,Nunu & Willump,9,67%,5.6,Karma,1,0%,0.5,Aphelios,26,62%,3.8,Thresh,26,58%,3.0,0
NA1/3749531560,Shen,3,33%,2.9,Hecarim,5,20%,2.7,Azir,11,45%,3.0,Kai'Sa,3,0%,0.9,Leona,1,0%,0.8,Aatrox,1,100%,3.0,Pantheon,1,100%,17.0,Galio,2,50%,3.6,Aphelios,5,40%,3.6,Thresh,6,50%,4.5,1
NA1/3749072883,Camille,5,100%,3.1,Lillia,6,33%,3.5,Galio,8,50%,3.7,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Zyra,1,100%,9.0,Ornn,4,25%,2.4,Elise,5,20%,1.7,Renekton,3,0%,0.6,Aphelios,3,33%,1.6,Braum,3,33%,2.9,0
NA1/3749531593,Camille,8,63%,2.6,Graves,24,63%,3.2,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Jhin,11,64%,4.5,Leona,6,17%,1.5,Gragas,7,43%,2.8,Ekko,2,0%,0.9,Orianna,2,0%,0.2,Samira,2,0%,0.7,Maokai,3,67%,1.8,0
NA1/3749412376,Aatrox,8,63%,3.0,Skarner,9,56%,3.6,Anivia,5,40%,2.9,Aphelios,26,62%,3.8,Morgana,25,84%,3.7,Nocturne,4,50%,2.6,Kayn,4,50%,2.8,Orianna,20,55%,4.2,Kai'Sa,20,60%,3.6,Leona,10,30%,2.2,0
NA1/3749332354,Gnar,5,60%,2.7,Lillia,9,56%,3.8,Zoe,10,40%,3.0,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Alistar,4,25%,1.7,Nasus,5,60%,1.6,Nidalee,7,43%,3.4,Lux,2,50%,23.0,Jhin,13,54%,3.2,Leona,10,50%,3.0,1
NA1/3749422204,Ornn,12,25%,1.9,Graves,15,53%,3.1,Swain,5,60%,3.5,Jhin,5,60%,4.6,Leona,5,20%,1.1,Renekton,2,50%,2.8,Taliyah,3,67%,4.4,Galio,7,57%,3.7,Miss Fortune,8,25%,3.1,Taric,6,33%,2.5,1
NA1/3749412425,Darius,3,33%,2.1,Olaf,3,33%,3.0,Karma,2,50%,2.6,Aphelios,5,40%,3.6,Thresh,6,50%,4.5,Volibear,1,0%,1.8,Nocturne,2,50%,4.9,Orianna,1,0%,2.7,Kai'Sa,3,0%,0.9,Galio,2,0%,2.1,0
NA1/3749392376,Camille,5,100%,3.1,Hecarim,2,50%,6.5,Galio,8,50%,3.7,Neeko,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Seraphine,5,60%,5.2,Aatrox,7,29%,1.6,Elise,5,20%,1.7,Orianna,4,25%,2.2,Kai'Sa,7,14%,0.9,Bard,3,0%,0.9,0
NA1/3749232723,Wukong,4,50%,1.5,Olaf,3,33%,2.0,LeBlanc,2,50%,2.3,Kai'Sa,15,40%,2.8,Rell,4,75%,2.2,Renekton,2,0%,1.3,Lillia,2,0%,1.1,Akali,4,25%,2.8,Aphelios,2,0%,1.1,Leona,14,50%,2.6,0
NA1/3749392378,Shen,14,64%,4.6,Kindred,2,50%,4.0,Anivia,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,16,44%,3.8,Thresh,14,57%,3.2,Vayne,8,75%,3.0,Taliyah,15,80%,7.7,Yone,5,80%,3.6,Aphelios,24,71%,4.2,Leona,7,86%,4.7,1
NA1/3749392385,Kled,6,33%,2.6,Taliyah,6,50%,3.3,Twisted Fate,2,0%,1.2,Kai'Sa,38,50%,3.7,Alistar,15,53%,3.3,Renekton,24,71%,2.6,Graves,10,70%,4.1,Zoe,8,50%,3.7,Aphelios,7,57%,4.9,Thresh,23,48%,3.1,1
NA1/3749531979,Shen,6,50%,4.7,Graves,18,44%,2.5,Lux,1,0%,2.0,Lucian,7,43%,3.3,Nami,1,0%,1.6,Aatrox,6,33%,2.0,Lillia,11,36%,2.1,Yone,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,7,43%,3.3,Seraphine,1,100%,6.3,1
NA1/3749422286,Gangplank,3,33%,1.8,Lee Sin,1,0%,2.0,Tristana,3,33%,2.4,Heimerdinger,4,50%,3.8,Galio,5,20%,3.1,Shen,6,33%,3.9,Nidalee,11,64%,3.1,Yone,13,77%,3.0,Kai'Sa,10,50%,2.6,Sett,3,33%,1.7,1
NA1/3749242644,Camille,7,57%,3.3,Sejuani,2,50%,2.0,Zoe,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,5,60%,4.3,Leona,1,0%,2.2,Ornn,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Taliyah,7,57%,2.8,Pantheon,3,33%,1.4,Vayne,5,100%,3.8,Thresh,15,53%,4.8,1
NA1/3749083404,Gragas,3,33%,2.3,Graves,11,64%,3.4,Syndra,4,50%,2.5,Tristana,5,100%,8.7,Leona,13,46%,3.9,Maokai,4,75%,3.1,Lillia,14,57%,2.8,Yone,4,50%,4.2,Lucian,3,67%,4.1,Poppy,4,50%,2.9,0
NA1/3749422629,Gangplank,11,18%,1.4,Nidalee,14,57%,3.1,Yone,6,50%,3.1,Kai'Sa,22,41%,3.0,Galio,2,100%,3.0,Jax,1,0%,2.2,Taliyah,3,67%,4.4,Aurelion Sol,4,25%,3.6,Miss Fortune,8,25%,3.1,Karma,3,33%,2.9,0
NA1/3749412943,Urgot,24,46%,3.3,Karthus,9,67%,3.1,Xerath,1,100%,16.0,Kai'Sa,20,60%,3.6,Alistar,16,56%,3.8,Darius,14,71%,4.1,Skarner,9,56%,3.6,Lux,1,0%,2.0,Aphelios,26,62%,3.8,Galio,3,67%,3.7,0
NA1/3749193501,Ornn,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Olaf,8,50%,3.2,Syndra,7,57%,3.9,Vayne,5,100%,3.8,Yuumi,4,50%,4.8,Kayle,2,0%,1.0,Graves,12,50%,4.5,Lucian,39,56%,5.5,Kai'Sa,5,60%,4.3,Braum,3,0%,1.8,0
NA1/3749233343,Mordekaiser,2,100%,2.8,Graves,11,64%,3.4,Syndra,4,50%,2.5,Tristana,5,100%,8.7,Leona,13,46%,3.9,Camille,6,83%,5.6,Taliyah,3,33%,4.5,Twisted Fate,1,0%,0.3,Jhin,15,47%,4.1,Galio,11,55%,3.4,0
ESPORTSTMNT01/1682619,Camille,1,100%,16.0,Taliyah,3,67%,4.3,Akali,2,50%,1.8,Samira,4,75%,5.9,Rell,4,75%,5.5,Malphite,1,0%,1.2,Olaf,4,25%,1.7,Orianna,3,67%,3.9,Aphelios,4,50%,2.6,Thresh,9,33%,2.5,0
ESPORTSTMNT01/1682629,Malphite,1,0%,2.0,Olaf,15,53%,2.4,Syndra,2,0%,1.1,Kai'Sa,10,40%,3.9,Galio,1,0%,1.6,Gnar,1,100%,5.0,Taliyah,7,71%,8.6,Irelia,1,100%,2.0,Samira,3,33%,1.8,Gragas,3,67%,3.6,1
6929-9310,Renekton,40,48%,2.9,Lillia,6,33%,2.9,Akali,24,58%,3.2,Xayah,4,25%,2.3,Alistar,19,63%,4.4,Gangplank,23,70%,5.2,Taliyah,4,50%,3.5,Ryze,68,63%,4.8,Kai'Sa,83,63%,4.7,Leona,38,58%,2.9,1
ESPORTSTMNT01/1682639,Ornn,3,100%,14.0,Nidalee,8,63%,4.8,Irelia,3,67%,4.1,Kai'Sa,2,100%,8.0,Maokai,2,50%,3.0,Aatrox,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Graves,1,0%,8.0,Akali,1,0%,1.2,Jhin,1,0%,4.0,Galio,2,0%,2.2,0
6929-9311,Renekton,20,70%,4.6,Lee Sin,1,100%,6.3,Ryze,68,63%,4.8,Aphelios,30,73%,5.6,Thresh,37,68%,4.7,Aatrox,18,33%,2.0,Lillia,6,33%,2.9,Irelia,17,47%,2.4,Kai'Sa,13,23%,4.6,Sett,2,0%,1.3,0
6930-9312,Aatrox,24,63%,3.1,Olaf,7,71%,11.2,Viktor,15,73%,4.1,Xayah,28,79%,9.3,Leona,37,62%,3.5,Jayce,15,53%,3.2,Graves,22,64%,5.6,Zoe,41,59%,7.0,Kai'Sa,3,33%,2.3,Thresh,25,28%,3.1,0
ESPORTSTMNT01/1682656,Aatrox,4,25%,2.0,Karthus,6,50%,2.9,Lucian,4,75%,5.4,Miss Fortune,2,50%,7.0,Leona,4,50%,1.8,Camille,8,50%,2.8,Lillia,5,60%,1.9,Orianna,12,50%,6.6,Jhin,1,0%,0.5,Thresh,4,75%,8.0,0
6930-9313,Gnar,17,41%,2.6,Lillia,9,33%,2.7,Syndra,39,59%,4.8,Kai'Sa,3,33%,2.3,Nautilus,12,33%,1.9,Renekton,12,42%,2.5,Taliyah,5,100%,6.0,Zoe,35,51%,6.3,Xayah,28,79%,9.3,Maokai,4,75%,3.2,1
ESPORTSTMNT01/1682689,Gragas,15,53%,5.0,Graves,9,56%,2.9,Syndra,4,75%,3.5,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Sett,2,50%,2.7,Ornn,2,0%,2.3,Nidalee,5,20%,3.1,Irelia,2,0%,1.6,Samira,4,75%,3.2,Leona,8,50%,3.1,0
ESPORTSTMNT01/1692604,Aatrox,21,48%,2.6,Taliyah,4,75%,5.4,Syndra,10,50%,3.2,Kai'Sa,17,65%,4.0,Alistar,4,75%,2.9,Gnar,1,0%,0.3,Lillia,3,67%,4.8,Akali,6,17%,1.5,Miss Fortune,7,43%,3.0,Leona,13,77%,3.6,0
ESPORTSTMNT01/1682791,Shen,8,63%,3.9,Olaf,2,50%,4.7,Yone,7,100%,4.2,Ziggs,6,67%,5.4,Alistar,11,45%,2.5,Akali,2,0%,0.8,Pantheon,1,0%,0.8,Corki,1,0%,1.3,Aphelios,10,20%,2.1,Rell,3,33%,2.6,0
ESPORTSTMNT01/1692634,Shen,4,25%,1.9,Kha'Zix,1,0%,5.0,Pantheon,1,0%,1.2,Miss Fortune,3,0%,2.0,Seraphine,1,0%,1.8,Mordekaiser,1,100%,6.0,Lillia,3,67%,4.1,Lucian,2,50%,5.5,Aphelios,5,80%,4.8,Thresh,12,50%,2.7,1
ESPORTSTMNT05/1770231,Ornn,5,20%,2.3,Graves,17,76%,5.6,Zoe,21,67%,6.0,Kai'Sa,30,63%,3.7,Alistar,30,67%,2.7,Gangplank,23,26%,2.9,Karthus,2,0%,1.9,Sylas,5,20%,2.1,Aphelios,7,43%,3.8,Nautilus,32,56%,3.3,0
ESPORTSTMNT01/1682837,Urgot,6,0%,1.4,Olaf,1,0%,1.5,Orianna,7,43%,4.2,Miss Fortune,1,0%,3.5,Alistar,3,0%,2.0,Neeko,4,75%,3.9,Graves,11,73%,5.0,Yone,6,67%,3.6,Kai'Sa,16,63%,3.8,Leona,8,63%,3.3,1
ESPORTSTMNT04/1480363,Renekton,22,64%,3.3,Taliyah,1,100%,13.0,Syndra,7,86%,4.3,Samira,2,100%,23.0,Nautilus,8,50%,3.7,Shen,1,0%,1.3,Nidalee,2,0%,2.0,Orianna,8,38%,1.9,Kai'Sa,18,44%,3.1,Thresh,21,62%,3.1,0
ESPORTSTMNT01/1682850,Renekton,4,50%,2.8,Olaf,10,60%,2.5,Ryze,7,71%,5.8,Ashe,3,33%,2.1,Seraphine,1,100%,15.0,Aatrox,19,74%,2.5,Nidalee,5,20%,1.3,Anivia,6,33%,2.0,Kai'Sa,25,72%,4.9,Alistar,7,29%,2.8,0
ESPORTSTMNT01/1682882,Sion,13,54%,1.8,Graves,1,0%,1.0,Orianna,1,0%,0.4,Miss Fortune,4,25%,6.4,Seraphine,1,0%,1.2,Volibear,1,100%,4.0,Kayn,6,50%,2.8,LeBlanc,8,88%,7.3,Jhin,3,100%,5.3,Bard,3,67%,3.3,1
ESPORTSTMNT01/1692696,Gangplank,24,50%,3.6,Graves,8,38%,4.9,Galio,8,63%,6.8,Miss Fortune,1,0%,3.0,Alistar,19,47%,3.5,Karma,2,50%,2.0,Olaf,3,33%,0.9,Syndra,30,67%,4.4,Jhin,8,50%,6.3,Leona,9,56%,1.8,1
ESPORTSTMNT01/1682906,Sion,1,0%,5.0,Graves,12,58%,6.5,Viktor,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Aphelios,2,50%,3.6,Leona,5,40%,2.7,Gangplank,17,35%,2.7,Olaf,5,40%,1.9,Orianna,12,58%,3.8,Samira,1,100%,4.5,Alistar,2,50%,1.6,1
ESPORTSTMNT05/1780255,Renekton,7,29%,1.9,Lillia,13,62%,4.3,Lucian,3,67%,30.0,Xayah,22,55%,3.0,Galio,20,65%,3.9,Darius,5,80%,3.3,Taliyah,1,100%,3.0,Syndra,7,57%,3.2,Kai'Sa,22,73%,4.7,Leona,6,83%,4.6,1
ESPORTSTMNT01/1682914,Renekton,5,40%,1.5,Nidalee,9,44%,5.5,Lucian,2,50%,5.5,Aphelios,5,80%,4.8,Braum,20,50%,3.2,Gnar,5,40%,4.1,Olaf,7,43%,3.8,Seraphine,4,50%,3.8,Swain,4,75%,7.8,Leona,4,50%,2.5,1
ESPORTSTMNT04/1480394,Gnar,8,63%,3.7,Taliyah,6,67%,2.2,Syndra,9,67%,5.1,Ashe,10,60%,4.7,Maokai,1,100%,8.0,Jayce,4,50%,2.2,Graves,2,0%,3.0,Zoe,1,0%,0.0,Jhin,14,57%,4.1,Leona,8,38%,1.4,0
ESPORTSTMNT03/1682966,Gnar,7,29%,2.5,Hecarim,5,20%,2.7,Anivia,1,0%,1.0,Miss Fortune,3,67%,2.9,Galio,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Ornn,8,63%,2.8,Kindred,3,100%,10.0,Orianna,5,80%,10.0,Kai'Sa,12,33%,4.0,Sett,2,50%,3.0,1
ESPORTSTMNT01/1692743,Gnar,11,36%,3.3,Lillia,4,75%,6.8,Yone,1,0%,1.8,Samira,6,33%,2.1,Thresh,16,63%,4.5,Fiora,18,83%,3.2,Ivern,1,100%,3.7,Akali,4,75%,4.2,Aphelios,5,80%,7.6,Maokai,1,100%,15.0,1
ESPORTSTMNT01/1682971,Shen,1,0%,2.0,Hecarim,4,25%,3.7,Seraphine,5,60%,5.0,Jhin,3,0%,9.5,Karma,7,43%,8.3,Darius,1,100%,6.0,Olaf,7,71%,2.9,Aurelion Sol,1,100%,12.0,Miss Fortune,2,50%,4.4,Bard,3,67%,3.3,1
ESPORTSTMNT05/1780270,Gnar,5,20%,1.3,Lillia,3,0%,2.1,Sylas,1,0%,0.8,Kai'Sa,11,36%,2.9,Alistar,43,56%,3.3,Shen,4,75%,7.0,Hecarim,9,44%,4.2,Viktor,5,40%,4.0,Jhin,16,63%,6.1,Maokai,2,50%,7.0,1
ESPORTSTMNT01/1683002,Sion,1,0%,0.5,Lillia,5,20%,3.7,Yone,1,0%,0.2,Seraphine,1,0%,0.5,Leona,2,0%,0.7,Renekton,13,69%,4.3,Taliyah,2,100%,11.5,Sylas,4,75%,5.4,Jhin,7,43%,5.8,Alistar,24,54%,3.3,1
ESPORTSTMNT05/1780277,Renekton,14,43%,1.9,Taliyah,17,71%,4.6,Orianna,6,33%,5.2,Samira,2,100%,5.0,Leona,8,75%,3.9,Sion,17,59%,2.8,Lillia,5,40%,2.3,Syndra,1,0%,1.0,Jhin,4,50%,3.9,Maokai,1,0%,0.5,0
ESPORTSTMNT04/1480408,Ornn,1,0%,0.3,Lillia,6,50%,4.4,Lucian,7,57%,2.7,Vayne,3,33%,3.3,Braum,29,48%,3.7,Akali,6,83%,4.8,Nidalee,11,73%,4.4,Sett,3,33%,2.9,Kai'Sa,12,50%,4.7,Alistar,7,57%,2.9,1
ESPORTSTMNT05/1780291,Renekton,24,71%,3.4,Nidalee,11,73%,8.2,Jayce,8,75%,3.9,Miss Fortune,4,75%,8.5,Leona,14,86%,3.7,Gnar,5,60%,2.9,Lillia,3,67%,2.6,Orianna,20,60%,5.7,Kai'Sa,11,18%,2.5,Nautilus,13,62%,2.6,0
ESPORTSTMNT03/1683052,Shen,1,100%,4.7,Olaf,10,50%,2.8,Orianna,4,25%,4.1,Xayah,8,25%,3.5,Leona,6,50%,2.0,Camille,4,0%,1.9,Lillia,3,33%,1.8,Irelia,1,0%,1.5,Ezreal,1,0%,5.0,Galio,1,0%,2.8,0
ESPORTSTMNT03/1683073,Irelia,1,100%,2.3,Graves,8,63%,7.6,Sylas,8,63%,2.5,Samira,1,100%,4.5,Leona,3,67%,2.9,Malphite,2,0%,1.6,Hecarim,4,50%,2.9,Vladimir,5,20%,2.6,Aphelios,2,0%,1.7,Galio,6,50%,3.5,0
NA1/3749428464,Wukong,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Olaf,8,50%,3.2,Orianna,15,33%,3.5,Miss Fortune,10,50%,2.7,Seraphine,3,33%,2.9,Aatrox,29,59%,2.7,Lillia,14,86%,3.9,Viktor,15,47%,4.0,Aphelios,7,57%,4.9,Thresh,23,48%,3.1,1
NA1/3749408661,Akali,7,57%,3.0,Olaf,28,71%,4.5,Azir,15,67%,2.5,Aphelios,24,71%,4.2,Thresh,37,41%,2.5,Lulu,2,0%,0.7,Karthus,9,67%,3.1,Orianna,20,55%,4.2,Kai'Sa,20,60%,3.6,Alistar,16,56%,3.8,0
NA1/3749418891,Gnar,5,60%,2.7,Nidalee,7,57%,3.6,Galio,9,44%,3.2,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Nautilus,4,50%,4.1,Renekton,4,25%,1.3,Lillia,6,33%,3.5,Orianna,5,60%,2.3,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,4,25%,2.6,0
NA1/3749089271,Irelia,1,0%,2.5,Graves,2,0%,1.9,Xerath,1,0%,2.8,Caitlyn,1,0%,2.6,Morgana,1,0%,2.1,Gangplank,8,63%,4.1,Kindred,3,33%,1.7,Akali,1,100%,2.4,Jhin,2,100%,5.7,Maokai,3,67%,1.8,1
NA1/3749328707,Camille,9,56%,2.6,Taliyah,6,50%,3.3,Pantheon,3,100%,3.8,Jhin,10,40%,3.4,Alistar,15,53%,3.3,Volibear,9,44%,1.4,Nidalee,1,0%,2.2,Zoe,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Aphelios,3,0%,1.0,Thresh,14,57%,3.2,0
NA1/3749448400,Camille,11,55%,2.5,Lillia,15,53%,4.2,Twisted Fate,8,25%,2.7,Aphelios,9,67%,4.6,Galio,12,42%,4.4,Renekton,4,25%,1.0,Evelynn,1,0%,0.6,Yone,13,77%,3.0,Kai'Sa,10,50%,2.6,Bard,6,50%,2.5,0
NA1/3749408749,Aatrox,10,60%,2.0,Nidalee,7,71%,4.3,Akali,7,57%,4.2,Kai'Sa,5,80%,3.3,Alistar,16,56%,2.9,Wukong,4,50%,2.6,Graves,1,0%,1.3,Viktor,1,0%,3.5,Aphelios,5,40%,3.6,Thresh,6,50%,4.5,0
NA1/3749199198,Renekton,6,17%,1.0,Lillia,2,0%,1.0,Orianna,11,64%,3.9,Kai'Sa,21,67%,5.5,Leona,14,50%,2.9,Camille,6,33%,2.7,Kha'Zix,1,100%,12.0,Viktor,9,67%,4.0,Jhin,9,22%,2.8,Galio,2,50%,3.0,1
NA1/3750879758,Akali,4,50%,1.7,Graves,15,53%,3.1,Zoe,17,59%,5.4,Aphelios,25,60%,5.2,Braum,7,57%,3.0,Camille,6,33%,2.7,Kindred,5,0%,2.7,Ekko,1,0%,2.3,Jhin,3,67%,7.6,Leona,13,46%,3.9,0
NA1/3749109713,Yorick,1,100%,0.8,Lillia,14,57%,2.8,Pantheon,3,100%,7.1,Aphelios,3,67%,4.9,Lulu,6,67%,4.4,Volibear,5,0%,0.7,Olaf,3,33%,2.0,Akali,2,0%,0.2,Kai'Sa,15,40%,2.8,Zilean,2,0%,0.6,0
NA1/3749089357,Malphite,1,100%,1.9,Graves,7,29%,3.6,Zoe,4,50%,2.1,Aphelios,9,44%,2.6,Taric,6,33%,2.5,Sylas,3,33%,2.3,Lillia,11,36%,2.1,Lucian,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,7,43%,3.3,Leona,6,17%,1.5,0
NA1/3749079664,Ornn,4,50%,2.4,Lee Sin,1,100%,4.8,Akali,4,25%,2.8,Xayah,1,0%,3.0,Gragas,2,50%,2.2,Camille,3,0%,0.9,Olaf,2,0%,1.2,Viktor,2,0%,0.7,Kai'Sa,7,14%,0.9,Rakan,1,0%,2.0,0
NA1/3749209096,Renekton,6,17%,1.0,Nidalee,7,57%,3.6,Twisted Fate,8,38%,2.8,Samira,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Sett,4,25%,2.1,Gragas,3,33%,2.3,Kindred,7,43%,3.4,Orianna,5,60%,2.3,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Maokai,2,50%,2.4,1
NA1/3749409104,Poppy,17,47%,2.7,Rengar,5,60%,2.5,Viktor,15,67%,4.9,Jhin,8,75%,5.8,Alistar,16,56%,3.8,Akali,7,57%,3.0,Nidalee,22,68%,8.8,Yone,5,80%,3.6,Samira,4,50%,2.7,Pantheon,2,0%,0.9,0
NA1/3750890071,Gragas,2,50%,2.3,Graves,18,67%,5.1,Syndra,8,88%,3.7,Kai'Sa,5,60%,3.2,Nautilus,5,20%,1.9,Wukong,4,50%,1.5,Karthus,3,67%,2.1,Zed,5,40%,1.8,Vayne,6,50%,2.4,Lulu,4,75%,7.7,0
NA1/3749388742,Gangplank,8,63%,4.1,Lillia,14,71%,4.0,Seraphine,2,50%,7.3,Tristana,1,100%,2.8,Maokai,3,67%,1.8,Wukong,1,0%,2.5,Hecarim,3,0%,1.9,Sylas,1,0%,2.0,Kai'Sa,1,0%,1.8,Leona,2,0%,1.2,0
NA1/3750899833,Camille,6,33%,2.7,Taliyah,1,0%,2.0,Ekko,3,33%,2.2,Jhin,9,22%,2.8,Pantheon,1,0%,0.4,Renekton,6,17%,1.0,Nunu & Willump,9,67%,5.6,Anivia,5,40%,2.9,Kai'Sa,17,76%,6.8,Sett,3,33%,1.9,1
NA1/3749359675,Gragas,3,33%,2.3,Kindred,5,0%,2.7,Akali,1,0%,2.8,Kai'Sa,14,36%,3.3,Leona,13,46%,3.9,Vladimir,5,40%,2.2,Graves,15,53%,3.1,Pantheon,4,100%,2.8,Xayah,13,46%,4.3,Rakan,15,53%,5.2,1
NA1/3749438970,Gragas,20,70%,3.1,Lillia,14,86%,3.9,Lucian,5,40%,2.6,Kai'Sa,15,53%,6.9,Sett,10,90%,5.0,Maokai,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Hecarim,13,46%,2.4,Irelia,10,30%,1.6,Miss Fortune,10,50%,2.7,Seraphine,3,33%,2.9,0
NA1/3749329156,Renekton,15,53%,3.1,Taliyah,3,33%,2.8,Twisted Fate,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Miss Fortune,3,67%,5.0,Seraphine,3,33%,2.4,Camille,9,56%,2.6,Lillia,9,33%,3.1,Orianna,14,43%,3.5,Jhin,10,40%,3.4,Nami,2,50%,3.4,1
